entity_token,frequency,entity_class
visually induced motion sickness,1,CONDITION
motion sickness,1,CONDITION
dizziness,1,CONDITION
eyestrain,1,CONDITION
oculomotor disorders,1,CONDITION
blurred vision,1,CONDITION
spatial disorientation,1,CONDITION
virtual environments,1,OTHER
sc,1,CONDITION
video only,1,CONTROL
binaural audio,1,OTHER
binaural stimulation,1,OTHER
clinical pharmacist-led intervention,1,OTHER
cerebrovascular disease,1,CONDITION
clinical pharmacist disease management program,1,OTHER
non-cardioembolic ischemic stroke,1,CONDITION
clinical pharmacist-led disease management intervention,1,OTHER
clinical pharmacy cardiac risk service,1,OTHER
cpcrs,1,OTHER
non-invasive neurostimulation of the vagus nerve with the gammacore device,1,OTHER
noninvasive neurostimulation of the vagus nerve using the gammacore device,1,OTHER
acute migraine,1,CONDITION
biofreeze,1,DRUG
gel with a menthol scent,1,CONTROL
mechanically ventilated,1,CONDITION
hydroxymethylbutyrate,1,DRUG
eicosapentaenoic acid,1,DRUG
breathing machines,1,CONDITION
dual task training,1,PHYSICAL
dual task balance and gait training,1,PHYSICAL
dual tasking,1,PHYSICAL
dual task rehabilitative training on balance and gait,1,PHYSICAL
alcohol use disorder,1,CONDITION
wbrt,1,RADIOTHERAPY
taking antipsychotic medication once every two weeks by injection,1,OTHER
taking daily oral medication,1,OTHER
hybrid-fes exercise,1,PHYSICAL
declines in physiologic function,1,CONDITION
functional electrical stimulation (fes) row training (rt),1,PHYSICAL
arms-only exercise,1,CONTROL
time (wait-list) control,1,CONTROL
time control,1,CONTROL
erector spinae plane (esp) block,1,OTHER
caudal block,1,CONTROL
sham stimulation,1,CONTROL
akinesia,1,CONDITION
amantadine sulphate,1,DRUG
task-specific training on the c-mill,1,PHYSICAL
waiting list,1,CONTROL
hemiparesis,1,CONDITION
induced forced limb loading,1,PHYSICAL
tissue plasminogen activator,1,CONTROL
tpa,1,CONTROL
unilateral versus bilateral intensive training,1,PHYSICAL
unimanual intensive training,1,PHYSICAL
bimanual intensive training,1,PHYSICAL
generalized tonic/clonic seizure,1,CONDITION
diazoxide choline,1,DRUG
dccr,1,DRUG
intracranial trauma,1,CONDITION
screening,1,BEHAVIOURAL
brief motivational interview,1,BEHAVIOURAL
referral for treatment,1,BEHAVIOURAL
peripheral neuromodulation,1,OTHER
nerve stimulation interventions,1,OTHER
neurogenic (spinal cord injury) or non-neurogenic dysfunction,1,CONDITION
quetiapine,1,DRUG
non-invasive neuromodulation,1,OTHER
dual transcranial direct current stimulation,1,OTHER
motor training,1,PHYSICAL
selective serotonin reuptake inhibitors,1,DRUG
motor training intervention,1,PHYSICAL
magnesium stearate,1,DRUG
spastic diplegic cerebral palsy,1,CONDITION
crestor,1,DRUG
balneotherapy,1,PHYSICAL
respiratory failure,1,CONDITION
acute seizures,1,CONDITION
prolonged convulsive se,1,CONDITION
plexiform neurofibroma,1,CONDITION
quadrivalent meningococcal conjugate vaccine,1,DRUG
"meningococcal polysaccharide (serogroups a, c, y and w) tetanus toxoid (menacyw) conjugate vaccine",1,DRUG
phenylketonuria,1,CONDITION
phaenylalanine-free protein substitute,1,OTHER
phenylalanine-free protein substitute,1,OTHER
oticon medical ponto 4.5mm wide implant,1,OTHER
ponto 4.5mm wide diameter implant,1,OTHER
transdermal vagal stimulation,1,OTHER
light-headedness,1,CONDITION
electrical stimulation of a nerve through a skin of the ear,1,OTHER
tcm intervention,1,OTHER
distal symmetric peripheral neuropathy,1,CONDITION
tcm,1,OTHER
aids,1,CONDITION
sensorimotor impairment,1,CONDITION
ames,1,PHYSICAL
assisted movement with enhanced sensation,1,PHYSICAL
incomplete spinal cord injuries,1,CONDITION
aih,1,OTHER
dtpa-hbv-ipv vaccine,1,DRUG
hib vaccine,1,DRUG
infanrix hexa,1,DRUG
infanrix penta,1,DRUG
hiberix,1,DRUG
itraconazole,1,DRUG
mind at home-streamlined dementia care coordination intervention,1,BEHAVIOURAL
care coordination,1,BEHAVIOURAL
identification of needs and individualized care planning,1,OTHER
dementia education and skill building,1,OTHER
"coordination, referral and linkage of services",1,OTHER
initial in-home needs assessment,1,CONTROL
education,1,BEHAVIOURAL
kernicterus,1,CONDITION
"public, health provider, and maternal education",1,BEHAVIOURAL
jaundice,1,CONDITION
antenatal or postpartum instruction,1,BEHAVIOURAL
not received instruction,1,CONTROL
excitatory theta-burst transcranial magnetic stimulation,1,OTHER
marijuana,1,OTHER
parkinsonian primary pain,1,CONDITION
dual-task gait/balance training,1,PHYSICAL
action observation training,1,OTHER
watching landscape videos,1,OTHER
falls,1,CONDITION
mood disturbances,1,CONDITION
ultrasound-guided erector spinae plane block,1,OTHER
open splenectomy surgery,1,CONDITION
ultrasound-guided paravertebral block,1,OTHER
open splenectomy,1,CONDITION
primary immunodeficiency,1,CONDITION
unexplained recurrent and/or severe infections with encapsulated bacteria,1,CONDITION
antibody deficiencies,1,CONDITION
complement deficiencies,1,CONDITION
primary immunodeficiencies,1,CONDITION
recurrent and/or severe bacterial infections,1,CONDITION
upper and lower respiratory tract infections,1,CONDITION
bacterial infections,1,CONDITION
recurrent infections,1,CONDITION
severe bacterial infection,1,CONDITION
neuromodulation training,1,OTHER
chronic cervical spinal cord injury,1,CONDITION
activity-based recovery training,1,PHYSICAL
targeted spinal cord transcutaneous stimulation,1,OTHER
scts,1,OTHER
resistance training program,1,PHYSICAL
disabled intellectual,1,CONDITION
resistance exercise,1,PHYSICAL
early pd,1,CONDITION
oral appliance therapies,1,OTHER
behavioral treatment,1,BEHAVIOURAL
drug abuse,1,CONDITION
spmi,1,CONDITION
multifaceted treatment for substance abuse,1,BEHAVIOURAL
supportive control treatment,1,CONTROL
case management component,1,BEHAVIOURAL
critical time intervention,1,BEHAVIOURAL
cti,1,BEHAVIOURAL
music intervention,1,OTHER
transcranial electrical stimulation,1,OTHER
neurological diseases,1,CONDITION
music exposure,1,OTHER
electric (tdcs) and music stimulation,1,OTHER
music-listening,1,OTHER
didgeridoo treatment,1,OTHER
obstructive sleep apnea-hypopnea syndrome,1,CONDITION
tonsillar hypertrophy,1,CONDITION
neurogenic bladder,1,CONDITION
injured spinal cord,1,CONDITION
bladder dysfunction,1,CONDITION
complete spinal cord lesions,1,CONDITION
anterior sacral root stimulation with posterior rhizotomy,1,SURGICAL
progressive refractory meningiomas,1,CONDITION
aggressive growing meningiomas resistant to multiple surgeries and radiotherapy,1,CONDITION
grade ii-iii meningiomas,1,CONDITION
grade iii meningioma,1,CONDITION
meningioma,1,CONDITION
aggressive and recurrent meningiomas,1,CONDITION
aggressive and refractory meningiomas,1,CONDITION
bi-axial rotating magnetic field therapy,1,OTHER
refractory neuropathic foot pain,1,CONDITION
pulsed magnetic stimulating,1,OTHER
moderate-severe foot pain,1,CONDITION
updated bone-anchored sound processor,1,OTHER
ce marked ponto 3 superpower sound processor,1,CONTROL
support group intervention,1,BEHAVIOURAL
alternating-frequency dbs,1,OTHER
alternating-frequency deep brain stimulation,1,OTHER
cat,1,BEHAVIOURAL
brl-049653,1,DRUG
aneurysmal subarachnoid hemorrhage,1,CONDITION
moderate severity vasospasm,1,CONDITION
wireless telemonitoring,1,OTHER
self-management approach,1,BEHAVIOURAL
wireless technologies,1,OTHER
psychoeducation,1,BEHAVIOURAL
chronic high tetraplegia,1,CONDITION
paralyzed,1,CONDITION
functional electrical stimulation,1,OTHER
reduced dose craniospinal radiotherapy,1,RADIOTHERAPY
newly-diagnosed standard-risk posterior fossa primitive neuro-ectodermal tumor,1,CONDITION
pnet,1,CONDITION
radiation therapy,1,RADIOTHERAPY
low-dose radiation therapy,1,RADIOTHERAPY
radiation,1,RADIOTHERAPY
newly diagnosed average risk medulloblastoma,1,CONDITION
panitumumab irdye800,1,DRUG
neoplasms,1,CONDITION
neurosurgical procedures,1,CONDITION
panitumumab-irdye800,1,DRUG
brain surgery,1,CONDITION
migraine-like attack,1,CONDITION
migraine-like attacks,1,CONDITION
affitope® pd01a.,1,DRUG
untreated control,1,CONTROL
clonidine,1,DRUG
subcostal transversus abdominis plane block,1,OTHER
open liver resection,1,CONDITION
"benign, malignant or metastatic hepatic tumor",1,CONDITION
transversus abdominis plane [tap] block,1,OTHER
somatic pain,1,CONDITION
esbp,1,OTHER
tap,1,OTHER
open liver resection surgery,1,CONDITION
aquatic and land-based group exercise,1,PHYSICAL
land based or aquatic based group exercise,1,PHYSICAL
idiopathic parkinson disease,1,CONDITION
land based or aquatic based group exercise program,1,PHYSICAL
advanced cognitive stimulation therapy,1,BEHAVIOURAL
acst,1,BEHAVIOURAL
cognitive stimulation therapy,1,BEHAVIOURAL
cst,1,BEHAVIOURAL
mixed dementia with alzheimer's and vascular components,1,CONDITION
virtual gate device,1,OTHER
vgd,1,OTHER
sleep apnea management group,1,BEHAVIOURAL
moderate-to-severe obstructive sleep apnea,1,CONDITION
sleep apnea management (sam) grouped based-intervention,1,BEHAVIOURAL
regular non-sleep prescribing provider,1,CONTROL
postopreative agitation,1,CONDITION
carotid occlusion surgery,1,SURGICAL
extracranial-intracranial bypass surgery,1,SURGICAL
ipsilateral stroke,1,CONDITION
symptomatic carotid occlusion,1,CONDITION
intermittent theta-burst stimulation transcranial magnetic stimulation,1,OTHER
transcranial magnetic stimulation (tms) targeting the dorsolateral prefrontal cortex (dlpfc) or the primary motor cortex (m1),1,OTHER
m1,1,OTHER
pain catastrophization,1,CONDITION
intermittent theta-burst stimulation,1,OTHER
placebo together with tms,1,CONTROL
intraoperative variations in positive-end expiratory pressure,1,OTHER
supratentorial tumor surgery,1,CONDITION
intraoperative peep,1,OTHER
supratentorial tumor surgeries,1,CONDITION
divergent squint,1,CONDITION
strabismus surgery,1,SURGICAL
rehabilitation robot,1,PHYSICAL
sham tdcs,1,CONTROL
systems of active monitoring,1,OTHER
incentive program for physical activity,1,OTHER
music-supported therapy,1,CONTROL
music supported therapy,1,CONTROL
occupational therapy,1,CONTROL
ot,1,CONTROL
parkinson's spectrum,1,CONDITION
rwj-17021-000,1,DRUG
acute agitation,1,CONDITION
acute agitated,1,CONDITION
3d conformal radiotherapy,1,RADIOTHERAPY
metastatic epidural spinal cord compression,1,CONDITION
spinal cord compression,1,CONDITION
3d conformal palliative rt,1,RADIOTHERAPY
spinal metastasis,1,CONDITION
3d crt,1,RADIOTHERAPY
home and in-laboratory testing,1,OTHER
home testing,1,OTHER
in-lab testing,1,OTHER
na-831,1,DRUG
na-83,1,DRUG
asymptomatic carotid artery narrowing,1,CONDITION
stenting,1,SURGICAL
activities in mse alone,1,OTHER
massage therapy in usual care environment,1,OTHER
usual care with attention,1,CONTROL
usual care only,1,CONTROL
rehabilitation intervention,1,OTHER
community-based rehabilitation,1,OTHER
facility-based care,1,OTHER
facility-based care alone,1,CONTROL
transcutaneous auricular vagus nerve stimulation,1,OTHER
active transcutaneous auricular vagus nerve stimulation,1,OTHER
inflammation,1,CONDITION
spm 936,1,DRUG
idiopathic restless legs syndrome.,1,CONDITION
continuous theta-burst stimulation,1,OTHER
