,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
10,NCT01185743,OfficialTitle+BriefSummary,"Effect of Atypical Antipsychotics on Gene Expression in Soft Tissues of Healthy Subjects - A Placebo Controlled Randomised Pilot Study | Schizophrenia is a severe chronic and disabling mental disorder and is associated with a significant reduction in life expectancy. Atypical antipsychotic treatment compliance may be jeopardized because of drug induced weight gain and abnormalities in carbohydrate and lipid metabolism.

Aim: to gain data on drug related effects on gene expression and regulation with special regard to glucose metabolism.","[(10, 33, 'DRUG', 'Atypical Antipsychotics'), (93, 100, 'CONTROL', 'Placebo'), (137, 150, 'CONDITION', 'Schizophrenia'), (268, 290, 'DRUG', 'Atypical antipsychotic')]","[(10, 33), (93, 100), (137, 150), (268, 290)]","[(137, 150, 'CONDITION')]","[(10, 33, 'DRUG'), (93, 100, 'CONTROL'), (268, 290, 'DRUG')]"
11,NCT00413946,OfficialTitle+BriefSummary,"Neuroprotective Effect of High Dose Erythropoietin in Very Preterm Infants | The main goal of this trial is to investigate whether early administration of human erythropoietin (EPO) in very preterm infants improves neurodevelopmental outcome at 24 months corrected age.

This study is designed as randomized, double-masked, placebo controlled multicenter study involving at least 420 patients.","[(36, 50, 'DRUG', 'Erythropoietin'), (59, 66, 'CONDITION', 'Preterm'), (161, 175, 'DRUG', 'erythropoietin'), (177, 180, 'DRUG', 'EPO'), (190, 197, 'CONDITION', 'preterm'), (324, 331, 'CONTROL', 'placebo')]","[(36, 50), (59, 66), (161, 175), (177, 180), (190, 197), (324, 331)]","[(59, 66, 'CONDITION'), (190, 197, 'CONDITION')]","[(36, 50, 'DRUG'), (161, 175, 'DRUG'), (177, 180, 'DRUG'), (324, 331, 'CONTROL')]"
12,NCT03049033,OfficialTitle+BriefSummary,"Neurologic Music Therapy for Enhancing Fine Motor Control in Parkinson's Disease | Parkinson's Disease (PD) is defined by characteristic motor symptoms including slow movements, small movements, difficulty with movement initiation and disruptions in timing. Besides gross motor symptoms, fine motor impairments in PD cause difficulties with everyday tasks such as writing, self-care, and fine object manipulation. These activity limitations can lead to disability, social isolation, and a reduced quality of life. In a series of breakthrough studies Michael Thaut and colleagues developed Neurologic Music Therapy (NMT) and found it can address many gross motor impairments and improve gait and balance. Other music therapies such as Music-supported Therapy (MST) have proven motor benefits in stroke patients through movement exercises with musical instruments. However, the pathological basal ganglia (BG) in PD brains leads to a reduced supply of those internally generated movements. In contrast, externally cued movements (eg. via a beat or a rhythm) during NMT sessions are instantaneously entrained to the period of a rhythmic stimulus possibly without involvement of the BG. The underlying idea is that rhythm is the essential component relating music specifically to motor behavior. The mechanism of action is called ""rhythmic entrainment"" where one system's motion or signal frequency entrains the frequency of another system. The effect of NMT on fine motor function has not been investigated yet. Music activities are important in the lives of many older adults. Notably, the use of music has been associated with increased well-being for older adults, as it fosters social connection and mood regulation. Furthermore, many musical activities have limited physical demands, making them attainable for individuals who are living with mobility impairments or other physical restrictions. Based on the literature and the investigators preliminary studies, the investigators propose to test the efficacy of Neurologic Music Therapy in comparison to Music Supported Therapy and Occupational Therapy (OT) as standard of care on adults in the Parkinson's spectrum. The investigators have defined a working plan using different musical instruments and growing tempo to specifically improve fine motor movements.","[(0, 24, 'OTHER', 'Neurologic Music Therapy'), (61, 80, 'CONDITION', ""Parkinson's Disease""), (83, 102, 'CONDITION', ""Parkinson's Disease""), (104, 106, 'CONDITION', 'PD'), (314, 316, 'CONDITION', 'PD'), (589, 613, 'OTHER', 'Neurologic Music Therapy'), (615, 618, 'OTHER', 'NMT'), (734, 757, 'CONTROL', 'Music-supported Therapy'), (759, 762, 'CONTROL', 'MST'), (911, 913, 'CONDITION', 'PD'), (1063, 1066, 'OTHER', 'NMT'), (1451, 1454, 'OTHER', 'NMT'), (2015, 2039, 'OTHER', 'Neurologic Music Therapy'), (2057, 2080, 'CONTROL', 'Music Supported Therapy'), (2085, 2105, 'CONTROL', 'Occupational Therapy'), (2107, 2109, 'CONTROL', 'OT'), (2148, 2168, 'CONDITION', ""Parkinson's spectrum"")]","[(0, 24), (61, 80), (83, 102), (104, 106), (314, 316), (589, 613), (615, 618), (734, 757), (759, 762), (911, 913), (1063, 1066), (1451, 1454), (2015, 2039), (2057, 2080), (2085, 2105), (2107, 2109), (2148, 2168)]","[(61, 80, 'CONDITION'), (83, 102, 'CONDITION'), (104, 106, 'CONDITION'), (314, 316, 'CONDITION'), (911, 913, 'CONDITION'), (2148, 2168, 'CONDITION')]","[(0, 24, 'OTHER'), (589, 613, 'OTHER'), (615, 618, 'OTHER'), (734, 757, 'CONTROL'), (759, 762, 'CONTROL'), (1063, 1066, 'OTHER'), (1451, 1454, 'OTHER'), (2015, 2039, 'OTHER'), (2057, 2080, 'CONTROL'), (2085, 2105, 'CONTROL'), (2107, 2109, 'CONTROL')]"
13,NCT05231538,OfficialTitle+BriefSummary,Effects of Neurodevelopment Therapy on Gross Motor Function and Postural Control in Children With Spastic Cerebral Palsy: A Randomized Controlled Trial | This study was conducted to find out the Effects of Neurodevelopment therapy (a rehabilitative program designed by Bobath) on Gross Motor Function and Postural Control in Children with Spastic Cerebral Palsy. To investigate either there was a significant difference between the effects of neurodevelopment therapy and routine physical therapy on gross motor function and postural control in children with Spastic Cerebral Palsy.,"[(11, 35, 'OTHER', 'Neurodevelopment Therapy'), (98, 120, 'CONDITION', 'Spastic Cerebral Palsy'), (206, 230, 'OTHER', 'Neurodevelopment therapy'), (339, 361, 'CONDITION', 'Spastic Cerebral Palsy'), (443, 467, 'OTHER', 'neurodevelopment therapy'), (559, 581, 'CONDITION', 'Spastic Cerebral Palsy')]","[(11, 35), (98, 120), (206, 230), (339, 361), (443, 467), (559, 581)]","[(98, 120, 'CONDITION'), (339, 361, 'CONDITION'), (559, 581, 'CONDITION')]","[(11, 35, 'OTHER'), (206, 230, 'OTHER'), (443, 467, 'OTHER')]"
14,NCT05624866,OfficialTitle+BriefSummary,Dexmedetomidine Versus Triamcinolone Local Injection for Pain Alleviation in Patients With Carpal Tunnel Syndrome; A Randomized Clinical Trial. | Carpal tunnel syndrome (CTS) is a common mononeuropathy due to entrapment of the median nerve in the carpal tunnel. a lot of modalities are available for treatment of mild to moderate CTS.,"[(0, 15, 'DRUG', 'Dexmedetomidine'), (23, 36, 'DRUG', 'Triamcinolone'), (57, 61, 'CONDITION', 'Pain'), (91, 113, 'CONDITION', 'Carpal Tunnel Syndrome'), (146, 168, 'CONDITION', 'Carpal tunnel syndrome'), (170, 173, 'CONDITION', 'CTS'), (187, 201, 'CONDITION', 'mononeuropathy'), (313, 333, 'CONDITION', 'mild to moderate CTS')]","[(0, 15), (23, 36), (57, 61), (91, 113), (146, 168), (170, 173), (187, 201), (313, 333)]","[(57, 61, 'CONDITION'), (91, 113, 'CONDITION'), (146, 168, 'CONDITION'), (170, 173, 'CONDITION'), (187, 201, 'CONDITION'), (313, 333, 'CONDITION')]","[(0, 15, 'DRUG'), (23, 36, 'DRUG')]"
15,NCT02408627,OfficialTitle+BriefSummary,"The goal of this project is the development of an EEG-cap (min. 21 electrodes) with user-friendly active dry electrodes that meets the expectations of the users regarding comfort and esthetics, without losing sight of the functional and technical demands for recording high quality EEG signals. The purpose is to use the EEG-cap to investigate clinical neurological disorders (e.g. epilepsy). The EEG-cap could also be used at home so that hospital admission in the EMU can be avoided for some patients and an increasing number of patients can be examined.

Phase 3 of the Project will be divided into a Phase 3a and Phase 3b.

Phase 3a of the project will comprise of an EEG-registration with the different types of electrodes in epilepsy patients with prominent interictal epileptiform discharges (IEDs) on EEG. For each epilepsy patient the EEG-recording with dry electrodes will be compared to the EEG-recordings with conventionally used wet electrodes (bridge and cup electrodes). Each EEG-recording will take approximately 10 minutes.

Minimum 2 - maximum 10 epilepsy patients will be included.

There will be an visual and clinical evaluation of the EEG-signals (blinded) and a technical evaluation of the EEG-signals. User experience will also be collected.","[(382, 390, 'CONDITION', 'epilepsy'), (731, 739, 'CONDITION', 'epilepsy'), (823, 831, 'CONDITION', 'epilepsy'), (1065, 1073, 'CONDITION', 'epilepsy')]","[(382, 390), (731, 739), (823, 831), (1065, 1073)]","[(382, 390, 'CONDITION'), (731, 739, 'CONDITION'), (823, 831, 'CONDITION'), (1065, 1073, 'CONDITION')]",[]
16,NCT03024125,OfficialTitle+BriefSummary,"Effect of Normal and High Protein Diets in Lean Mass, Adiposity, and Strength in Postmenopausal Women Practitioners of Resistance Exercise | This study evaluates the effect of different types of diets (high and normal protein) on lean and fat mass, and strength in postmenopausal women practitioners of resistance exercise. Two groups will be created: high protein (1.2 protein g/body mass/day) and normal protein (0.8 protein g/body mass/day). The same training will be performed for both groups.","[(10, 39, 'OTHER', 'Normal and High Protein Diets'), (54, 63, 'CONDITION', 'Adiposity'), (81, 95, 'CONDITION', 'Postmenopausal'), (202, 225, 'OTHER', 'high and normal protein'), (265, 279, 'CONDITION', 'postmenopausal'), (352, 364, 'OTHER', 'high protein'), (399, 413, 'CONTROL', 'normal protein')]","[(10, 39), (54, 63), (81, 95), (202, 225), (265, 279), (352, 364), (399, 413)]","[(54, 63, 'CONDITION'), (81, 95, 'CONDITION'), (265, 279, 'CONDITION')]","[(10, 39, 'OTHER'), (202, 225, 'OTHER'), (352, 364, 'OTHER'), (399, 413, 'CONTROL')]"
17,NCT01497652,OfficialTitle+BriefSummary,"A Double Blind Placebo Controlled Trial Evaluating Rasagiline Effects on Cognition in Parkinson's Disease Patients With Mild Cognitive Impairment Receiving Dopaminergic Therapy | The present pilot study is designed to assess the extent to which rasagiline may improve cognition in Parkinson's disease patients requiring dopaminergic therapy. The primary objective is to assess improvement in the Montreal Cognitive Assessment (MoCA) in patients who have been on rasagiline at 1mg daily for twelve weeks. The secondary objective is to assess changes in the SCOPA-COG, FAB, and UPDRS II & III at the end of week 14.","[(15, 22, 'CONTROL', 'Placebo'), (51, 61, 'DRUG', 'Rasagiline'), (86, 105, 'CONDITION', ""Parkinson's Disease""), (120, 145, 'CONDITION', 'Mild Cognitive Impairment'), (156, 176, 'CONDITION', 'Dopaminergic Therapy'), (245, 255, 'DRUG', 'rasagiline'), (281, 300, 'CONDITION', ""Parkinson's disease""), (320, 340, 'CONDITION', 'dopaminergic therapy'), (462, 472, 'DRUG', 'rasagiline')]","[(15, 22), (51, 61), (86, 105), (120, 145), (156, 176), (245, 255), (281, 300), (320, 340), (462, 472)]","[(86, 105, 'CONDITION'), (120, 145, 'CONDITION'), (156, 176, 'CONDITION'), (281, 300, 'CONDITION'), (320, 340, 'CONDITION')]","[(15, 22, 'CONTROL'), (51, 61, 'DRUG'), (245, 255, 'DRUG'), (462, 472, 'DRUG')]"
18,NCT04146285,OfficialTitle+BriefSummary,"A Phase I Clinical Trial of BAT4406F Injection on the Safety, Tolerability, and Pharmacokinetics in Patients With Neuromyelitis Optica Spectrum Disorders | This study is a phase I clinical study of the safety, tolerability, and pharmacokinetics of BAT4406F injection in patients with neuromyelitis optica spectrum disorders.","[(28, 36, 'DRUG', 'BAT4406F'), (114, 153, 'CONDITION', 'Neuromyelitis Optica Spectrum Disorders'), (248, 256, 'DRUG', 'BAT4406F'), (284, 323, 'CONDITION', 'neuromyelitis optica spectrum disorders')]","[(28, 36), (114, 153), (248, 256), (284, 323)]","[(114, 153, 'CONDITION'), (284, 323, 'CONDITION')]","[(28, 36, 'DRUG'), (248, 256, 'DRUG')]"
19,NCT03532373,OfficialTitle+BriefSummary,Testing of a Tool to Elicit Patient Preferences for CTS | This study will complete a randomized controlled trial to quantitatively measure patient decisional conflict (Decisional Conflict Scale) in 150 patients treated for CTS with the tool compared to 150 patients treated with standard care. The investigators hypothesize patients treated for CTS will have lower decisional conflict with the tool.,[],[],[],[]
20,NCT05818189,OfficialTitle+BriefSummary,"Cortical Correlates of Gait Automaticity and Daily Life Mobility in Parkinson's Disease | The purpose of the study is to determine the effects of a novel, personalized, tactile cueing system on gait automaticity. The researchers hypothesized that step-synchronized tactile cueing will reduce prefrontal cortex activity (improve automaticity) and improve gait variability (as well as gait speed). The researchers predict that improved automaticity with improved gait variability will be associated with increased activation of other than prefrontal cortical areas while walking (i.e., sensory-motor). To determine the effects of cueing, 60 participants with PD from will be randomized into one, of two, cueing interventions: 1) personalized, step-synchronized tactile cueing and 2) tactile cueing at fixed intervals as an active control group. In addition, the researchers will explore the feasibility and potential benefits of independent use of tactile cueing during a week in daily life for a future clinical trial.

This project will characterize the cortical correlates of gait automaticity, the changes in gait automaticity with cueing in people with PD, and how these changes translate to improvement in gait and turning. The long-term goal is to unravel the mechanisms of impaired gait automaticity in PD.","[(68, 87, 'CONDITION', ""Parkinson's Disease""), (155, 190, 'OTHER', 'personalized, tactile cueing system'), (247, 279, 'OTHER', 'step-synchronized tactile cueing'), (657, 659, 'CONDITION', 'PD'), (727, 773, 'OTHER', 'personalized, step-synchronized tactile cueing'), (781, 814, 'CONTROL', 'tactile cueing at fixed intervals'), (946, 960, 'OTHER', 'tactile cueing'), (1134, 1140, 'OTHER', 'cueing'), (1156, 1158, 'CONDITION', 'PD'), (1309, 1311, 'CONDITION', 'PD')]","[(68, 87), (155, 190), (247, 279), (657, 659), (727, 773), (781, 814), (946, 960), (1134, 1140), (1156, 1158), (1309, 1311)]","[(68, 87, 'CONDITION'), (657, 659, 'CONDITION'), (1156, 1158, 'CONDITION'), (1309, 1311, 'CONDITION')]","[(155, 190, 'OTHER'), (247, 279, 'OTHER'), (727, 773, 'OTHER'), (781, 814, 'CONTROL'), (946, 960, 'OTHER'), (1134, 1140, 'OTHER')]"
21,NCT01207908,OfficialTitle+BriefSummary,IGF-1 Therapy and Muscle Function in Duchenne Muscular Dystrophy | The purpose of this study is to determine whether IGF-1 therapy improves or preserves muscle function in Duchenne Muscular Dystrophy (DMD).,"[(0, 5, 'DRUG', 'IGF-1'), (37, 64, 'CONDITION', 'Duchenne Muscular Dystrophy'), (117, 122, 'DRUG', 'IGF-1'), (172, 199, 'CONDITION', 'Duchenne Muscular Dystrophy'), (201, 204, 'CONDITION', 'DMD')]","[(0, 5), (37, 64), (117, 122), (172, 199), (201, 204)]","[(37, 64, 'CONDITION'), (172, 199, 'CONDITION'), (201, 204, 'CONDITION')]","[(0, 5, 'DRUG'), (117, 122, 'DRUG')]"
22,NCT01090297,OfficialTitle+BriefSummary,"CPAP Treatment : Fixed Versus Auto-adjusting Mode Impact on Clinical Blood Arterial Pressure. Randomised, Controlled and Double Blinded Trial in SAOS Patients | Background: Continuous positive airway pressure (CPAP) is the first line therapy for obstructive sleep apnea syndrome (OSAS). Two positive airway pressure (PAP) modalities can be used: Fixed pressure, in which the effective pressure is set and kept constant all night, and auto CPAP devices where the positive pressure changes during the night depend on patient's requirements.

Hypothesis: Pressure variations associated with autoCPAP functioning can lead to sleep fragmentation and alterations in sleep structure. This can limit blood pressure dipping during sleep and then impact clinical blood pressure reduction.

Main objective: To compare in a randomized controlled trial 4 months clinical blood pressure (BP) evolution depending on CPAP mode: fixed pressure versus autoCPAP. Secondary outcomes: Evolution of arterial stiffness, biological parameters, quality of life and symptoms.

Methods: Patients will be randomised depending on CPAP mode. Baseline and 4 months evaluation will include: 24-h ambulatory blood pressure monitoring, clinical BP measurements and carotid-to-femoral pulse wave velocity (PWV). Patients will also complete quality of life and symptoms questionnaires.

2 interim analysis will be carried out when 150 and 220 patients respectively will have completed the study. The Peto's method will be used to correct the p-values.","[(0, 4, 'OTHER', 'CPAP'), (145, 149, 'CONDITION', 'SAOS'), (173, 208, 'OTHER', 'Continuous positive airway pressure'), (210, 214, 'OTHER', 'CPAP'), (246, 278, 'CONDITION', 'obstructive sleep apnea syndrome'), (280, 284, 'CONDITION', 'OSAS'), (346, 360, 'OTHER', 'Fixed pressure'), (434, 443, 'OTHER', 'auto CPAP'), (901, 905, 'OTHER', 'CPAP'), (912, 926, 'OTHER', 'fixed pressure'), (934, 942, 'OTHER', 'autoCPAP'), (1101, 1105, 'OTHER', 'CPAP')]","[(0, 4), (145, 149), (173, 208), (210, 214), (246, 278), (280, 284), (346, 360), (434, 443), (901, 905), (912, 926), (934, 942), (1101, 1105)]","[(145, 149, 'CONDITION'), (246, 278, 'CONDITION'), (280, 284, 'CONDITION')]","[(0, 4, 'OTHER'), (173, 208, 'OTHER'), (210, 214, 'OTHER'), (346, 360, 'OTHER'), (434, 443, 'OTHER'), (901, 905, 'OTHER'), (912, 926, 'OTHER'), (934, 942, 'OTHER'), (1101, 1105, 'OTHER')]"
23,NCT02472028,OfficialTitle+BriefSummary,LEukoaraiosis and blOod Pressure Reduction in OLD People | The purpose of the study is to test the hypothesis of slowing the progression of White Matter Lesions (WML) by lowering blood pressure (BP) in patients with cognitive complaints and a moderate to high grade of WML on brain MRI.,"[(0, 13, 'CONDITION', 'LEukoaraiosis'), (18, 42, 'OTHER', 'blOod Pressure Reduction'), (140, 160, 'CONDITION', 'White Matter Lesions'), (162, 165, 'CONDITION', 'WML'), (170, 193, 'OTHER', 'lowering blood pressure'), (269, 272, 'CONDITION', 'WML')]","[(0, 13), (18, 42), (140, 160), (162, 165), (170, 193), (269, 272)]","[(0, 13, 'CONDITION'), (140, 160, 'CONDITION'), (162, 165, 'CONDITION'), (269, 272, 'CONDITION')]","[(18, 42, 'OTHER'), (170, 193, 'OTHER')]"
24,NCT02104323,OfficialTitle+BriefSummary,Recombinant Human Endostatin Injection Study for Patients With Neurofibromatosis Type 2 (NF2) and NF2-Related Tumors by Continuous Intravenous Pumping | 1)Preliminarily evaluate the treatment effect of continuous vein injection of recombinant human endostatin on NF2; 2)Preliminarily evaluate the safety and the patient's tolerance of the treatment of endostatin; 3)Provide an objective basis for an enlarged randomized double-blind trial.,"[(0, 28, 'DRUG', 'Recombinant Human Endostatin'), (63, 87, 'CONDITION', 'Neurofibromatosis Type 2'), (89, 92, 'CONDITION', 'NF2'), (98, 116, 'CONDITION', 'NF2-Related Tumors'), (231, 259, 'DRUG', 'recombinant human endostatin'), (263, 266, 'CONDITION', 'NF2'), (352, 362, 'DRUG', 'endostatin')]","[(0, 28), (63, 87), (89, 92), (98, 116), (231, 259), (263, 266), (352, 362)]","[(63, 87, 'CONDITION'), (89, 92, 'CONDITION'), (98, 116, 'CONDITION'), (263, 266, 'CONDITION')]","[(0, 28, 'DRUG'), (231, 259, 'DRUG'), (352, 362, 'DRUG')]"
25,NCT01438697,OfficialTitle+BriefSummary,"An Internet Intervention for Insomnia: Efficacy and Dissemination | This study will compare the efficacy of an interactive Internet intervention for adult insomnia (Sleep Healthy Using the Internet; SHUTi) to that of a static educational website to improve sleep, mood related symptoms, perceived health status, and overall quality of life.","[(3, 24, 'OTHER', 'Internet Intervention'), (29, 37, 'CONDITION', 'Insomnia'), (111, 144, 'OTHER', 'interactive Internet intervention'), (155, 163, 'CONDITION', 'insomnia'), (219, 245, 'CONTROL', 'static educational website')]","[(3, 24), (29, 37), (111, 144), (155, 163), (219, 245)]","[(29, 37, 'CONDITION'), (155, 163, 'CONDITION')]","[(3, 24, 'OTHER'), (111, 144, 'OTHER'), (219, 245, 'CONTROL')]"
26,NCT04788992,OfficialTitle+BriefSummary,"Evaluation of a Dementia Care Training With Virtual Reality and Support Program for Home Care Staff | This study aims to evaluate a dementia care training with virtual reality and peer support program on dementia care knowledge, attitude, care competence, work stress, and empathy of home care staff.","[(16, 59, 'OTHER', 'Dementia Care Training With Virtual Reality'), (64, 99, 'BEHAVIOURAL', 'Support Program for Home Care Staff'), (132, 175, 'OTHER', 'dementia care training with virtual reality'), (180, 200, 'BEHAVIOURAL', 'peer support program'), (204, 212, 'CONDITION', 'dementia')]","[(16, 59), (64, 99), (132, 175), (180, 200), (204, 212)]","[(204, 212, 'CONDITION')]","[(16, 59, 'OTHER'), (64, 99, 'BEHAVIOURAL'), (132, 175, 'OTHER'), (180, 200, 'BEHAVIOURAL')]"
27,NCT04032626,OfficialTitle+BriefSummary,"MCLENA-1: A Phase II Clinical Trial for the Assessment of Safety, Tolerability, and Efficacy of Lenalidomide in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease | Accumulating evidence indicates that inflammation is prominent both in the blood and central nervous system (CNS) of Alzheimer's disease (AD) patients. These data suggest that systemic inflammation plays a crucial role in the cause and effects of AD neuropathology. Capitalizing on the experience from a previous clinical trial with thalidomide, here, the investigators hypothesize that modulating both systemic and CNS inflammation via the pleiotropic immunomodulator lenalidomide is a putative therapeutic intervention for AD if administered at a proper time window during the course of the disease.","[(96, 108, 'DRUG', 'Lenalidomide'), (126, 151, 'CONDITION', 'Mild Cognitive Impairment'), (159, 178, 'CONDITION', ""Alzheimer's Disease""), (298, 317, 'CONDITION', ""Alzheimer's disease""), (319, 321, 'CONDITION', 'AD'), (428, 430, 'CONDITION', 'AD'), (514, 525, 'DRUG', 'thalidomide'), (650, 662, 'DRUG', 'lenalidomide'), (706, 708, 'CONDITION', 'AD')]","[(96, 108), (126, 151), (159, 178), (298, 317), (319, 321), (428, 430), (514, 525), (650, 662), (706, 708)]","[(126, 151, 'CONDITION'), (159, 178, 'CONDITION'), (298, 317, 'CONDITION'), (319, 321, 'CONDITION'), (428, 430, 'CONDITION'), (706, 708, 'CONDITION')]","[(96, 108, 'DRUG'), (514, 525, 'DRUG'), (650, 662, 'DRUG')]"
28,NCT04909398,OfficialTitle+BriefSummary,"New Methods of Dynamic Pupillometrics in Subjects With Visual and Color Vision Pathologies for the Detection, Functional Diagnosis and Follow-up of These Pathologies | The development of new oculometry techniques allows fine and dynamic measurements of pupillary diameter and use in routine clinical practice.

The preliminary results obtained with innovative devices on healthy sjuets make it possible to envisage a clinical study on a population of patients suffering from retinal pathologies.

This is a ""proof of concept"" study, which, if the expected results are confirmed, will make it possible to consider a study on a larger population, as well as the industrial development of a commercial device.","[(55, 90, 'CONDITION', 'Visual and Color Vision Pathologies'), (475, 494, 'CONDITION', 'retinal pathologies')]","[(55, 90), (475, 494)]","[(55, 90, 'CONDITION'), (475, 494, 'CONDITION')]",[]
29,NCT04241679,OfficialTitle+BriefSummary,"Feasibility of Auditory Nerve Test System for Optimization of Simultaneous Translabyrinthine Vestibular Schwannoma Resection With Cochlear Implantation | The Auditory Nerve Test System (ANTS) is a novel device that stimulates the auditory nerve much like a cochlear implant. The purpose of this study is to demonstrate feasibility of the ANTS during translabyrinthine surgery for vestibular schwannoma resection. If the auditory nerve is kept intact, then the patients will also receive a cochlear implant at the same time potentially alleviating the morbidities caused by a vestibular schwannoma and asymmetric sensorineural hearing loss.","[(15, 41, 'OTHER', 'Auditory Nerve Test System'), (75, 124, 'CONDITION', 'Translabyrinthine Vestibular Schwannoma Resection'), (130, 151, 'CONDITION', 'Cochlear Implantation'), (158, 184, 'OTHER', 'Auditory Nerve Test System'), (186, 190, 'OTHER', 'ANTS'), (338, 342, 'OTHER', 'ANTS'), (350, 411, 'CONDITION', 'translabyrinthine surgery for vestibular schwannoma resection'), (489, 505, 'CONDITION', 'cochlear implant'), (575, 596, 'CONDITION', 'vestibular schwannoma'), (601, 638, 'CONDITION', 'asymmetric sensorineural hearing loss')]","[(15, 41), (75, 124), (130, 151), (158, 184), (186, 190), (338, 342), (350, 411), (489, 505), (575, 596), (601, 638)]","[(75, 124, 'CONDITION'), (130, 151, 'CONDITION'), (350, 411, 'CONDITION'), (489, 505, 'CONDITION'), (575, 596, 'CONDITION'), (601, 638, 'CONDITION')]","[(15, 41, 'OTHER'), (158, 184, 'OTHER'), (186, 190, 'OTHER'), (338, 342, 'OTHER')]"
30,NCT00001929,OfficialTitle+BriefSummary,"NMDA-Receptor Blockade With Eliprodil in Parkinson's Disease | Patients with Parkinson's disease are missing the chemical neurotransmitter dopamine. This occurs as a result of destructive changes in an area of the brain responsible for making dopamine, the basal ganglia. Patients with the disease experience, rigid muscles, stooped posture, and a shuffling-type walk (gait).

In this study researchers plan to evaluate the effectiveness of the drug eliprodil for the treatment of Parkinson's Disease. Eliprodil works by blocking special receptors (NMDA) that are associated with the symptoms of Parkinson's Disease.","[(0, 22, 'DRUG', 'NMDA-Receptor Blockade'), (28, 37, 'DRUG', 'Eliprodil'), (41, 60, 'CONDITION', ""Parkinson's Disease""), (77, 96, 'CONDITION', ""Parkinson's disease""), (450, 459, 'DRUG', 'eliprodil'), (481, 500, 'CONDITION', ""Parkinson's Disease""), (502, 511, 'DRUG', 'Eliprodil'), (596, 615, 'CONDITION', ""Parkinson's Disease"")]","[(0, 22), (28, 37), (41, 60), (77, 96), (450, 459), (481, 500), (502, 511), (596, 615)]","[(41, 60, 'CONDITION'), (77, 96, 'CONDITION'), (481, 500, 'CONDITION'), (596, 615, 'CONDITION')]","[(0, 22, 'DRUG'), (28, 37, 'DRUG'), (450, 459, 'DRUG'), (502, 511, 'DRUG')]"
31,NCT03446768,OfficialTitle+BriefSummary,"Monitoring and Peer Support to Improve Treatment Adherence and Outcomes in Patients With Overlap Chronic Obstructive Pulmonary Disease and Sleep Apnea Via a Large PCORnet Collaboration | The O2VERLAP study investigators would like to find out if individuals living with both COPD and OSA would benefit from an online, educational curriculum, coupled with access to peer support (i.e. telephone and online chatting with peers) and remote CPAP adherence monitoring data. The curriculum and peer coaching is meant to provide participants the information and tools they need to be more compliant in using their CPAP device.","[(0, 27, 'BEHAVIOURAL', 'Monitoring and Peer Support'), (97, 134, 'CONDITION', 'Chronic Obstructive Pulmonary Disease'), (139, 150, 'CONDITION', 'Sleep Apnea'), (275, 279, 'CONDITION', 'COPD'), (284, 287, 'CONDITION', 'OSA'), (310, 340, 'BEHAVIOURAL', 'online, educational curriculum'), (365, 377, 'BEHAVIOURAL', 'peer support'), (437, 441, 'OTHER', 'CPAP'), (473, 483, 'BEHAVIOURAL', 'curriculum'), (488, 501, 'BEHAVIOURAL', 'peer coaching'), (607, 611, 'OTHER', 'CPAP')]","[(0, 27), (97, 134), (139, 150), (275, 279), (284, 287), (310, 340), (365, 377), (437, 441), (473, 483), (488, 501), (607, 611)]","[(97, 134, 'CONDITION'), (139, 150, 'CONDITION'), (275, 279, 'CONDITION'), (284, 287, 'CONDITION')]","[(0, 27, 'BEHAVIOURAL'), (310, 340, 'BEHAVIOURAL'), (365, 377, 'BEHAVIOURAL'), (437, 441, 'OTHER'), (473, 483, 'BEHAVIOURAL'), (488, 501, 'BEHAVIOURAL'), (607, 611, 'OTHER')]"
