,nct_id,canonical_unique_conditions,canonical_aact_conditions,canonical_BioLinkBERT-base_conditions,canonical_biobert-v1.1_conditions,canonical_gpt_conditions,canonical_gpt-4_conditions,eval_exact_match_BioLinkBERT-base,eval_exact_match_BioLinkBERT-base_tp_fp_fn,eval_exact_match_biobert-v1.1,eval_exact_match_biobert-v1.1_tp_fp_fn,eval_exact_match_gpt,eval_exact_match_gpt_tp_fp_fn,eval_exact_match_gpt-4,eval_exact_match_gpt-4_tp_fp_fn,eval_exact_match_aact,eval_exact_match_aact_tp_fp_fn,eval_majority_BioLinkBERT-base,eval_majority_BioLinkBERT-base_tp_fp_fn,eval_majority_biobert-v1.1,eval_majority_biobert-v1.1_tp_fp_fn,eval_majority_gpt,eval_majority_gpt_tp_fp_fn,eval_majority_gpt-4,eval_majority_gpt-4_tp_fp_fn,eval_majority_aact,eval_majority_aact_tp_fp_fn
68,NCT04241679,"translabyrinthine vestibular schwannoma resection|asymmetric sensorineural hearing loss|cochlear implantation|translabyrinthine surgery for vestibular schwannoma resection|neuroma, acoustic|cochlear implant","neuroma, acoustic|asymmetric sensorineural hearing loss|auditory; nerve|cochlear nerve damage|cochlear nerve deafness|hearing loss, sensorineural|skull base neoplasms|neuroma, acoustic","vestibular schwannoma resection|asymmetric sensorineural hearing loss|neuroma, acoustic|translabyrinthine surgery|simultaneous translabyrinthine vestibular schwannoma resection","neuroma, acoustic|vestibular schwannoma resection|asymmetric sensorineural hearing loss","neuroma, acoustic|asymmetric sensorineural hearing loss","neuroma, acoustic|asymmetric sensorineural hearing loss","{'p': 0.4, 'r': 0.33, 'f1': 0.36}","{'tp': 2, 'fp': 3, 'fn': 4}","{'p': 0.67, 'r': 0.33, 'f1': 0.44}","{'tp': 2, 'fp': 1, 'fn': 4}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 0.29, 'r': 0.33, 'f1': 0.31}","{'tp': 2, 'fp': 5, 'fn': 4}","{'p': 0.8, 'r': 0.67, 'f1': 0.73}","{'tp': 4, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 3, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 0.29, 'r': 0.33, 'f1': 0.31}","{'tp': 2, 'fp': 5, 'fn': 4}"
69,NCT00370838,tics|tourette syndrome|tics,tic disorders|tourette syndrome,tics|tourette syndrome,tics|tourette syndrome|tics,tourette syndrome,tourette syndrome|tics,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
70,NCT04164810,pain catastrophization|pcs|chronic pain|neuralgia|neuropathic pain|pain|spinal cord injuries,neuralgia|neuropathic pain|spinal cord injuries,pain catastrophization|chronic lumbar pain|chronic pain|neuralgia|neuropathic pain|pain|spinal cord injuries,pain catastrophization|fibromyalgia|chronic lumbar pain|chronic pain|cat|neuralgia|neuropathic pain|pain|spinal cord injuries,neuralgia|neuropathic pain|spinal cord injuries,spinal cord injuries|neuralgia|neuropathic pain|chronic pain|pain catastrophization,"{'p': 0.86, 'r': 0.86, 'f1': 0.86}","{'tp': 6, 'fp': 1, 'fn': 1}","{'p': 0.67, 'r': 0.86, 'f1': 0.75}","{'tp': 6, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 0.43, 'f1': 0.6}","{'tp': 3, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.71, 'f1': 0.83}","{'tp': 5, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.43, 'f1': 0.6}","{'tp': 3, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.86, 'f1': 0.92}","{'tp': 6, 'fp': 0, 'fn': 1}","{'p': 0.75, 'r': 0.86, 'f1': 0.8}","{'tp': 6, 'fp': 2, 'fn': 1}","{'p': 1.0, 'r': 0.57, 'f1': 0.73}","{'tp': 4, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 0.86, 'f1': 0.92}","{'tp': 6, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.57, 'f1': 0.73}","{'tp': 4, 'fp': 0, 'fn': 3}"
71,NCT03916029,ear and hearing problems,"hearing loss, conductive|otitis media",ear and hearing health|ear and hearing problems|torres strait islander,ear and hearing problems,ear and hearing health,ear and hearing health problems,"{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 1, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 1}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 1}"
72,NCT00818428,speech sound disorders|speech sounds disorders,developmental articulation disorder|dyslexia|articulation disorders|articulation disorders,reading disability|dyslexia|speech sound disorders|speech sounds disorders|phonological awareness deficits,reading disability|dyslexia|speech sound disorders|speech sounds disorders|awareness deficits,speech sound disorders|dyslexia|phonological awareness|reading disability,speech sound disorders|dyslexia|misarticulate more sounds than expected for their age|struggle to learn to read|poor phonological awareness skills|reading disability,"{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.25, 'r': 0.5, 'f1': 0.33}","{'tp': 1, 'fp': 3, 'fn': 1}","{'p': 0.17, 'r': 0.5, 'f1': 0.25}","{'tp': 1, 'fp': 5, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 2}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 2}"
73,NCT05490576,chronic traumatic encephalopathy|traumatic encephalopathy syndrome,"chronic traumatic encephalopathy|cognitive impairment|head injury trauma|neurodegenerative diseases|brain injuries, traumatic|traumatic encephalopathy",chronic traumatic encephalopathy|traumatic encephalopathy syndrome,chronic traumatic encephalopathy|traumatic encephalopathy syndrome|tra,traumatic encephalopathy syndrome,traumatic encephalopathy syndrome|chronic traumatic encephalopathy|neurodegenerative diseases,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.17, 'r': 0.5, 'f1': 0.25}","{'tp': 1, 'fp': 5, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 2, 'fp': 4, 'fn': 0}"
74,NCT04210063,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries|breathing problems|balance issues|blood pressure maintenance problems,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.25, 'r': 1.0, 'f1': 0.4}","{'tp': 1, 'fp': 3, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.25, 'r': 1.0, 'f1': 0.4}","{'tp': 1, 'fp': 3, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
75,NCT00608660,bell palsy,bell palsy,bell palsy,bell palsy,bell palsy,bell palsy,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
76,NCT00142324,agitation|dementia|alzheimer disease,alzheimer disease,agitation|alzheimer disease|dementia,agitation|alzheimer disease|dementia,alzheimer disease|agitation in dementia,dementia|alzheimer disease|agitation,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
77,NCT03893214,acrophobia|phobia|height avoidance|fear of heights|phobias,acrophobia,acrophobia|fear|fear of heights|anxiety|phobias,acrophobia|anxiety|fear|phobias,acrophobia,acrophobia|fear of heights|fear|anxiety,"{'p': 0.6, 'r': 0.6, 'f1': 0.6}","{'tp': 3, 'fp': 2, 'fn': 2}","{'p': 0.5, 'r': 0.4, 'f1': 0.44}","{'tp': 2, 'fp': 2, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.5, 'r': 0.4, 'f1': 0.44}","{'tp': 2, 'fp': 2, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.6, 'r': 0.6, 'f1': 0.6}","{'tp': 3, 'fp': 2, 'fn': 2}","{'p': 0.5, 'r': 0.4, 'f1': 0.44}","{'tp': 2, 'fp': 2, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.5, 'r': 0.4, 'f1': 0.44}","{'tp': 2, 'fp': 2, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}"
78,NCT04777500,pain|fibromyalgia,fibromyalgia,fibromyalgia pain|fibromyalgia,fibromyalgia pain|fibromyalgia,fibromyalgia,fibromyalgia|fibromyalgia pain,"{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
79,NCT02957708,cerebral palsy|hemiplegic cerebral palsy,cerebral palsy,cerebral palsy|hemiplegic cerebral palsy,hemiplegic cerebral palsy,hemiplegic cerebral palsy,hemiplegic cerebral palsy,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}"
80,NCT00909012,phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria,classical pku|phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria|pku,phenylketonurias|phenylketonuria|suboptimal neurological function|impaired visual evoked potential latencies|impaired fine motor skills and coordination|impaired cognitive function|altered immune function,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}"
81,NCT04955249,delirium|hip fracture surgery,dexmedetomidine|elderly|hip fracture surgery|patient-controlled analgesia|emergence delirium,delirium|hip fracture surgery,delirium|hip fracture surgery,delirium|hip fracture surgery,hip fracture|delirium,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.2, 'r': 0.5, 'f1': 0.29}","{'tp': 1, 'fp': 4, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}"
82,NCT00252850,parkinson disease,parkinson disease,parkinson disease,parkinson disease,parkinson disease,parkinson disease|adverse events|clinical laboratory test results|imaging|neuropsychometric testing,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.2, 'r': 1.0, 'f1': 0.33}","{'tp': 1, 'fp': 4, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.2, 'r': 1.0, 'f1': 0.33}","{'tp': 1, 'fp': 4, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
83,NCT02840643,hemiplegia|unilateral brain injury,cerebral palsy|hemiplegia,hemiplegia|unilateral brain injury,unilateral brain injury,unilateral brain injury|hemiplegia therapy,unilateral brain injury|hemiplegia,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
84,NCT00120588,"preterm|leukomalacia, periventricular|preterm birth","brain ischemia|intracranial hemorrhages|leukomalacia, periventricular|preterm birth","acquired hypoxic-ischemic and /|preterm|inflammatory cerebral lesions|cerebral palsy|leukomalacia, periventricular|preterm birth","preterm birth|cerebral palsy|leukomalacia, periventricular|hypoxic-ischemic and|very preterm|cerebral lesions","leukomalacia, periventricular","leukomalacia, periventricular|acquired hypoxic-ischemic cerebral lesions|inflammatory cerebral lesions|perinatal death|cerebral palsy","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 3, 'fp': 3, 'fn': 0}","{'p': 0.33, 'r': 0.67, 'f1': 0.44}","{'tp': 2, 'fp': 4, 'fn': 1}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.2, 'r': 0.33, 'f1': 0.25}","{'tp': 1, 'fp': 4, 'fn': 2}","{'p': 0.5, 'r': 0.67, 'f1': 0.57}","{'tp': 2, 'fp': 2, 'fn': 1}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 3, 'fp': 3, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 3, 'fp': 3, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.2, 'r': 0.33, 'f1': 0.25}","{'tp': 1, 'fp': 4, 'fn': 2}","{'p': 0.6, 'r': 1.0, 'f1': 0.75}","{'tp': 3, 'fp': 2, 'fn': 0}"
85,NCT03755362,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontal disease|asymptomatic carotid artery stenosis,carotid stenosis|mild cognitive impairment|periodontitis,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontitis|periodontal disease|asymptomatic carotid artery stenosis,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontitis|periodontal disease|asymptomatic carotid artery stenosis,periodontitis|dementia|older adults|asymptomatic carotid artery stenosis|mild cognitive impairment|periodontal disease|pd|tobacco smoking|diabetes|atherosclerosis|inflammation|comorbidities|older people|oral hygiene|dental health|inflammation-mediated brain|nervous system function|progression to dementia|asymptomatic carotid artery stenosis|acas|intensive therapy|cognition|high-risk older people|readily modifiable risk factor|dementia,periodontitis|dementia|asymptomatic carotid artery stenosis|mild cognitive impairment|periodontal disease|poor oral hygiene|dental health problems|inflammation-mediated brain and nervous system dysfunction,"{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.17, 'r': 0.67, 'f1': 0.28}","{'tp': 4, 'fp': 19, 'fn': 2}","{'p': 0.5, 'r': 0.67, 'f1': 0.57}","{'tp': 4, 'fp': 4, 'fn': 2}","{'p': 0.33, 'r': 0.17, 'f1': 0.22}","{'tp': 1, 'fp': 2, 'fn': 5}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.25, 'r': 1.0, 'f1': 0.4}","{'tp': 6, 'fp': 18, 'fn': 0}","{'p': 0.6, 'r': 1.0, 'f1': 0.75}","{'tp': 6, 'fp': 4, 'fn': 0}","{'p': 0.6, 'r': 0.5, 'f1': 0.55}","{'tp': 3, 'fp': 2, 'fn': 3}"
86,NCT00506415,functional and cognitive decline|mild to moderate alzheimer's disease|alzheimer disease,alzheimer disease,mild to moderate alzheimer's disease|alzheimer disease|functional and cognitive decline|alzheimer disease,mild to moderate alzheimer's disease|alzheimer disease|functional and cognitive decline,alzheimer disease,alzheimer disease|functional decline|cognitive decline,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.33, 'r': 0.33, 'f1': 0.33}","{'tp': 1, 'fp': 2, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.33, 'r': 0.33, 'f1': 0.33}","{'tp': 1, 'fp': 2, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
