,nct_id,canonical_unique_conditions,canonical_aact_conditions,canonical_bert-base-uncased_conditions,canonical_BioLinkBERT-base_conditions,canonical_biobert-v1.1_conditions,canonical_gpt_conditions,canonical_gpt-4_conditions,eval_exact_match_bert-base-uncased,eval_exact_match_bert-base-uncased_tp_fp_fn,eval_exact_match_BioLinkBERT-base,eval_exact_match_BioLinkBERT-base_tp_fp_fn,eval_exact_match_biobert-v1.1,eval_exact_match_biobert-v1.1_tp_fp_fn,eval_exact_match_gpt,eval_exact_match_gpt_tp_fp_fn,eval_exact_match_gpt-4,eval_exact_match_gpt-4_tp_fp_fn,eval_exact_match_aact,eval_exact_match_aact_tp_fp_fn,eval_majority_bert-base-uncased,eval_majority_bert-base-uncased_tp_fp_fn,eval_majority_BioLinkBERT-base,eval_majority_BioLinkBERT-base_tp_fp_fn,eval_majority_biobert-v1.1,eval_majority_biobert-v1.1_tp_fp_fn,eval_majority_gpt,eval_majority_gpt_tp_fp_fn,eval_majority_gpt-4,eval_majority_gpt-4_tp_fp_fn,eval_majority_aact,eval_majority_aact_tp_fp_fn
57,NCT00216502,dementia|alzheimer disease,alzheimer disease|brain diseases|dementia|mental disorders,alzheimer disease|dementia,alzheimer disease|dementia,alzheimer disease|dementia,alzheimer disease,alzheimer disease,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 2, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 2, 'fp': 2, 'fn': 0}"
58,NCT03386669,synucleinopathy|parkinsonism|parkinsonian disorders|parkinsonian|cbs|tauopathies|tauopathies|psp,parkinsonism|parkinsonian disorders,progressive|parkinson disease|parkinsonism|parkinsonian disorders|idiopathic pd|cbs|parkinsonian|synuc|tauopathies|paralysis|psp,"synucleinopathy|parkinson disease|parkinsonism|parkinsonian disorders|pd|cbs|supranuclear palsy, progressive|progressive supranuclear palsy|corticobasal syndrome|parkinsonian tauopathies|tauopathies|tauopathies|psp","synucleinopathy|parkinson disease|parkinsonism|parkinsonian disorders|idiopathic pd|cbs|supranuclear palsy, progressive|progressive supranuclear palsy|corticobasal syndrome|parkinsonian tauopathies|tauopathies|tauopathies|psp","supranuclear palsy, progressive|progressive supranuclear palsy","supranuclear palsy, progressive|progressive supranuclear palsy|corticobasal syndrome|parkinson disease|motor features|cognitive features|cortical thinning","{'p': 0.55, 'r': 0.86, 'f1': 0.67}","{'tp': 6, 'fp': 5, 'fn': 1}","{'p': 0.5, 'r': 0.86, 'f1': 0.63}","{'tp': 6, 'fp': 6, 'fn': 1}","{'p': 0.5, 'r': 0.86, 'f1': 0.63}","{'tp': 6, 'fp': 6, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 7}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 7, 'fn': 7}","{'p': 1.0, 'r': 0.29, 'f1': 0.44}","{'tp': 2, 'fp': 0, 'fn': 5}","{'p': 0.55, 'r': 0.86, 'f1': 0.67}","{'tp': 6, 'fp': 5, 'fn': 1}","{'p': 0.58, 'r': 1.0, 'f1': 0.74}","{'tp': 7, 'fp': 5, 'fn': 0}","{'p': 0.58, 'r': 1.0, 'f1': 0.74}","{'tp': 7, 'fp': 5, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 7}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 7, 'fn': 7}","{'p': 1.0, 'r': 0.43, 'f1': 0.6}","{'tp': 3, 'fp': 0, 'fn': 4}"
59,NCT02976766,optic neuritis|acute optic neuritis,optic neuritis,optic neuritis|acute optic neuritis,optic neuritis|acute optic neuritis,optic neuritis|acute optic neuritis,optic neuritis,optic neuritis,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}"
60,NCT00665223,huntington disease,huntington disease,huntington disease,huntington disease,huntington disease,huntington disease,huntington disease|symptomatic treatment,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
61,NCT02474407,refractory (drug-resistant) epilepsy|drug resistant epilepsy,drug resistant epilepsy,drug resistant epilepsy|refractory (drug-resistant) epilepsy,drug resistant epilepsy|refractory (drug-resistant) epilepsy,drug resistant epilepsy|refractory (drug-resistant) epilepsy,drug resistant epilepsy|drug-resistant epilepsy,drug resistant epilepsy,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
62,NCT00183625,schizophrenia,schizophrenia,schizophrenia,schizophrenia,schizophrenia,schizophrenia,schizophrenia,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
63,NCT05696665,parkinson disease|pd|oxidative stress|parkinson disease,neurodegenerative diseases|parkinson disease,parkinson disease|parkinson disease,parkinson disease|pd|parkinson disease|'s disease,parkinson disease|parkinson disease,parkinson disease|neurodegenerative progression|dopaminergic and neuronal loss|alpha-synuclein aggregation|antioxidant activities|anti-inflammatory activities|neurological disorders|psychometric measures|mds-unified parkinson's disease rating scale|biomarkers|alpha-synuclein|oxidative stress-related|conventional therapy,parkinson disease|mds-unified parkinson's disease rating scale|alpha-synuclein|oxidative stress|neurodegenerative progression|dopaminergic and neuronal loss|neurological disorders|inhibiting alpha-synuclein aggregation|antioxidant and anti-inflammatory activities,"{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.08, 'r': 0.33, 'f1': 0.12}","{'tp': 1, 'fp': 12, 'fn': 2}","{'p': 0.22, 'r': 0.67, 'f1': 0.33}","{'tp': 2, 'fp': 7, 'fn': 1}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.08, 'r': 0.33, 'f1': 0.12}","{'tp': 1, 'fp': 12, 'fn': 2}","{'p': 0.22, 'r': 0.67, 'f1': 0.33}","{'tp': 2, 'fp': 7, 'fn': 1}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}"
64,NCT05606653,"sleep apnea, obstructive|airway collapsibility",sleep apnea syndromes,,"sleep apnea, obstructive","sleep apnea, obstructive","sleep apnea, obstructive|abnormal upper airway collapsibility|critical closure airway pressure|didgeridoo|circular respiration|breathing technique|mouth muscles|lower risk of airway collapsibility","sleep apnea, obstructive|abnormal upper airway collapsibility","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.12, 'r': 0.5, 'f1': 0.2}","{'tp': 1, 'fp': 7, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}"
65,NCT01865721,pain|screening colonoscopy,analgesia|bowel cancer screening|colonoscopy|entonox,pain,pain|screening colonoscopy,screening colonoscopy,screening colonoscopy|pain levels,,"{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 2}"
66,NCT01866384,hematoma growth|cerebral edema|cerebral hemorrhage|spontaneous intra-cerebral/intra-parenchymal hemorrhage|early hematoma growth|intra-parenchymal hemorrhage,cerebral hemorrhage|hypothermia,cerebral edema|cerebral hemorrhage|early hematoma growth|intra-parenchymal hemorrhage|mild induced hypothermia|spontaneous intra-cerebral/intra-parenchymal hemorrhage,hematoma growth|cerebral edema|mih|cerebral hemorrhage|intra-parenchymal hemorrhage|hg)|early hematoma growth (|spontaneous intra-cerebral/intra-parenchymal hemorrhage,cerebral edema|cerebral hemorrhage|early hematoma growth|intra-parenchymal hemorrhage|spontaneous intra-cerebral/intra-parenchymal hemorrhage,cerebral hemorrhage|early hematoma growth|spontaneous intra-cerebral/intra-parenchymal hemorrhage|safety|tolerability profile|cerebral edema|systemic and local inflammatory responses|therapy|limit hg and cerebral edema after iph,cerebral hemorrhage|early hematoma growth|neurological deterioration|poor clinical outcome|inflammatory activation|degradation of blood-brain barrier|brain injuries|cerebral edema|systemic and local inflammatory responses,"{'p': 0.83, 'r': 0.83, 'f1': 0.83}","{'tp': 5, 'fp': 1, 'fn': 1}","{'p': 0.62, 'r': 0.83, 'f1': 0.71}","{'tp': 5, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 0.83, 'f1': 0.91}","{'tp': 5, 'fp': 0, 'fn': 1}","{'p': 0.44, 'r': 0.67, 'f1': 0.53}","{'tp': 4, 'fp': 5, 'fn': 2}","{'p': 0.33, 'r': 0.5, 'f1': 0.4}","{'tp': 3, 'fp': 6, 'fn': 3}","{'p': 0.5, 'r': 0.17, 'f1': 0.25}","{'tp': 1, 'fp': 1, 'fn': 5}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 6, 'fp': 0, 'fn': 0}","{'p': 0.56, 'r': 0.83, 'f1': 0.67}","{'tp': 5, 'fp': 4, 'fn': 1}","{'p': 0.4, 'r': 0.67, 'f1': 0.5}","{'tp': 4, 'fp': 6, 'fn': 2}","{'p': 0.5, 'r': 0.17, 'f1': 0.25}","{'tp': 1, 'fp': 1, 'fn': 5}"
67,NCT03621878,peripheral sensitization|pain|lumbosacral radiculopathy,radiculopathy,peripheral sensitization|hip|pain,peripheral sensitization|pain|radiculopathy,peripheral sensitization|pain|lumbosacral radiculopathy,lumbosacral radiculopathy|peripheral sensitization|pain|hip and knee range of motion,lumbosacral radiculopathy|pain|peripheral sensitization|hip and knee range of motion,"{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 3, 'fp': 1, 'fn': 0}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 3, 'fp': 1, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 3}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 3, 'fp': 1, 'fn': 0}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 3, 'fp': 1, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 3}"
68,NCT04241679,"translabyrinthine vestibular schwannoma resection|asymmetric sensorineural hearing loss|cochlear implantation|translabyrinthine surgery for vestibular schwannoma resection|neuroma, acoustic|cochlear implant","neuroma, acoustic|asymmetric sensorineural hearing loss|auditory; nerve|cochlear nerve damage|cochlear nerve deafness|hearing loss, sensorineural|skull base neoplasms|neuroma, acoustic","vestib|trans|neuroma, acoustic|translabyrinthine surgery|loss","vestibular schwannoma resection|asymmetric sensorineural hearing loss|neuroma, acoustic|translabyrinthine surgery|simultaneous translabyrinthine vestibular schwannoma resection","neuroma, acoustic|vestibular schwannoma resection|asymmetric sensorineural hearing loss","neuroma, acoustic|asymmetric sensorineural hearing loss","neuroma, acoustic|asymmetric sensorineural hearing loss","{'p': 0.2, 'r': 0.17, 'f1': 0.18}","{'tp': 1, 'fp': 4, 'fn': 5}","{'p': 0.4, 'r': 0.33, 'f1': 0.36}","{'tp': 2, 'fp': 3, 'fn': 4}","{'p': 0.67, 'r': 0.33, 'f1': 0.44}","{'tp': 2, 'fp': 1, 'fn': 4}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 0.29, 'r': 0.33, 'f1': 0.31}","{'tp': 2, 'fp': 5, 'fn': 4}","{'p': 0.2, 'r': 0.17, 'f1': 0.18}","{'tp': 1, 'fp': 4, 'fn': 5}","{'p': 0.8, 'r': 0.67, 'f1': 0.73}","{'tp': 4, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 3, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 2, 'fp': 0, 'fn': 4}","{'p': 0.29, 'r': 0.33, 'f1': 0.31}","{'tp': 2, 'fp': 5, 'fn': 4}"
69,NCT00370838,tics|tourette syndrome|tics,tic disorders|tourette syndrome,tics|tourette syndrome,tics|tourette syndrome,tics|tourette syndrome|tics,tourette syndrome|tics|side-effects,tourette syndrome|tics,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
70,NCT04164810,pain catastrophization|pcs|chronic pain|neuralgia|neuropathic pain|pain|spinal cord injuries,neuralgia|neuropathic pain|spinal cord injuries,pain catastrophization|pcs|chronic lumbar pain|chronic pain|pain|spinal cord injuries|pain cat,pain catastrophization|chronic lumbar pain|chronic pain|neuralgia|neuropathic pain|pain|spinal cord injuries,pain catastrophization|fibromyalgia|chronic lumbar pain|chronic pain|cat|neuralgia|neuropathic pain|pain|spinal cord injuries,neuralgia|neuropathic pain|pain catastrophization|spinal cord injuries|chronic pain|fibromyalgia|chronic lumbar pain|pain perception|painful syndromes|quality of life|disability,spinal cord injuries|neuralgia|neuropathic pain|pain catastrophization|chronic pain|chronic diseases|fibromyalgia|chronic lumbar pain,"{'p': 0.71, 'r': 0.71, 'f1': 0.71}","{'tp': 5, 'fp': 2, 'fn': 2}","{'p': 0.86, 'r': 0.86, 'f1': 0.86}","{'tp': 6, 'fp': 1, 'fn': 1}","{'p': 0.67, 'r': 0.86, 'f1': 0.75}","{'tp': 6, 'fp': 3, 'fn': 1}","{'p': 0.45, 'r': 0.71, 'f1': 0.56}","{'tp': 5, 'fp': 6, 'fn': 2}","{'p': 0.62, 'r': 0.71, 'f1': 0.67}","{'tp': 5, 'fp': 3, 'fn': 2}","{'p': 1.0, 'r': 0.43, 'f1': 0.6}","{'tp': 3, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.71, 'f1': 0.83}","{'tp': 5, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.86, 'f1': 0.92}","{'tp': 6, 'fp': 0, 'fn': 1}","{'p': 0.75, 'r': 0.86, 'f1': 0.8}","{'tp': 6, 'fp': 2, 'fn': 1}","{'p': 0.6, 'r': 0.86, 'f1': 0.71}","{'tp': 6, 'fp': 4, 'fn': 1}","{'p': 0.75, 'r': 0.86, 'f1': 0.8}","{'tp': 6, 'fp': 2, 'fn': 1}","{'p': 1.0, 'r': 0.57, 'f1': 0.73}","{'tp': 4, 'fp': 0, 'fn': 3}"
71,NCT03916029,ear and hearing problems,"hearing loss, conductive|otitis media",ear and hearing health|ear and hearing problems,ear and hearing health|ear and hearing problems|torres strait islander,ear and hearing problems,aboriginal children in the northern territory|ear assessment|prevalence of ear and hearing problems|education outcomes|aboriginal|torres strait islander children,ear and hearing health problems,"{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 1, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 6, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.17, 'r': 1.0, 'f1': 0.29}","{'tp': 1, 'fp': 5, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 1}"
