entity_token,frequency,entity_class
intramuscular stimulation,1,OTHER
remote ischemic conditioning(ric,1,OTHER
symptomatic vertebrobasilar lesion of atherosclerosis,1,CONDITION
autologous mononuclear cell therapy,1,SURGICAL
alcohol use disorder,1,CONDITION
social withdrawal,1,CONDITION
sham ctdcs,1,CONTROL
bbs,1,PHYSICAL
phobias,1,CONDITION
fear of heights,1,CONDITION
phobia,1,CONDITION
waitlist,1,CONTROL
darbetin,1,DRUG
nerotin,1,DRUG
persistent vegetative state,1,CONDITION
minimally conscious state,1,CONDITION
tauopathy,1,CONDITION
synucleinopathy,1,CONDITION
remote ischemic preconditioning,1,OTHER
cervical decompression surgery,1,CONDITION
ripc,1,OTHER
cervical decompression surge,1,CONDITION
bio-electro stimulation therapy,1,OTHER
bio electro stimulation therapy,1,OTHER
b.e.s.t.,1,OTHER
post covid-19 parosmia,1,CONDITION
post covid 19 parosmia,1,CONDITION
(r)-2-amino-3 phenylpropylcarbamate hydrochloride,1,DRUG
excessive sleepiness,1,CONDITION
jzp-110,1,DRUG
adeno-tonsilectomy,1,CONDITION
adeno-tonsillectomy,1,CONDITION
handwriting interventions,1,OTHER
micrographia,1,CONDITION
handwriting practice stimulus,1,OTHER
micrograpthia,1,CONDITION
diverging line cued handwriting intervention,1,OTHER
parallel line cued handwriting intervention,1,CONTROL
handwriting intervention,1,OTHER
vy-aadc01,1,OTHER
fluctuating responses to levodopa,1,CONDITION
aadc gene transfer,1,OTHER
transformation of dormant spinal networks,1,OTHER
neurogenic bladder,1,CONDITION
scone neuromodulation therapy,1,OTHER
inactive sham,1,CONTROL
neurogenic lower urinary tract dysfunction,1,CONDITION
bladder pain,1,CONDITION
chronic pelvic pain,1,CONDITION
oral contraceptives,1,DRUG
oc,1,DRUG
cyclical ocs,1,DRUG
cos,1,CONDITION
protective device,1,OTHER
concussions,1,CONDITION
without mouthguard and tight jaws,1,CONTROL
mouthguard,1,OTHER
tight jaws,1,OTHER
igf-i,1,DRUG
igf-i.,1,DRUG
resistant to dopaminergic therapy,1,CONDITION
motor neurone disease,1,CONDITION
daytime sleepiness,1,CONDITION
drowsiness,1,CONDITION
mild mood complaints,1,CONDITION
fitbit versa 3,1,OTHER
post-operative cerebrospinal fluid (csf) leaks,1,CONDITION
online fundamental motor skills,1,PHYSICAL
autism,1,CONDITION
wait-listed home-based,1,CONTROL
physical education-related activity items,1,PHYSICAL
wait-list,1,CONTROL
chronic benign headache,1,CONDITION
tension headaches,1,CONDITION
relaxation training,1,OTHER
headache pain,1,CONDITION
anger,1,CONDITION
progressive muscle relaxation training,1,OTHER
thermal biofeedback,1,OTHER
tension headache,1,CONDITION
muscle tension,1,CONDITION
tcm intervention,1,OTHER
distal symmetric peripheral neuropathy,1,CONDITION
tcm,1,OTHER
aids,1,CONDITION
placebo-,1,CONTROL
behavioral techniques,1,BEHAVIOURAL
robotic gait-devices,1,OTHER
robotic devices,1,OTHER
gait rehabilitation,1,OTHER
internet-based self-help training,1,BEHAVIOURAL
internet-based guided self-help training,1,BEHAVIOURAL
discussion forum group,1,CONTROL
support program for home care staff,1,BEHAVIOURAL
peer support program,1,BEHAVIOURAL
released unitron ric (receiver in canal) and bte (behind the ear) hearing aid models,1,OTHER
unitron released hearing aids,1,OTHER
ric,1,OTHER
bte,1,OTHER
inefficient cough,1,CONDITION
acute respiratory failure,1,CONDITION
mechanical exsufflation,1,OTHER
manual techniques of physiotherapy,1,OTHER
instrumental and manual of cough assistance,1,OTHER
down's syndrome,1,CONDITION
ds,1,CONDITION
sedation regimens,1,OTHER
post-sedation delirium,1,CONDITION
different drug regimens,1,OTHER
repetitive subconcussive head impacts,1,CONDITION
leukoaraiosis,1,CONDITION
blood pressure reduction,1,OTHER
white matter lesions,1,CONDITION
lowering blood pressure,1,OTHER
ranirestat(as-3201,1,DRUG
aldose reductase inhibitor,1,DRUG
diabetic,1,CONDITION
sensorimotor polyneuropathy,1,CONDITION
brl-049653,1,DRUG
stelo exoskeleton,1,OTHER
gait impairment,1,CONDITION
stelo,1,OTHER
exoskeleton based on modular technology,1,OTHER
stelo modular exoskeleton,1,OTHER
motor and cognitive deficits,1,CONDITION
late-stage parkinson,1,CONDITION
periodontal treatment,1,OTHER
intensive periodontal treatment,1,OTHER
periodontal stroke,1,CONDITION
periodontal intervention,1,OTHER
aggressive periodontal therapy,1,OTHER
advanced cognitive stimulation therapy,1,BEHAVIOURAL
acst,1,BEHAVIOURAL
cognitive stimulation therapy,1,BEHAVIOURAL
cst,1,BEHAVIOURAL
pku synergy,1,OTHER
routine nutritional management,1,OTHER
usual dietary and/or protein substitute regimen,1,CONTROL
periventricular leukomalacia,1,CONDITION
preterm birth,1,CONDITION
treatment of orthostatic hypotension,1,OTHER
cerebral blood flow biofeedback training,1,OTHER
cognitive and behavioral deficits,1,CONDITION
dementing,1,CONDITION
ftd,1,CONDITION
biofeedback training,1,OTHER
rhythmic stimulation,1,OTHER
22q11.ds,1,CONDITION
traumatic encephalopathy syndrome,1,CONDITION
chronic traumatic encephalopathy,1,CONDITION
brain-computer interfaces,1,OTHER
assistive devices,1,OTHER
brain-computer interface,1,OTHER
mi-based bcis,1,OTHER
bcis,1,OTHER
closed-loop bci,1,OTHER
increased arterial stiffness of elastic arteries,1,CONDITION
increased arterial stiffness,1,CONDITION
systemic arterial stiffness,1,CONDITION
continuous vibration,1,PHYSICAL
leg and systemic pwv,1,PHYSICAL
leg pwv,1,PHYSICAL
silent atrial fibrillation,1,CONDITION
first-ever atherothrombotic or lacunar stroke,1,CONDITION
afl,1,CONDITION
contract-relax technique of proprioceptive neuromuscular facilitation,1,PHYSICAL
static stretching exercise,1,PHYSICAL
odm-104,1,DRUG
affitope® pd01a.,1,DRUG
untreated control,1,CONTROL
marijuana,1,OTHER
transcutaneous stimulation,1,OTHER
mobility device use,1,OTHER
non-invasive spinal stimulation,1,OTHER
mobility devices,1,OTHER
cognitive impairment,1,CONDITION
traditional swallowing therapy,1,OTHER
neuromuscular electrostimulation,1,OTHER
sham- nmes,1,CONTROL
mild dysphagia,1,CONDITION
severe dysphagia,1,CONDITION
no swallow exercises,1,OTHER
swallowing exercises,1,OTHER
standard speech therapy,1,OTHER
active nmes,1,OTHER
speech therapy,1,CONTROL
sham nmes,1,CONTROL
dysphagic,1,CONDITION
cognitive task,1,OTHER
submaximal isometric exercise,1,PHYSICAL
physical and cognitive tasks,1,OTHER
mental math,1,OTHER
ecp,1,OTHER
secondary progressive multiple sclerosis,1,CONDITION
spms,1,CONDITION
-ecp,1,OTHER
mind at home-streamlined dementia care coordination intervention,1,BEHAVIOURAL
care coordination,1,BEHAVIOURAL
identification of needs and individualized care planning,1,OTHER
dementia education and skill building,1,OTHER
"coordination, referral and linkage of services",1,OTHER
initial in-home needs assessment,1,CONTROL
remifentanil,1,DRUG
hyperalgesia,1,CONDITION
thyroidectomy,1,CONDITION
residual daytime sleepiness,1,CONDITION
exposure to bright light,1,OTHER
reduced dose craniospinal radiotherapy,1,RADIOTHERAPY
newly-diagnosed standard-risk posterior fossa primitive neuro-ectodermal tumor,1,CONDITION
pnet,1,CONDITION
low-dose radiation therapy,1,RADIOTHERAPY
newly diagnosed average risk medulloblastoma,1,CONDITION
shared decision making,1,OTHER
moderate or severe dementia,1,CONDITION
sdm interview,1,OTHER
tic douloureux,1,CONDITION
craniofacial neuropathic pain,1,CONDITION
memory decline,1,CONDITION
moxibustion therapy,1,OTHER
transdermal vagal stimulation,1,OTHER
light-headedness,1,CONDITION
electrical stimulation of a nerve through a skin of the ear,1,OTHER
locally-advanced or metastatic alk-positive solid tumors,1,CONDITION
anaplastic lymphoma kinase (alk)-positive locally advanced or metastatic solid tumors,1,CONDITION
stimulation of the anterior nucleus of the thalamus,1,OTHER
bilateral stimulation of the anterior nucleus of the thalamus,1,OTHER
secondary generalization,1,CONDITION
refractory to antiepileptic medications,1,CONDITION
gba-associated parkinson's disease,1,CONDITION
parkinson's disease with mutations of the glucocerebrosidase gene,1,CONDITION
postoperative acute pain,1,CONDITION
s-qlb3),1,SURGICAL
tpvb,1,SURGICAL
constraint therapy,1,PHYSICAL
combined unimanual and bimanual intensive therapy,1,PHYSICAL
constraint-induced movement therapy,1,PHYSICAL
constraint and bimanual therapy,1,PHYSICAL
supported employment with behavioral skills training,1,BEHAVIOURAL
employment support with behavioral skills training,1,BEHAVIOURAL
employment support,1,CONTROL
moderate to severe sdb,1,CONDITION
deep brain stimulation (dbs) of the nucleus basalis of meynert,1,OTHER
parkinson's patients,1,CONDITION
"mild cognitive impairment, amnestic subtype",1,CONDITION
deep brain stimulation of the nucleus basalis of meynert,1,OTHER
moderate to severe ad,1,CONDITION
cognitive and functional decline,1,CONDITION
early phase of dementia,1,CONDITION
self-guided web-based interventions,1,OTHER
online self-guided programs,1,OTHER
early hematoma growth,1,CONDITION
spontaneous intra-cerebral/intra-parenchymal hemorrhage,1,CONDITION
temperature modulation,1,OTHER
mild induced hypothermia,1,OTHER
paradoxical embolism,1,CONDITION
patent foramen ovale,1,CONDITION
recurrent embolic stroke,1,CONDITION
pfo,1,CONDITION
starflex® device,1,OTHER
conformal radiotherapy,1,RADIOTHERAPY
low-grade gliomas,1,CONDITION
gliomas,1,CONDITION
optic nerve neuropathy,1,CONDITION
optic neuropathies,1,CONDITION
gabapentin enacarbil,1,DRUG
gen,1,DRUG
prevention of ischemic stroke and cognition decline,1,OTHER
arrhythmia,1,CONDITION
24-hour simultaneous recorder of electrocardiograph and electroencephalography,1,OTHER
coronary bypass surgery,1,CONDITION
perioperative arrhythmia,1,CONDITION
cerebral embolism,1,CONDITION
pci,1,CONDITION
post-cabg neurological complications,1,CONDITION
paroxysmal arrhythmia,1,CONDITION
whole-body vibration,1,OTHER
poststroke hemiplegia,1,CONDITION
left atrial appendage occluders,1,OTHER
nonvalvular atrial fibrillation,1,CONDITION
preclinical ad,1,CONDITION
virtual reality games,1,OTHER
game rehabilitation,1,OTHER
upper extremity dysfunction,1,CONDITION
cala one device,1,OTHER
transcutaneous afferent patterned stimulation,1,OTHER
no intervention,1,CONTROL
constant exotropia,1,CONDITION
task specific training,1,PHYSICAL
sit-to-stand protocol,1,PHYSICAL
sit-to-stand,1,PHYSICAL
educational intervention,1,BEHAVIOURAL
stretching-and-toning,1,CONTROL
tyrosine kinase inhibitor,1,DRUG
cholinesterase inhibitor,1,DRUG
mild-to-moderate alzheimer's disease,1,CONDITION
visual field restoration,1,OTHER
stimulus,1,OTHER
hemianopsic,1,CONDITION
hemianopsia,1,CONDITION
inflammatory atheromatous plaque,1,CONDITION
inflammatory atheromatous plaques,1,CONDITION
atheromatous plaques,1,CONDITION
intracranial trauma,1,CONDITION
screening,1,BEHAVIOURAL
brief motivational interview,1,BEHAVIOURAL
referral for treatment,1,BEHAVIOURAL
subthalamic nucleus stimulation,1,OTHER
deep brain stimulation of the subthalamic nucleus,1,OTHER
aponeurotic stimulation,1,OTHER
movement slowness,1,CONDITION
stimulation of soft tissues (aponeurosis) of upper limb muscles,1,OTHER
diacutaneous fibrolysis,1,OTHER
aponeurotic manipulation of shoulder muscles,1,OTHER
almonds,1,OTHER
"raw, shelled, unsalted almonds",1,OTHER
pretzels,1,CONTROL
pre-diabetes,1,CONDITION
severely subacute stroke,1,CONDITION
nacl,1,DRUG
chronic jaw muscle myalgia,1,CONDITION
tetraplegia,1,CONDITION
vasotec,1,DRUG
heart attack,1,CONDITION
neurogenic osteoporosis,1,CONDITION
low impact bone fractures,1,CONDITION
osteoporosis,1,CONDITION
low impact fractures,1,CONDITION
low impact fracture,1,CONDITION
osteoporosis-related fractures,1,CONDITION
bone loss,1,CONDITION
neuromuscular electrical stimulation resistance training,1,PHYSICAL
augmented reality based neuronavigation system,1,OTHER
augmented reality (ar) based neuronavigation system,1,OTHER
brain neoplasm,1,CONDITION
cerebral vascular disease,1,CONDITION
conventional intraoperative navigation system,1,CONTROL
guanidinoacetic acid,1,DRUG
creatine deficit,1,CONDITION
guanidinoacetate,1,DRUG
action observation,1,OTHER
observation of actions,1,OTHER
im,1,OTHER
ao,1,OTHER
mirror therapy,1,OTHER
nmes in front of the mirror,1,OTHER
mirror therapy alone,1,CONTROL
nmes alone,1,CONTROL
extracorporeal shock wave therapy,1,OTHER
radial extracorporeal shock wave therapy,1,OTHER
robot rehabilitation exercise training,1,PHYSICAL
robotic stroke therapy,1,PHYSICAL
robotic rehabilitation,1,PHYSICAL
robotic rehabilitation training,1,PHYSICAL
parkinsonian primary pain,1,CONDITION
community based mental health care,1,OTHER
severe and enduring mental ill health,1,CONDITION
music-supported therapy,1,CONTROL
music supported therapy,1,CONTROL
ot,1,CONTROL
parkinson's spectrum,1,CONDITION
motor symptoms,1,CONDITION
intrathoracic pressure regulator,1,OTHER
altered intracranial elastance,1,CONDITION
comprehensive augmented and virtual reality,1,OTHER
augmented and virtual reality-based rehabilitation programs,1,OTHER
td,1,CONDITION
home blood pressure monitor,1,OTHER
abilify,1,DRUG
risperdalâ,1,DRUG
constaâ,1,DRUG
abilifyâ,1,DRUG
post dural puncture headache,1,CONDITION
joint hypermobility,1,CONDITION
postspinal headache,1,CONDITION
pelvic floor versus abdominal muscle exercises,1,PHYSICAL
sleep disruption,1,CONDITION
sleep disturbance,1,CONDITION
clinical pharmacist-led intervention,1,OTHER
cerebrovascular disease,1,CONDITION
clinical pharmacist disease management program,1,OTHER
non-cardioembolic ischemic stroke,1,CONDITION
clinical pharmacist-led disease management intervention,1,OTHER
clinical pharmacy cardiac risk service,1,OTHER
cpcrs,1,OTHER
memory complaint,1,CONDITION
mild cognitive decline,1,CONDITION
aneurysmal subarachnoid hemorrhage,1,CONDITION
moderate severity vasospasm,1,CONDITION
magnesium stearate,1,DRUG
"music-based, rhythm-modulating wearable sensor system",1,OTHER
"music, tailored to the participant's cadence",1,OTHER
tissue adhesive material,1,SURGICAL
suture,1,SURGICAL
wound,1,CONDITION
suture-based wound closure,1,SURGICAL
tissue adhesive-based wound closure,1,SURGICAL
two-component skin adhesive glubran tiss 2,1,SURGICAL
scar,1,CONDITION
divergent squint,1,CONDITION
strabismus surgery,1,SURGICAL
assistive therapy,1,OTHER
exercise robotics,1,PHYSICAL
neurodevelopmental hemiparesis,1,CONDITION
bimanual upper limb training program,1,PHYSICAL
gaming technology,1,OTHER
motion tracking controllers,1,OTHER
visual feedback,1,OTHER
rehabilitative learning tools,1,PHYSICAL
acutely psychotic,1,CONDITION
meningeal syndromes,1,CONDITION
stable sensorineural hearing loss,1,CONDITION
stable snhl,1,CONDITION
robotic exoskeletons,1,PHYSICAL
impaired mobility,1,CONDITION
adeno-associated virus serotype 2 [aav2]-neurturin[ntn],1,OTHER
in vivo aav2 mediated delivery of the gene encoding ntn,1,OTHER
copaxone(r),1,DRUG
primary central nervous system tumors,1,CONDITION
rehabilitation robot,1,PHYSICAL
sham tdcs,1,CONTROL
robot training,1,PHYSICAL
chronic neuropathic wounds,1,CONDITION
diabetic foot ulcers,1,CONDITION
chronic foot ulcers,1,CONDITION
neuropathic,1,CONDITION
diabetes type 2.,1,CONDITION
intellectual disability,1,CONDITION
dnhs technique,1,OTHER
deep dry needling of myofascial trigger points,1,OTHER
hypertonia,1,CONDITION
chronic cerebral vascular accident,1,CONDITION
e2007,1,DRUG
virtual reality mediated neurodynamic exercises,1,PHYSICAL
virtual reality-mediated exercise program,1,PHYSICAL
virtual reality-mediated therapeutic exercise program,1,PHYSICAL
classical exercise programs,1,CONTROL
tendon and nerve gliding exercises,1,PHYSICAL
non-immersive virtual reality systems,1,OTHER
classical exercise program,1,CONTROL
carpal tunnel release,1,CONDITION
carpal tunnel release surgery,1,CONDITION
marcaine,1,DRUG
lifestyle intervention,1,BEHAVIOURAL
lifestyle changes,1,BEHAVIOURAL
early-stage alzheimer's disease,1,CONDITION
progressive refractory meningiomas,1,CONDITION
aggressive growing meningiomas resistant to multiple surgeries and radiotherapy,1,CONDITION
grade ii-iii meningiomas,1,CONDITION
grade iii meningioma,1,CONDITION
meningioma,1,CONDITION
aggressive and recurrent meningiomas,1,CONDITION
aggressive and refractory meningiomas,1,CONDITION
chronic hypercapnic respiratory insufficiency,1,CONDITION
obesity hypoventilation syndrome,1,CONDITION
non-invasive ventilation therapy,1,OTHER
ventilator therapy,1,OTHER
ventilator´s therapy,1,OTHER
eenm,1,OTHER
hemiparesis spastic,1,CONDITION
spastic hemiparetic,1,CONDITION
spastic muscle,1,CONDITION
spastic antagonist muscle,1,CONDITION
music listening,1,OTHER
music interventions,1,OTHER
group-tailored playlist,1,OTHER
radio,1,CONTROL
non-music,1,CONTROL
post infarct,1,CONDITION
rehabilitative approaches,1,OTHER
dysphagia rehabilitative interventions,1,OTHER
pneumonia,1,CONDITION
smartphone application,1,OTHER
mobile application,1,OTHER
"adaptive, tailored content targeting remediation of cognitive distortions",1,OTHER
adaptive application,1,OTHER
standard product,1,CONTROL
peripheral neuromodulation,1,OTHER
nerve stimulation interventions,1,OTHER
neurogenic (spinal cord injury) or non-neurogenic dysfunction,1,CONDITION
aerobic resistance training,1,PHYSICAL
online exercise video rehabilitation program,1,PHYSICAL
aerobic and resistance training using a latex resistance band,1,PHYSICAL
thera band® elastic band,1,PHYSICAL
aerobic exercise videos,1,PHYSICAL
vascular disease of the supra-aortic vessels,1,CONDITION
itraconazole,1,DRUG
sana treatment,1,OTHER
sana device,1,OTHER
active device,1,OTHER
transcutaneous auricular vagus nerve stimulation,1,OTHER
active transcutaneous auricular vagus nerve stimulation,1,OTHER
post-prandial hypotension,1,CONDITION
synucleinopathies,1,CONDITION
dementia with lewy bodies,1,CONDITION
sleep attacks,1,CONDITION
percutaneous biopsy of livers,1,OTHER
neurological death,1,CONDITION
percutaneous liver biopsy,1,OTHER
brain death,1,CONDITION
severe tbi,1,CONDITION
standard normothermic management,1,CONTROL
tissue plasminogen activator,1,CONTROL
sensory stimulation program,1,OTHER
severely brain injured,1,CONDITION
standardised sensory stimulation,1,OTHER
occuaptional therapy,1,OTHER
sensory stimulation,1,OTHER
sensory modalities assessment and rehabilitation technique,1,OTHER
smart,1,OTHER
