ICD Node URI,ICD Parent URI,Mesh ID,MeSH Tree Number,ICD Title,MeSH Common name,MeSH Disease Class,ICD Disease Class,MeSH Synonyms
http://id.who.int/icd/entity/1884500763,http://id.who.int/icd/entity/181304776,,,Eosinophilic meningitis due to Angiostrongylus cantonensis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/676179875,http://id.who.int/icd/entity/181304776,,,Meningitis due to Strongyloides stercoralis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1279577094,http://id.who.int/icd/entity/181304776,,,Meningitis in Chagas disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/703043937,http://id.who.int/icd/entity/121670633,,,"Meningitis, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1551787512,http://id.who.int/icd/entity/703043937,,,Meningitis due to other and unspecified causes,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1371091944,http://id.who.int/icd/entity/1551787512,,,Meningitis due to unspecified infection,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1151175604,http://id.who.int/icd/entity/1371091944,,,Adhesive arachnoiditis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/976163179,http://id.who.int/icd/entity/1371091944,,,Cerebral meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1095523546,http://id.who.int/icd/entity/1371091944,,,Cerebrospinal arachnoiditis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1955013330,http://id.who.int/icd/entity/1371091944,,,Cerebrospinal effusion,,,Diseases of the nervous system,
http://id.who.int/icd/entity/100136879,http://id.who.int/icd/entity/1955013330,,,Spinal effusion,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1336989688,http://id.who.int/icd/entity/1371091944,,,Leptomeningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/338356347,http://id.who.int/icd/entity/1336989688,,,Chronic leptomeningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1883337692,http://id.who.int/icd/entity/1336989688,,,Spinal leptomeningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1348335986,http://id.who.int/icd/entity/1371091944,,,Meningeal effusion,,,Diseases of the nervous system,
http://id.who.int/icd/entity/87772625,http://id.who.int/icd/entity/1371091944,,,Sterile pachymeningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/98481473,http://id.who.int/icd/entity/1371091944,,,Sterile meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1597945150,http://id.who.int/icd/entity/1551787512,,,Chronic meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/731112897,http://id.who.int/icd/entity/1551787512,,,Benign recurrent meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/980777132,http://id.who.int/icd/entity/1551787512,,,Nonpyogenic meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/453360366,http://id.who.int/icd/entity/980777132,,,Aseptic meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1205788745,http://id.who.int/icd/entity/703043937,,,Meningitis due to complications of vaccination,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1483190070,http://id.who.int/icd/entity/1585949804,,,Infectious abscess of the central nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/52701557,http://id.who.int/icd/entity/1483190070,,,Intracranial subdural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/825097588,http://id.who.int/icd/entity/1483190070,,,Intracranial epidural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/443087096,http://id.who.int/icd/entity/1483190070,,,Intraspinal intramedullary abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/613341872,http://id.who.int/icd/entity/1483190070,,,Intraspinal subdural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1147230459,http://id.who.int/icd/entity/1483190070,,,Intraspinal extradural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1128677700,http://id.who.int/icd/entity/1483190070,,,Intracranial abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1077688798,http://id.who.int/icd/entity/1128677700,,,Lobar cerebral hemispheric abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1869337295,http://id.who.int/icd/entity/1077688798,,,Frontal lobe abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1386001399,http://id.who.int/icd/entity/1077688798,,,Occipital lobe abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1200373998,http://id.who.int/icd/entity/1077688798,,,Parietal lobe abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1881104788,http://id.who.int/icd/entity/1077688798,,,Temporal lobe abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1360075821,http://id.who.int/icd/entity/1128677700,,,Deep cerebral hemispheric abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1034448562,http://id.who.int/icd/entity/1128677700,,,Brainstem abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/293905246,http://id.who.int/icd/entity/1034448562,,,Medulla abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/171659212,http://id.who.int/icd/entity/1034448562,,,Midbrain abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/596473691,http://id.who.int/icd/entity/1034448562,,,Pons abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/838770280,http://id.who.int/icd/entity/1128677700,,,Abscess of the corpus callosum,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1656744891,http://id.who.int/icd/entity/1128677700,,,Cerebellar abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/777604655,http://id.who.int/icd/entity/1128677700,,,Pituitary abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1992658998,http://id.who.int/icd/entity/1128677700,,,Amoebic brain abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/961358564,http://id.who.int/icd/entity/1992658998,,,Amoebic abscess of brain and liver,,,Diseases of the nervous system,
http://id.who.int/icd/entity/412766570,http://id.who.int/icd/entity/1992658998,,,"Amoebic abscess of brain, liver, and lung",,,Diseases of the nervous system,
http://id.who.int/icd/entity/714215906,http://id.who.int/icd/entity/1128677700,,,Multiple or widespread intracranial abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/738481654,http://id.who.int/icd/entity/1128677700,,,Tuberculous abscess of brain,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1146394138,http://id.who.int/icd/entity/1128677700,,,Cystic brain abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2143605582,http://id.who.int/icd/entity/1128677700,,,Extradural brain abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/935907700,http://id.who.int/icd/entity/1128677700,,,Epidural brain abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1299705786,http://id.who.int/icd/entity/1483190070,,,Intraspinal epidural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1951125837,http://id.who.int/icd/entity/1299705786,,,Fungal epidural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1878277597,http://id.who.int/icd/entity/1299705786,,,Bacterial epidural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1455948584,http://id.who.int/icd/entity/1878277597,,,Mycobacterial epidural abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/993158012,http://id.who.int/icd/entity/1455948584,,,Epidural abscess due to tuberculosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/486617244,http://id.who.int/icd/entity/1483190070,,,Spinal cord abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1065542393,http://id.who.int/icd/entity/486617244,,,Bacterial spinal cord abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1641249384,http://id.who.int/icd/entity/1065542393,,,Tuberculoma of spinal cord,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2061815496,http://id.who.int/icd/entity/486617244,,,Fungal spinal cord abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2102159918,http://id.who.int/icd/entity/1483190070,,,"Meningeal abscess, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1913657904,http://id.who.int/icd/entity/1483190070,,,Subarachnoid abscess,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2108355318,http://id.who.int/icd/entity/1585949804,,,Infectious granulomas of the central nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1199221405,http://id.who.int/icd/entity/2108355318,,,Tuberculous granuloma of brain,,,Diseases of the nervous system,
http://id.who.int/icd/entity/950300946,http://id.who.int/icd/entity/2108355318,,,Tuberculous granuloma of the meninges,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1726978545,http://id.who.int/icd/entity/2108355318,,,Parasitic intracerebral granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/38320170,http://id.who.int/icd/entity/1726978545,,,Intracerebral granuloma due to Schistosoma species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1018075746,http://id.who.int/icd/entity/1726978545,,,Intracerebral granuloma due to Mansoni species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/479941154,http://id.who.int/icd/entity/1726978545,,,Intracerebral granuloma due to Haematobium species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/629126866,http://id.who.int/icd/entity/2108355318,,,Intracranial granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1614177109,http://id.who.int/icd/entity/629126866,,,Cerebellar granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1062437384,http://id.who.int/icd/entity/629126866,,,Lobar cerebral hemispheric granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/79167586,http://id.who.int/icd/entity/629126866,,,Brainstem granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/132294774,http://id.who.int/icd/entity/629126866,,,Fungal intracranial granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2017227771,http://id.who.int/icd/entity/2108355318,,,Intraspinal intramedullary granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/206687124,http://id.who.int/icd/entity/2017227771,,,Intramedullary granuloma due to S haematobium species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1938755611,http://id.who.int/icd/entity/2017227771,,,Intramedullary granuloma due to S mansoni species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1116926497,http://id.who.int/icd/entity/2017227771,,,Intramedullary granuloma due to S japonicum species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1426565004,http://id.who.int/icd/entity/2017227771,,,Intramedullary granuloma due to cysticercosis infection,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1761012301,http://id.who.int/icd/entity/2108355318,,,Intraspinal subdural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1543721163,http://id.who.int/icd/entity/2108355318,,,Intraspinal extradural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/923328437,http://id.who.int/icd/entity/2108355318,,,Intraspinal epidural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/969792331,http://id.who.int/icd/entity/923328437,,,Bacterial epidural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/643511039,http://id.who.int/icd/entity/969792331,,,Mycobacterial epidural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/375970165,http://id.who.int/icd/entity/923328437,,,Fungal epidural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/382691589,http://id.who.int/icd/entity/923328437,,,Parasitic epidural granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/136645853,http://id.who.int/icd/entity/2108355318,,,Spinal cord granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/760209775,http://id.who.int/icd/entity/136645853,,,Bacterial spinal cord granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/40112591,http://id.who.int/icd/entity/760209775,,,Mycobacterial spinal cord granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1039037143,http://id.who.int/icd/entity/136645853,,,Fungal spinal cord granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1665163940,http://id.who.int/icd/entity/136645853,,,Parasitic spinal cord granuloma,,,Diseases of the nervous system,
http://id.who.int/icd/entity/634116368,http://id.who.int/icd/entity/1585949804,,,Infectious cysts of the central nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/328870019,http://id.who.int/icd/entity/634116368,,,Intracranial infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1415439985,http://id.who.int/icd/entity/328870019,,,Cerebellar infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1076554233,http://id.who.int/icd/entity/328870019,,,Lobar cerebral hemispheric infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/264755710,http://id.who.int/icd/entity/328870019,,,Brainstem infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/35402215,http://id.who.int/icd/entity/634116368,,,Epidural infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1815433288,http://id.who.int/icd/entity/35402215,,,Parasitic epidural cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1388337190,http://id.who.int/icd/entity/634116368,,,Subdural infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1025024097,http://id.who.int/icd/entity/1388337190,,,Parasitic subdural cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1186420656,http://id.who.int/icd/entity/634116368,,,Spinal cord infectious cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/877089176,http://id.who.int/icd/entity/1186420656,,,Parasitic spinal cord cyst,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1464755013,http://id.who.int/icd/entity/1585949804,,,Infections of the cranial nerves,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1673255363,http://id.who.int/icd/entity/1464755013,,,Cranial nerve infection due to unknown infectious agent,,,Diseases of the nervous system,
http://id.who.int/icd/entity/680573132,http://id.who.int/icd/entity/1464755013,,,Bacterial infection of certain specified cranial nerve,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1460415397,http://id.who.int/icd/entity/1464755013,,,Viral infection of certain specified cranial nerve,,,Diseases of the nervous system,
http://id.who.int/icd/entity/476381774,http://id.who.int/icd/entity/1464755013,,,Fungal infection of certain specified cranial nerve,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1566440331,http://id.who.int/icd/entity/1464755013,,,Parasitic infection of certain specified cranial nerve,,,Diseases of the nervous system,
http://id.who.int/icd/entity/212835324,http://id.who.int/icd/entity/1464755013,,,Cranial nerve infection due to certain specified infectious agent,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1126137419,http://id.who.int/icd/entity/1585949804,,,Sequelae of inflammatory diseases of central nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/650157499,http://id.who.int/icd/entity/1585949804,,,Cerebrum ependymitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2029040236,http://id.who.int/icd/entity/650157499,,,Granular ependymitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1088544686,http://id.who.int/icd/entity/1296093776,,,"Symptoms, signs or clinical findings of the nervous system",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1986005526,http://id.who.int/icd/entity/1088544686,,,Symptoms or signs involving the nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1895376276,http://id.who.int/icd/entity/1986005526,,,Fear of neurological disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1327810785,http://id.who.int/icd/entity/1895376276,,,Fear of cancer of neurological system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/528491466,http://id.who.int/icd/entity/1986005526,,,Familial basal ganglia calcifications,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1478037730,http://id.who.int/icd/entity/1986005526,,,Symptom or complaint of a body part,,,Diseases of the nervous system,
http://id.who.int/icd/entity/31745707,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the ankle,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1069030395,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the arm,,,Diseases of the nervous system,
http://id.who.int/icd/entity/940073673,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the back,,,Diseases of the nervous system,
http://id.who.int/icd/entity/727435208,http://id.who.int/icd/entity/940073673,,,Back syndrome without radiating pain,,,Diseases of the nervous system,
http://id.who.int/icd/entity/820259670,http://id.who.int/icd/entity/940073673,,,Back syndrome with radiating pain,,,Diseases of the nervous system,
http://id.who.int/icd/entity/261833655,http://id.who.int/icd/entity/940073673,,,Symptom or complaint of the low back,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1519456077,http://id.who.int/icd/entity/940073673,,,"Chronic back pain, not otherwise specified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/977061352,http://id.who.int/icd/entity/940073673,,,"Acute back pain, not otherwise specified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/756584914,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the chest,,,Diseases of the nervous system,
http://id.who.int/icd/entity/109323534,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the elbow,,,Diseases of the nervous system,
http://id.who.int/icd/entity/38763203,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the flank or axilla,,,Diseases of the nervous system,
http://id.who.int/icd/entity/676486716,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the foot or toe,,,Diseases of the nervous system,
http://id.who.int/icd/entity/328521237,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the hand or finger,,,Diseases of the nervous system,
http://id.who.int/icd/entity/742996838,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the hip,,,Diseases of the nervous system,
http://id.who.int/icd/entity/715712738,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the jaw,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1982735351,http://id.who.int/icd/entity/715712738,,,Jaw pain,,,Diseases of the nervous system,
http://id.who.int/icd/entity/913786837,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the knee,,,Diseases of the nervous system,
http://id.who.int/icd/entity/351573424,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the leg or thigh,,,Diseases of the nervous system,
http://id.who.int/icd/entity/297687646,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the neck,,,Diseases of the nervous system,
http://id.who.int/icd/entity/482928314,http://id.who.int/icd/entity/297687646,,,Neck syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/490457504,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the shoulder,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1763637838,http://id.who.int/icd/entity/490457504,,,Shoulder syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/604501867,http://id.who.int/icd/entity/1478037730,,,Symptom or complaint of the wrist,,,Diseases of the nervous system,
http://id.who.int/icd/entity/303384120,http://id.who.int/icd/entity/1478037730,,,"Symptom or complaint of joint, not otherwise specified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/629565258,http://id.who.int/icd/entity/1478037730,,,"Symptom or complaint of muscle, not otherwise specified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/494503817,http://id.who.int/icd/entity/1986005526,,,Sensation disturbance,,,Diseases of the nervous system,
http://id.who.int/icd/entity/615692343,http://id.who.int/icd/entity/494503817,,,Asomatognosia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1043938451,http://id.who.int/icd/entity/494503817,,,Allodynia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1154730210,http://id.who.int/icd/entity/494503817,,,Anacusis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1049159712,http://id.who.int/icd/entity/494503817,,,Anaesthesia of skin,,,Diseases of the nervous system,
http://id.who.int/icd/entity/784044037,http://id.who.int/icd/entity/1049159712,,,Hemianaesthesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1260549458,http://id.who.int/icd/entity/1049159712,,,Hypoaesthesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1099683690,http://id.who.int/icd/entity/494503817,,,Tingling fingers or feet or toes,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1243986145,http://id.who.int/icd/entity/494503817,,,Hyperaesthesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1467981209,http://id.who.int/icd/entity/494503817,,,Dysesthesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/257890715,http://id.who.int/icd/entity/494503817,,,Acroparaesthesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1541991656,http://id.who.int/icd/entity/257890715,,,"Acroparaesthesia, simple",,,Diseases of the nervous system,
http://id.who.int/icd/entity/2078090404,http://id.who.int/icd/entity/257890715,,,"Acroparaesthesia, vasomotor",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1314811790,http://id.who.int/icd/entity/494503817,,,Analgesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2067323956,http://id.who.int/icd/entity/1314811790,,,Hemianalgesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1853164458,http://id.who.int/icd/entity/494503817,,,Neurological neglect syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/367468500,http://id.who.int/icd/entity/1986005526,,,Disturbances of smell and taste,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1599308422,http://id.who.int/icd/entity/367468500,,,Anosmia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/974671636,http://id.who.int/icd/entity/367468500,,,Parosmia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1944522457,http://id.who.int/icd/entity/367468500,,,Hyposmia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1433385296,http://id.who.int/icd/entity/1986005526,,,Phonophobia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1037107906,http://id.who.int/icd/entity/1986005526,,,Dyssomnia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1543612222,http://id.who.int/icd/entity/1986005526,,,Abnormalities of gait and mobility,,,Diseases of the nervous system,
http://id.who.int/icd/entity/420041183,http://id.who.int/icd/entity/1543612222,,,Ataxic gait,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2084740171,http://id.who.int/icd/entity/1543612222,,,Paralytic gait,,,Diseases of the nervous system,
http://id.who.int/icd/entity/149933236,http://id.who.int/icd/entity/1543612222,,,Difficulty in walking,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1839464738,http://id.who.int/icd/entity/1543612222,,,Immobility,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1227110345,http://id.who.int/icd/entity/1543612222,,,Gait disturbance,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1136827051,http://id.who.int/icd/entity/1543612222,,,Unsteadiness on feet,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1293374313,http://id.who.int/icd/entity/1543612222,,,Imbalance,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1100930877,http://id.who.int/icd/entity/1543612222,,,Poor mobility,,,Diseases of the nervous system,
http://id.who.int/icd/entity/967166961,http://id.who.int/icd/entity/1543612222,,,Abnormality of gait,,,Diseases of the nervous system,
http://id.who.int/icd/entity/961178280,http://id.who.int/icd/entity/1986005526,,,Lack of coordination,,,Diseases of the nervous system,
http://id.who.int/icd/entity/99719518,http://id.who.int/icd/entity/961178280,,,"Ataxia, unspecified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/502784164,http://id.who.int/icd/entity/961178280,,,Automatism,,,Diseases of the nervous system,
http://id.who.int/icd/entity/396345176,http://id.who.int/icd/entity/961178280,,,Atonia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/325289630,http://id.who.int/icd/entity/961178280,,,Head drop,,,Diseases of the nervous system,
http://id.who.int/icd/entity/151911082,http://id.who.int/icd/entity/961178280,,,Intention tremor,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1489236092,http://id.who.int/icd/entity/961178280,,,Asynergy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/699449887,http://id.who.int/icd/entity/961178280,,,Dysmetria,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1133555674,http://id.who.int/icd/entity/961178280,,,"Dyspraxia, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/923279899,http://id.who.int/icd/entity/961178280,,,Muscular incoordination,,,Diseases of the nervous system,
http://id.who.int/icd/entity/682424259,http://id.who.int/icd/entity/1986005526,,,Abnormal involuntary movements,,,Diseases of the nervous system,
http://id.who.int/icd/entity/343686120,http://id.who.int/icd/entity/682424259,,,Asterixis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/412021217,http://id.who.int/icd/entity/682424259,,,Abnormal head movements,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1593147896,http://id.who.int/icd/entity/1038838282,,,Unilateral athetosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/416343420,http://id.who.int/icd/entity/682424259,,,Drop attack,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1941277445,http://id.who.int/icd/entity/682424259,,,Titubation,,,Diseases of the nervous system,
http://id.who.int/icd/entity/863964208,http://id.who.int/icd/entity/682424259,,,Shuddering,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1126446478,http://id.who.int/icd/entity/682424259,,,Reflex convulsions,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2093309080,http://id.who.int/icd/entity/682424259,,,Dystonic movements,,,Diseases of the nervous system,
http://id.who.int/icd/entity/560509568,http://id.who.int/icd/entity/1986005526,,,Abnormality of tonus and reflex,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1181425418,http://id.who.int/icd/entity/560509568,,,Abnormal reflex,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2078632555,http://id.who.int/icd/entity/1181425418,,,Areflexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/542512904,http://id.who.int/icd/entity/1181425418,,,Hyporeflexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/514864448,http://id.who.int/icd/entity/1181425418,,,Hyperreflexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/589353628,http://id.who.int/icd/entity/560509568,,,Abnormal posture,,,Diseases of the nervous system,
http://id.who.int/icd/entity/998074500,http://id.who.int/icd/entity/589353628,,,Posture imbalance,,,Diseases of the nervous system,
http://id.who.int/icd/entity/982455920,http://id.who.int/icd/entity/589353628,,,Relaxation of posture,,,Diseases of the nervous system,
http://id.who.int/icd/entity/770525634,http://id.who.int/icd/entity/560509568,,,Clonus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/157838476,http://id.who.int/icd/entity/560509568,,,Cramp or spasm,,,Diseases of the nervous system,
http://id.who.int/icd/entity/524438452,http://id.who.int/icd/entity/157838476,,,Facial hemispasm,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2144425357,http://id.who.int/icd/entity/157838476,,,Muscle spasm,,,Diseases of the nervous system,
http://id.who.int/icd/entity/905585820,http://id.who.int/icd/entity/1257505996,,,Dyskinesia NOS,,,Diseases of the nervous system,
http://id.who.int/icd/entity/851857399,http://id.who.int/icd/entity/560509568,,,Meningismus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1928445764,http://id.who.int/icd/entity/560509568,,,Muscle fibrillation,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1447123221,http://id.who.int/icd/entity/560509568,,,Muscular hypertonia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/431375771,http://id.who.int/icd/entity/1447123221,,,Congenital hypertonia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/830465499,http://id.who.int/icd/entity/560509568,,,Ophthalmoparesis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1659266639,http://id.who.int/icd/entity/560509568,,,Opisthotonos,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1093196899,http://id.who.int/icd/entity/560509568,,,Tendency to fall,,,Diseases of the nervous system,
