Mesh ID,Common name,Synonyms,Tree Number,Disease Class
D029461,Sialic Acid Storage Disease,Sialic Acid Storage Disease| Sialuria| Sialurias,C10.228.140.163.100.435.810,Central Nervous System Diseases
D034062,"Insomnia, Fatal Familial","Familial Fatals, Insomnia| Familial Fatal Insomnia| Insomnia Familial Fatals| Insomnias, Familial Fatal| Familial Fatal, Insomnia| Fatal Familial Insomnias| Fatals, Insomnia Familial| Familial Fatal Insomnias| Fatal Insomnias, Familial| Fatal Familial Insomnia| Insomnia, Fatal Familial| Fatal Insomnia, Familial| Insomnia Familial Fatal| Fatal, Insomnia Familial| Insomnia, Familial Fatal| Insomnias, Fatal Familial",C10.886.425.800.800.400| C10.228.228.800.392| C10.574.843.512,Sleep Wake Disorders
D034081,"Wasting Disease, Chronic","Chronic Wasting Disease| Wasting Disease, Chronic",C10.228.228.800.858| C10.574.843.925,Central Nervous System Diseases
D034381,Hearing Loss,"Hearing Loss| Loss, Hearing| Hypoacusis| Hearing Impairment| Hypoacuses",C10.597.751.418.341,Neurologic Manifestations
D038223,Post-Concussion Syndrome,Post-Concussion Symptom| Post-Concussive Syndrome| Post-Concussion Symptoms| Post-Concussion Syndrome| Post Concussive Symptoms| Post Concussion Syndrome| Post Concussive Syndrome| Post-Concussive Syndromes| Post-Concussive Symptoms| Post Concussion Symptoms| Post-Concussive Symptom,C10.900.300.350.300.500,"Trauma, Nervous System"
D038261,Alexander Disease,Fibrinoid Degeneration of Astrocytes| Dysmyelinogenic Leukodystrophy| Leukodystrophy with Rosenthal Fibers| Alexander Disease| Alexander's Disease| Demyelinogenic Leukodystrophy| Alexanders Disease,C10.574.500.024| C10.314.400.312| C10.228.140.163.100.362.312| C10.228.140.695.625.312,Neurodegenerative Diseases
D038642,Shaken Baby Syndrome,Shaken Baby Syndrome,C10.900.300.087.850,"Trauma, Nervous System"
D038901,"Mental Retardation, X-Linked","X-Linked Mental Retardation Syndromes| X Linked Mental Retardation| X-Linked Mental Retardation| X-Linked Mental Retardation Disorders| Mental Retardation, X-Linked| X Linked Mental Retardation Syndromes| Mental Retardation, X Linked| X-Linked Mental Retardations| X Linked Mental Retardation Disorders| Retardation, X-Linked Mental",C10.597.606.360.455,Neurologic Manifestations
D038921,Coffin-Lowry Syndrome,"Coffin Lowry Syndrome| Syndrome, Coffin-Lowry| Syndrome, Coffin| Coffin-Lowry Syndrome| Mental Retardation with Osteocartilaginous Abnormalities| Coffin Syndrome",C10.597.606.360.455.249,Neurologic Manifestations
D039141,"Muscular Dystrophy, Oculopharyngeal","Muscular Dystrophies, Oculopharyngeal| Muscular Dystrophy, Oculopharyngeal| Oculopharyngeal Muscular Dystrophy| Oculopharyngeal Dystrophy| Progressive Muscular Dystrophy, Oculopharyngeal Type| Dystrophies, Oculopharyngeal Muscular| Dystrophy, Oculopharyngeal Muscular| Oculopharyngeal Muscular Dystrophies",C10.668.491.175.500.450,Neuromuscular Diseases
D046088,"Hearing Loss, Unilateral","Hearing Loss, Unilateral| Unilateral Hearing Loss",C10.597.751.418.341.950,Neurologic Manifestations
D046089,"Hearing Loss, Mixed Conductive-Sensorineural","Hearing Loss, Mixed Conductive-Sensorineural| Losses, Mixed Hearing| Hearing Loss, Mixed| Mixed Hearing Loss| Hearing Loss, Mixed Conductive Sensorineural| Loss, Mixed Hearing",C10.597.751.418.341.849,Neurologic Manifestations
D046589,CADASIL,"Cerebral Arteriopathy with Subcortical Infarcts and Leukoencephalopathy| Dementia, Hereditary Multi Infarct Type| Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy| Dementia, Hereditary Multi-Infarct Type| CADASIL",C10.228.140.380.230.124| C10.228.140.300.275.249| C10.228.140.300.400.203| C10.228.140.300.510.200.175,Central Nervous System Diseases
D046608,Synkinesis,Synkineses| Synkinesis,C10.597.350.675,Neurologic Manifestations
D046648,"Hematoma, Subdural, Intracranial","Hematoma, Subdural, Intracranial| Subdural Hematoma, Intracranial| Hematoma, Subdural, Cranial| Intracranial Subdural Hematomas| Hematomas, Intracranial Subdural| Hematoma, Intracranial Subdural| Subdural Hematomas, Intracranial| Intracranial Subdural Hematoma",C10.900.300.837.600.400| C10.228.140.300.535.450.400.400,"Trauma, Nervous System"
D047748,Pituitary ACTH Hypersecretion,"Pituitary-Dependant Hypercortisolism Disorders| Pituitary Cushing Diseases| Pituitary ACTH Hypersecretion| Pituitary Cushing Syndrome| ACTH Hypersecretion, Pituitary| Pituitary Cushing Disease| Pituitary-Dependant Hypercortisolism| Pituitary-Dependant Cushing Syndrome| Hypersecretion, Pituitary ACTH| Hypercortisolism, Pituitary-Dependant| Cushing's Disease| Cushing Disease| Pituitary Dependant Cushing Syndrome| Cushing Syndrome, Pituitary-Dependant| Pituitary-Dependant Hypercortisolism Disorder| Cushing Disease, Pituitary| Cushing Diseases, Pituitary| Pituitary-Dependant Hypercortisolisms| Pituitary Dependant Hypercortisolism| Hypercortisolism Disorder, Pituitary-Dependant| Disease, Cushing| Cushing Syndrome, Pituitary| Pituitary Dependant Hypercortisolism Disorder",C10.228.140.617.738.250.725,Central Nervous System Diseases
D049288,"Muscular Dystrophies, Limb-Girdle","Myopathic Limb-Girdle Syndrome| Muscular Dystrophy, Limb Girdle| Limb Girdle Muscular Dystrophy| Limb-Girdle Muscular Dystrophies| Muscular Dystrophies, Limb Girdle| Muscular Dystrophies, Limb-Girdle| Muscular Dystrophy, Limb-Girdle| Limb-Girdle Syndrome| Limb-Girdle Muscular Dystrophy| Limb Girdle Muscular Dystrophies",C10.668.491.175.500.149,Neuromuscular Diseases
D049290,"Tay-Sachs Disease, AB Variant","Variant GM2-Gangliosidoses, AB| Variant GM2-Gangliosidosis, AB| Tay Sachs Disease, AB Variant| Diseases, Activator-Deficient Tay-Sachs| Gangliosidosis GM2, Type AB| Deficiency, GM2 Activator| Deficiencies, Hexosaminidase Activator| Activator Deficiency, GM2| Tay-Sachs Disease, Activator-Deficient| GM2 Activator Deficiency Disease| AB Variant GM2 Gangliosidosis| GM2 Gangliosidosis, AB Variant| Activator Deficient Tay Sachs Disease| Activator Deficiency GM2 Gangliosidosis| GM2-Gangliosidosis, AB Variant| Gangliosidosis GM2, AB Variant| Deficiencies, GM2 Activator| Hexosaminidase Activator Deficiencies| AB Variant GM2-Gangliosidoses| Hexosaminidase Activator Deficiency| GM2 Activator Deficiencies| Activator-Deficient Tay-Sachs Disease| GM2 Activator Deficiency| GM2 Protein Activator Deficiency Disease| Activator Deficiencies, Hexosaminidase| Tay-Sachs Diseases, Activator-Deficient| Disease, Activator-Deficient Tay-Sachs| GM2 Gangliosidosis, Type AB| Activator Deficiency, Hexosaminidase| GM2-Gangliosidoses, AB Variant| Hexosaminidase Activator Protein Deficiency Disease| AB Variant Gangliosidosis GM2| Activator Deficiencies, GM2| Tay-Sachs Disease, AB Variant| Deficiency, Hexosaminidase Activator| AB Variant GM2-Gangliosidosis| Deficiency Disease, GM2 Protein Activator| Activator-Deficient Tay-Sachs Diseases",C10.228.140.163.100.435.825.300.300.750,Central Nervous System Diseases
D049310,Distal Myopathies,"Distal Myopathies| Myopathies, Distal| Muscular Dystrophy, Distal| Distal Myopathy| Myopathy, Distal| Distal Muscular Dystrophies| Muscular Dystrophies, Distal| Distal Muscular Dystrophy",C10.668.491.175.500.074,Neuromuscular Diseases
D049912,Growth Hormone-Secreting Pituitary Adenoma,"GH-Secreting Pituitary Adenomas| Pituitary Growth Hormone Secreting Adenoma| Pituitary Adenoma, Growth Hormone Secreting| Somatotroph Adenomas| GH Secreting Pituitary Adenoma| Pituitary Adenoma, GH Secreting| Pituitary Adenomas, GH-Secreting| Somatotroph Adenoma| Pituitary Growth Hormone-Secreting Adenoma| Adenoma, Somatotroph| Adenomas, Somatotroph| Acromegaly Due To Pituitary Adenoma| Pituitary Adenoma, GH-Secreting| Pituitary Adenoma, Growth Hormone-Secreting| GH-Secreting Pituitary Adenoma| Growth Hormone-Secreting Pituitary Adenoma",C10.228.140.617.738.675.299,Central Nervous System Diseases
D049913,ACTH-Secreting Pituitary Adenoma,"ACTH-Secreting Pituitary Adenomas| Corticotropin-Secreting Adenoma, Pituitary| Pituitary Adenomas, ACTH-Secreting| Pituitary Adenoma, ACTH-Producing| Corticotropin-Secreting Adenomas, Pituitary| Pituitary Adenoma, ACTH Secreting| ACTH-Producing Pituitary Adenoma| Pituitary Adenomas, ACTH-Producing| Pituitary Corticotropin-Secreting Adenoma| ACTH Producing Pituitary Adenoma| Corticotroph Adenomas| ACTH-Secreting Pituitary Adenoma| Pituitary Corticotropin-Secreting Adenomas| ACTH Secreting Pituitary Adenoma| Adenomas, Corticotroph| ACTH-Producing Pituitary Adenomas| Pituitary Corticotropin Secreting Adenoma| Pituitary Adenoma, ACTH-Secreting| Adenoma, Corticotroph| Corticotroph Adenoma",C10.228.140.617.738.675.149,Central Nervous System Diseases
D050798,SUNCT Syndrome,"SUNCT Syndrome| Syndromes, SUNCT| SUNCT Syndromes| Syndrome, SUNCT",C10.228.140.546.399.937.875,Central Nervous System Diseases
D051270,"Headache Disorders, Primary","Disorder, Primary Headache| Disorders, Primary Headache| Headache Disorders, Primary| Headache Disorder, Primary| Primary Headache Disorder| Primary Headache Disorders",C10.228.140.546.399,Central Nervous System Diseases
D051271,"Headache Disorders, Secondary","Disorders, Secondary Headache| Headache Disorders, Secondary| Disorder, Secondary Headache| Headache Disorder, Secondary| Secondary Headache Disorder| Secondary Headache Disorders",C10.228.140.546.699,Central Nervous System Diseases
D051298,Post-Traumatic Headache,"Post-Traumatic Headaches| Headache, Post-Traumatic| Post Traumatic Headache| Headaches, Post-Traumatic| Post-Traumatic Headache",C10.228.140.546.699.249,Central Nervous System Diseases
D051299,Post-Dural Puncture Headache,"Post-Dural Puncture Headaches| Postdural Puncture Headaches| Post-Dural Puncture Headache| Headache, Post-Dural Puncture| Headaches, Postdural Puncture| Postdural Puncture Headache| Post Dural Puncture Headache| Headache, Postdural Puncture| Headaches, Post-Dural Puncture",C10.228.140.546.699.124,Central Nervous System Diseases
D051302,Paroxysmal Hemicrania,"Hemicranias, Paroxysmal| Paroxysmal Hemicrania| Hemicrania, Paroxysmal| Paroxysmal Hemicranias",C10.228.140.546.399.937.750,Central Nervous System Diseases
D051303,Trigeminal Autonomic Cephalalgias,"Trigeminal Autonomic Cephalalgias| Cephalalgias, Trigeminal Autonomic| Trigeminal Autonomic Cephalalgia| Cephalalgia, Trigeminal Autonomic",C10.228.140.546.399.937,Central Nervous System Diseases
D051474,"Neuralgia, Postherpetic","Neuralgia, Postherpetic| Postherpetic Neuralgia",C10.668.829.600.550,Neuromuscular Diseases
D052120,Glycogen Storage Disease Type IIb,"Vacuolar Cardiomyopathy and Myopathy, X linked| X Linked Vacuolar Cardiomyopathy and Myopathy| Pseudoglycogenosis IIs| Glycogen Storage Cardiomyopathy| Glycogen Storage Disease IIb| X-Linked Vacuolar Cardiomyopathy and Myopathy| Antopol Disease| Vacuolar Cardiomyopathy and Myopathy, X-linked| Glycogen Storage Disease Limited to the Heart| Pseudoglycogenosis 2s| Cardiomyopathies, Glycogen Storage| Lysosomal Glycogen Storage Disease without Acid Maltase Deficiency| Lysosomal Glycogen Storage Disease with Normal Acid Maltase| Glycogen Storage Cardiomyopathies| Pseudoglycogenosis 2| Cardiomyopathy, Glycogen Storage| Pseudoglycogenosis II| Glycogen Storage Disease Type 2B| Disease, Antopol| Danon Disease| Glycogen Storage Disease Type IIb",C10.597.606.360.455.562,Neurologic Manifestations
D052245,Usher Syndromes,"Syndrome, Graefe-Usher| Pigmentosa Syndromes, Deafness-Retinitis| Ushers Syndrome| Syndromes, Deafness-Retinitis Pigmentosa| Syndrome, Deafness-Retinitis Pigmentosa| Deafness Retinitis Pigmentosa Syndrome| Syndromes, Usher| Graefe Usher Syndrome| Dystrophia Retinae Pigmentosa-Dysostosis Syndrome| Syndrome, Hallgren| Graefe-Usher Syndrome| Deafness-Retinitis Pigmentosa Syndromes| Retinitis Pigmentosa Deafness Syndrome| Usher's Syndrome| Usher Syndrome| Syndrome, Retinitis Pigmentosa-Deafness| Syndrome, Usher's| Hallgren Syndrome| Dystrophia Retinae Pigmentosa Dysostosis Syndrome| Retinitis Pigmentosa-Deafness Syndrome| Usher Syndromes| Retinitis Pigmentosa-Deafness Syndromes| Syndrome, Usher| Syndromes, Retinitis Pigmentosa-Deafness| Deafness-Retinitis Pigmentosa Syndrome",C10.597.751.418.341.186.500.500| C10.597.751.941.162.625.500| C10.597.751.418.341.887.886,Neurologic Manifestations
D052516,Sulfatidosis,Sulfatidoses| Sulfatidosis,C10.228.140.163.100.435.825.850,Central Nervous System Diseases
D052517,Multiple Sulfatase Deficiency Disease,Multiple Sulfatase Deficiency Disease| Multiple Sulfatase Deficiency| Multiple Sulphatase Deficiency Disease| Mucosulfatidosis| Multiple Sulfatase Deficiencies,C10.228.140.163.100.435.825.850.750,Central Nervous System Diseases
D052536,"Niemann-Pick Disease, Type A","Cholesterol Lipidosis, Sphingomyelin| Cholesterol Lipidoses, Neuronal| Deficiency, Sphingomyelinase| Sphingomyelinase Deficiencies| Niemann-Pick Disease, Type A| Niemann-Pick Disease, Classical| Type A Niemann-Pick Disease| Sphingomyelin Lipidoses| Classical Niemann-Pick Disease| Niemann Pick Disease, Acute Neurovisceral Form| Type A Niemann Pick Disease| Lipidosis, Neuronal Cholesterol| Neuronal Cholesterol Lipidosis| Ophthalmoplegias, Supraoptic Vertical| Lipidoses, Sphingomyelin Cholesterol| Ophthalmoplegia, Supraoptic Vertical| Niemann-Pick's Disease Type A| Niemann-Pick Disease, Acute Neuronopathic Form| Classical Niemann Pick Disease| Niemann-Pick Disease, Acute Neurovisceral Form| Lipidoses, Sphingomyelin| Vertical Ophthalmoplegias, Supraoptic| Lipidosis, Sphingomyelin Cholesterol| Sphingomyelinase Deficiency Diseases| Neuronal Cholesterol Lipidoses| Lipidosis, Sphingomyelin| Niemann Pick's Disease Type A| Sphingomyelin Cholesterol Lipidosis| Supraoptic Vertical Ophthalmoplegia| Niemann Pick Disease, Acute Neuronopathic Form| Niemann Pick Disease, Neuronopathic Type| Niemann Pick Disease, Type A| Deficiencies, Sphingomyelinase| Sphingomyelin Lipidosis| Sphingomyelinase Deficiency Disease| Lipidoses, Neuronal Cholesterol| Sphingomyelin Cholesterol Lipidoses| Supraoptic Vertical Ophthalmoplegias| Cholesterol Lipidoses, Sphingomyelin| Niemann-Pick Disease, Neuronopathic Type| Cholesterol Lipidosis, Neuronal| Sphingomyelinase Deficiency| Vertical Ophthalmoplegia, Supraoptic",C10.228.140.163.100.435.825.700.500,Central Nervous System Diseases
D052537,"Niemann-Pick Disease, Type B","Niemann Pick Disease, Type B| Niemann Pick Disease, Visceral| Niemann-Pick Disease, Type B| Niemann Pick Disease, Non Neuronopathic Type| Niemann Pick's Disease Type B| Niemann-Pick Disease, Non-Neuronopathic Type| Niemann-Pick's Disease Type B| Type B Niemann-Pick Disease| Niemann-Pick Disease, Visceral| Type B Niemann Pick Disease",C10.228.140.163.100.435.825.700.750,Central Nervous System Diseases
D052556,"Niemann-Pick Disease, Type C","Niemann-Pick Disease Type C| Niemann-Pick Disease with Cholesterol Esterification Block| Niemann Pick Disease, Type C| Neurovisceral Storage Disease with Vertical Supranuclear Ophthalmoplegia| Niemann Pick Disease without Sphingomyelinase Deficiency| Niemann-Pick Disease, Type C| Niemann-Pick Disease, Chronic Neuronopathic Form| Niemann Pick's Disease Type C| Niemann-Pick's Disease Type C| Niemann Pick Disease with Cholesterol Esterification Block| Niemann Pick Type C Disease| Niemann Pick Disease Type C| Niemann-Pick Disease without Sphingomyelinase Deficiency| Niemann-Pick Type C Disease| Niemann Pick Disease, Chronic Neuronopathic Form",C10.228.140.163.100.435.825.700.875,Central Nervous System Diseases
D052879,Subacute Combined Degeneration,"Subacute Combined Degeneration| Neuropathy, Subacute Combined Degeneration| Subacute Combined Neuropathy Degeneration",C10.574.910| C10.228.854.811| C10.314.875,Neurodegenerative Diseases
D052880,Pyomyositis,Pyomyositis,C10.668.491.562.787,Neuromuscular Diseases
D052919,"Refsum Disease, Infantile","Refsum Disease, Infantile Form| Disease, Infantile Refsum's| Refsum Disease, Infantile| Infantile Refsum Disease| Refsum's Disease, Infantile| Infantile Refsum's Disease| Disease, Infantile Refsum| Infantile Form of Phytanic Acid Storage Disease| Refsums Disease, Infantile| Infantile Phytanic Acid Storage Disease| Infantile Refsums Disease",C10.228.140.163.100.844,Central Nervous System Diseases
D052958,Tarlov Cysts,"Perineurial Cysts| Cyst, Perineurial| Sacral Perineural Cyst| Sacral Tarlov Cysts| Perineural Cyst| Cysts, Perineural| Cyst, Tarlov| Cyst, Sacral Perineural| Cysts, Perineurial| Perineurial Cyst| Cysts, Sacral Perineural| Sacral Perineural Cysts| Cysts, Sacral Tarlov| Tarlov Cyst| Cyst, Perineural| Perineural Cysts| Cysts, Tarlov| Tarlov Cysts",C10.668.829.900,Neuromuscular Diseases
D053421,Hand-Arm Vibration Syndrome,"Syndrome, Hand-Arm Vibration| Syndromes, Hand-Arm Vibration| Vibration Syndrome, Hand-Arm| Hand-Arm Vibration Syndrome| Hand-Arm Vibration Syndromes| Hand Arm Vibration Syndrome| Vibration Syndromes, Hand-Arm",C10.668.829.380,Neuromuscular Diseases
D053578,Opsoclonus-Myoclonus Syndrome,"Dancing Eyes Dancing Feet Syndrome| Dancing Eyes-Dancing Feet Syndrome| Dancing Eyes, Dancing Feet Syndrome| Opsoclonus Myoclonus Syndrome| Opsoclonus Myoclonus Ataxia| Opsoclonus-Myoclonus Syndrome",C10.597.350.500.500| C10.228.758.500| C10.574.781.662| C10.292.562.831,Neurologic Manifestations
D053608,Stupor,Stupor,C10.597.606.358.800.500,Neurologic Manifestations
D053609,Lethargy,Lethargy,C10.597.606.441,Neurologic Manifestations
D054000,"Nevus, Sebaceous of Jadassohn","Nevus, Linear Sebaceous| Nevus, Sebaceous of Jadassohn| Nevus Phakomatosis, Jadassohn| Sebaceous Nevus, Linear| Phakomatosis, Jadassohn Nevus| Linear Sebaceous Nevus Syndrome| Jadassohn Nevus Phakomatosis| Nevus Sebaceus of Jadassohn| Sebaceous Nevus of Jadassohn| Jadassohn Sebaceous Nevus| Jadassohn Nevus Sebaceus| Sebaceous Nevus Syndrome, Linear| Linear Sebaceous Nevus",C10.562.700,Neurocutaneous Syndromes
D054038,Posterior Leukoencephalopathy Syndrome,"Syndromes, Posterior Leukoencephalopathy| Leukoencephalopathy Syndrome, Posterior| Posterior Leukoencephalopathy Syndrome| Leukoencephalopathy Syndromes, Posterior| Syndrome, Posterior Leukoencephalopathy",C10.228.140.631.500.500| C10.228.140.695.875,Central Nervous System Diseases
D054062,Deaf-Blind Disorders,"Blind-Deaf Disorders| Deafness-Blindness| Disorder, Deaf-Blind| Blindness Deafness| Deaf-Blind Disorder| Disorder, Deaf-Blindness| Deaf Blind Disorders| Hearing and Vision Loss| Blind-Deaf Disorder| Disorder, Blind-Deaf| Deaf-Blindness Disorder| Deaf-Blind Disorders| Blind Deaf Disorders| Deaf Blindness Disorders| Disorders, Deaf-Blind| Deafness Blindness| Deaf-Blindness Disorders| Blindness-Deafness| Vision and Hearing Loss| Disorders, Deaf-Blindness| Disorders, Blind-Deaf",C10.597.751.941.162.625| C10.597.751.418.341.186.500,Neurologic Manifestations
D054078,Mevalonate Kinase Deficiency,"Mevalonate Kinase Deficiencies| Mevalonate Kinase Deficiency| Kinase Deficiency, Mevalonate| Kinase Deficiencies, Mevalonate",C10.228.140.163.100.593,Central Nervous System Diseases
D054080,Vein of Galen Malformations,"Vein Of Galen Malformation| Malformations Veins, Galen| Malformations Vein, Galen| Vein of Galen Malformations| Galen Malformations Veins",C10.500.190.500.500| C10.228.140.300.520.500,Nervous System Malformations
D054081,"Malformations of Cortical Development, Group II","Disorder, Neuronal Migration| Malformations Secondary to Abnormal Neuronal Migration| Migration Disorder, Neuronal| Malformations of Cortical Development, Group II| Malformations Due to Abnormal Neuronal Migration| Disorders, Neuronal Migration| Migration Disorders, Neuronal| Neuronal Migration Disorder| Neuronal Migration Disorders| Cortical Malformations, Group II",C10.500.507.450,Nervous System Malformations
D054082,Lissencephaly,Lissencephalies| Lissencephalia| Lissencephaly,C10.500.507.450.499,Nervous System Malformations
D054091,Periventricular Nodular Heterotopia,"Periventricular Nodular Heterotopias| Periventricular Nodular Heterotopia| Nodular Heterotopia, Periventricular| Periventricular Heterotopias| Periventricular Heterotopia| Heterotopia, Periventricular Nodular| Heterotopia, Periventricular",C10.500.507.450.750,Nervous System Malformations
D054220,Malformations of Cortical Development,"Cortical Development Malformation| Development Malformation, Cortical| Malformations of Cerebral Cortex Development| Malformations of Cortical Development| Cortical Development Malformations",C10.500.507,Nervous System Malformations
D054221,Classical Lissencephalies and Subcortical Band Heterotopias,"Lissencephaly-Subcortical Band Heterotopias| Band Heterotopia, Lissencephaly-Subcortical| Classical Lissencephalies and Subcortical Band Heterotopias| Heterotopias, Lissencephaly-Subcortical Band| Lissencephaly Subcortical Band Heterotopia| Heterotopia, Lissencephaly-Subcortical Band| Agyria-Pachygyria-Band Spectrum| Lissencephaly-Subcortical Band Heterotopia| Agyria Pachygyria Band Spectrum",C10.500.507.450.499.230| C10.500.507.450.230,Nervous System Malformations
D054222,Cobblestone Lissencephaly,"Dysplasia, Cobblestone| Cobblestone Dysplasias| Cobblestone Lissencephaly| Dysplasias, Cobblestone| Lissencephaly Type 2| Cobblestone Lissencephalies| Cobblestone Dysplasia| Lissencephaly, Cobblestone| Lissencephalies, Cobblestone",C10.500.507.450.499.249,Nervous System Malformations
D054319,Marchiafava-Bignami Disease,Marchiafava Bignami Disease| Marchiafava-Bignami Disease| Marchiafava-Bignami Syndrome| Marchiafava Bignami Syndrome,C10.228.140.163.510| C10.314.475,Central Nervous System Diseases
D054546,Neuroacanthocytosis,"Levine-Critchley Syndrome| Chorea Acanthocytosis Syndrome| Acanthocytosis with Neurologic Disorder| Levine Critchley Syndrome| Chorea-Acanthocytoses| Chorea Acanthocytosis Syndromes| Chorea Acanthocytoses| Choreoacanthocytosis| Choreoacanthocytoses| Acanthocytosis, Chorea| Neuroacanthocytosis| Acanthocytoses, Chorea| Chorea-Acanthocytosis| Chorea Acanthocytosis",C10.228.662.262.249.937,Central Nervous System Diseases
D054969,Primary Dysautonomias,"Primary Dysautonomia| Dysautonomias, Primary| Primary Dysautonomias| Dysautonomia| Dysautonomias| Dysautonomia, Primary",C10.177.575,Autonomic Nervous System Diseases
D054970,Pure Autonomic Failure,"Pure Autonomic Failure| Bradbury Eggleston Syndrome| Bradbury-Eggleston Syndrome| Syndrome, Bradbury-Eggleston| Autonomic Failure, Pure",C10.177.575.650,Autonomic Nervous System Diseases
D054971,Orthostatic Intolerance,"Intolerance, Orthostatic| Orthostatic Intolerance",C10.177.575.600,Autonomic Nervous System Diseases
D054972,Postural Orthostatic Tachycardia Syndrome,"Postural Tachycardia Syndrome| Postural Orthostatic Tachycardia Syndrome| Tachycardia Syndrome, Postural| Syndrome, Postural Tachycardia",C10.177.575.600.625,Autonomic Nervous System Diseases
D054975,Pallister-Hall Syndrome,"Hypothalamic Hamartoblastoma, Hypopituitarism, Imperforate Anus, and Postaxial Polydactyly| Syndrome, Hall-Pallister| Syndrome, Pallister-Hall| Syndromes, Hypothalamic Hamartoblastoma| CAVE Complices| Hall-Pallister Syndrome| Hall Pallister Syndrome| CAVE Complex| Cerebroacrovisceral Early Lethality Complex| Hypothalamic Hamartoblastoma Syndromes| Complex, CAVE| Hamartoblastoma Syndrome, Hypothalamic| Hypothalamic Hamartoblastoma Syndrome| Hamartoblastoma Syndromes, Hypothalamic| Syndrome, Hypothalamic Hamartoblastoma| Pallister-Hall Syndrome| Pallister Hall Syndrome| Complices, CAVE",C10.228.140.211.885.500.299| C10.228.140.617.477.299| C10.551.240.250.700.500.249,Central Nervous System Diseases
D055154,Dysphonia,Phonation Disorder| Dysphonia| Phonation Disorders,C10.597.975.325,Neurologic Manifestations
D055534,"Bulbo-Spinal Atrophy, X-Linked","Bulbo-Spinal Atrophy, X-Linked| Spinal And Bulbar Muscular Atrophy, X Linked 1| Kennedy Syndrome| Kennedy Disease| Bulbo-Spinal Atrophies, X-Linked| X-linked Bulbospinal Muscular Atrophy| X-Linked Spinal and Bulbar Muscular Atrophy| Kennedy Spinal and Bulbar Muscular Atrophy| Bulbospinal Muscular Atrophy, X-linked| Kennedy's Disease| Bulbospinal Muscular Atrophy, X linked| X linked Bulbospinal Muscular Atrophy| Spinal and Bulbar Muscular Atrophy| X-Linked Bulbo-Spinal Atrophies| Atrophy, X-Linked Bulbo-Spinal| X Linked Spinal and Bulbar Muscular Atrophy| Spinobulbar Muscular Atrophies| X-Linked Bulbo-Spinal Atrophy| X Linked Bulbo Spinal Atrophy| Spinal And Bulbar Muscular Atrophy, X-Linked 1| Atrophy, Spinobulbar Muscular| Atrophy, Muscular, Spinobulbar| Muscular Atrophy, Spinobulbar| Spinobulbar Muscular Atrophy| Atrophies, X-Linked Bulbo-Spinal| Bulbo Spinal Atrophy, X Linked",C10.668.467.500.186| C10.574.562.500.374| C10.228.854.468.399| C10.574.500.175,Neuromuscular Diseases
D055577,Farber Lipogranulomatosis,"Deficiency, N-Laurylsphingosine Deacylase| N-Laurylsphingosine Deacylase Deficiencies| Lipogranulomatosis, Farber| Ceramidase Deficiencies| Farber Disease| Farber's Diseases| Acid Ceramidase Deficiencies| N-Laurylsphingosine Deacylase Deficiency| Deficiency, Ceramidase| Deficiencies, N-Laurylsphingosine Deacylase| Acid Ceramidase Deficiency| Farber's Disease| Ceramidase Deficiency| N Laurylsphingosine Deacylase Deficiency| Farber Lipogranulomatosis| Disease, Farber's| Diseases, Farber's| Farbers Disease| Ceramidase Deficiency, Acid| Deficiency, Acid Ceramidase| Deficiencies, Ceramidase",C10.228.140.163.100.435.825.250,Central Nervous System Diseases
D055622,Orbital Myositis,"Myositides, Orbital| Myositis, Orbital| Orbital Myositides| Orbital Myositis",C10.668.491.562.537,Neuromuscular Diseases
D055673,Acrocallosal Syndrome,"Acrocallosal Syndromes| Acrocallosal Syndrome| Hallux Duplication, Postaxial Polydactyly, and Absence of Corpus Callosum| Syndrome, Acrocallosal| Syndromes, Acrocallosal",C10.500.034.500,Nervous System Malformations
D055756,Meningeal Carcinomatosis,"Carcinomatoses, Leptomeningeal| Meningeal Carcinomatoses| Carcinomatosis, Meningeal| Carcinomatous Meningitides| Carcinomatoses, Meningeal| Meningeal Carcinomatosis| Carcinomatosis, Leptomeningeal| Meningitides, Carcinomatous| Leptomeningeal Carcinomatoses| Meningitis, Carcinomatous| Leptomeningeal Carcinomatosis| Carcinomatous Meningitis",C10.551.240.500.150,Nervous System Neoplasms
D055948,Sarcopenia,Sarcopenia| Sarcopenias,C10.597.613.612.500,Neurologic Manifestations
D055952,Cogan Syndrome,"Syndrome, Cogan| Cogan's Syndrome| Syndrome, Cogan's| Cogans Syndrome| Syndrome, Cogans| Cogan Syndrome",C10.292.910.299,Cranial Nerve Diseases
D055953,Microscopic Polyangiitis,"Polyangiitis, Microscopic| Microscopic Polyangiitis| Polyangiitides, Microscopic| Microscopic Polyangiitides",C10.228.140.300.275.600,Central Nervous System Diseases
D055955,Susac Syndrome,"Susac Syndrome| Vasculopathies, Retinocochleocerebral| Susac's Syndrome| Vasculopathy, Retinocochleocerebral| Syndrome, Susac| Retinocochleocerebral Vasculopathy| Syndrome, Susac's| Susacs Syndrome| Retinocochleocerebral Vasculopathies",C10.228.140.300.787| C10.597.825,Central Nervous System Diseases
