,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
10,NCT05173051,OfficialTitle+BriefSummary,"Medication Intake of Solid Dosage Forms: A Risk Factor for Patients With Stroke-induced Dysphagia? | In a prospective, quantitative explorative study, the risk of aspiration and penetration when swallowing solid pills (placebo) compared to a crushed placebo pill will be evaluated during a routine Fiberoptic Endoscopic Evaluation of Swallowing (FEES). The study design is thus a quasi-experimental study design with repeated measurements in the sense of a pre-posttest. Each patient undergoes a baseline examination (routine procedure) followed by the intervention (administration of three different solid pills and a crushed pill).","[(73, 79, 'CONDITION', 'Stroke'), (88, 97, 'CONDITION', 'Dysphagia')]","[(73, 79), (88, 97)]","[(73, 79, 'CONDITION'), (88, 97, 'CONDITION')]",[]
11,NCT04435301,OfficialTitle+BriefSummary,"Acoustic-electric Therapy in Patients With Disorders of Consciousness | Altered gamma activity has been observed in several neurological and psychiatric disorders, including a reduction in gamma synchronization in patients with disorders of consciousness. Modulation of gamma oscillations with rhythmic stimulation has been used as a possible therapeutic tool. Hence, we try to use acoustic and electric stimulation at gamma frequency to restore brain oscillation and thereby to improve conscious awareness in patients with disorders of consciousness.","[(0, 25, 'OTHER', 'Acoustic-electric Therapy'), (43, 69, 'CONDITION', 'Disorders of Consciousness'), (228, 254, 'CONDITION', 'disorders of consciousness'), (256, 314, 'OTHER', 'Modulation of gamma oscillations with rhythmic stimulation'), (382, 434, 'OTHER', 'acoustic and electric stimulation at gamma frequency'), (524, 550, 'CONDITION', 'disorders of consciousness')]","[(0, 25), (43, 69), (228, 254), (256, 314), (382, 434), (524, 550)]","[(43, 69, 'CONDITION'), (228, 254, 'CONDITION'), (524, 550, 'CONDITION')]","[(0, 25, 'OTHER'), (256, 314, 'OTHER'), (382, 434, 'OTHER')]"
12,NCT00829361,OfficialTitle+BriefSummary,"Stroke Telemedicine for Arizona Rural Residents Trial | The STARR network registry consists of a 4 spoke 1 hub system. Which will consist of prospective collection, recording, and regular analysis of telestroke patient consultation and care data for the purpose of quality measure assessment and improvement and benchmarking against other national and international telestroke programs.","[(0, 6, 'CONDITION', 'Stroke'), (7, 19, 'OTHER', 'Telemedicine'), (200, 231, 'OTHER', 'telestroke patient consultation'), (333, 385, 'CONTROL', 'other national and international telestroke programs')]","[(0, 6), (7, 19), (200, 231), (333, 385)]","[(0, 6, 'CONDITION')]","[(7, 19, 'OTHER'), (200, 231, 'OTHER'), (333, 385, 'CONTROL')]"
13,NCT01446601,OfficialTitle+BriefSummary,Pivotal Study of the Apnex Medical™ Hypoglossal Nerve Stimulation (HGNS) System to Treat Obstructive Sleep Apnea | The purpose of this study is to evaluate the benefits and risks of hypoglossal nerve stimulation with the Apnex Medical Hypoglossal Nerve Stimulation (HGNS) System as a potential therapeutic option for individuals with moderate to severe Obstructive Sleep Apnea (OSA) that have failed or do not tolerate positive airway pressure (PAP) therapy.,"[(21, 65, 'OTHER', 'Apnex Medical™ Hypoglossal Nerve Stimulation'), (67, 71, 'OTHER', 'HGNS'), (89, 112, 'CONDITION', 'Obstructive Sleep Apnea'), (182, 211, 'OTHER', 'hypoglossal nerve stimulation'), (221, 264, 'OTHER', 'Apnex Medical Hypoglossal Nerve Stimulation'), (266, 270, 'OTHER', 'HGNS'), (334, 376, 'CONDITION', 'moderate to severe Obstructive Sleep Apnea'), (378, 381, 'CONDITION', 'OSA')]","[(21, 65), (67, 71), (89, 112), (182, 211), (221, 264), (266, 270), (334, 376), (378, 381)]","[(89, 112, 'CONDITION'), (334, 376, 'CONDITION'), (378, 381, 'CONDITION')]","[(21, 65, 'OTHER'), (67, 71, 'OTHER'), (182, 211, 'OTHER'), (221, 264, 'OTHER'), (266, 270, 'OTHER')]"
14,NCT05663034,OfficialTitle+BriefSummary,"CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms | This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).","[(7, 15, 'CONDITION', 'Insomnia'), (50, 102, 'BEHAVIOURAL', 'Cognitive-Behavioral vs. Mindfulness-Based Treatment'), (107, 127, 'CONDITION', 'TBI-Related Insomnia'), (132, 153, 'CONDITION', 'Post-Traumatic Stress'), (339, 367, 'BEHAVIOURAL', 'cognitive behavioral therapy'), (372, 380, 'CONDITION', 'insomnia'), (382, 385, 'BEHAVIOURAL', 'CBT'), (393, 420, 'BEHAVIOURAL', 'mindfulness-based treatment'), (425, 433, 'CONDITION', 'insomnia'), (435, 439, 'BEHAVIOURAL', 'MBTI'), (453, 461, 'CONDITION', 'insomnia'), (488, 498, 'CONDITION', 'depressive'), (524, 544, 'CONDITION', 'mild to moderate TBI'), (558, 588, 'CONDITION', 'Post-Traumatic Stress Symptoms'), (590, 594, 'CONDITION', 'PTSS'), (600, 608, 'CONDITION', 'insomnia')]","[(7, 15), (50, 102), (107, 127), (132, 153), (339, 367), (372, 380), (382, 385), (393, 420), (425, 433), (435, 439), (453, 461), (488, 498), (524, 544), (558, 588), (590, 594), (600, 608)]","[(7, 15, 'CONDITION'), (107, 127, 'CONDITION'), (132, 153, 'CONDITION'), (372, 380, 'CONDITION'), (425, 433, 'CONDITION'), (453, 461, 'CONDITION'), (488, 498, 'CONDITION'), (524, 544, 'CONDITION'), (558, 588, 'CONDITION'), (590, 594, 'CONDITION'), (600, 608, 'CONDITION')]","[(50, 102, 'BEHAVIOURAL'), (339, 367, 'BEHAVIOURAL'), (382, 385, 'BEHAVIOURAL'), (393, 420, 'BEHAVIOURAL'), (435, 439, 'BEHAVIOURAL')]"
15,NCT00573612,OfficialTitle+BriefSummary,"Exercise-based Motivational Interviewing for Fibromyalgia | Fibromyalgia (FMS), defined as the presence of both chronic widespread pain and the finding of 11/18 tender points on examination, affects 2% of the general population. Drug therapy for FMS is largely symptomatic as there is not yet a complete understanding of the pathogenesis of the disease. In the past 17 years, supervised aerobic exercise has emerged as an important treatment modality to improve pain, aerobic capacity, function, and well-being. Individuals who are able to adhere to exercise almost always maintain the symptomatic benefits of exercise. Unfortunately, the rate of exercise adherence six months after the completion of a well-structured supervised exercise program is disappointingly low. Furthermore, although the efficacy of supervised aerobic exercise in the research setting is well documented, the applicability of such intervention in the clinic setting is doubtful. Therefore, we propose to conduct the Research to Encourage Exercise for Fibromyalgia (REEF), a randomized attention-controlled trial whose primary aim is to evaluate the efficacy of telephone-delivered motivational interviewing (MI) to encourage exercise, in improving exercise adherence and self-report physical function (co-primary outcome measures) for FMS patients. REEF will enroll 200 FMS patients, randomizing them to either the MI group or the attention-control (AC) group. Participants from each group will receive a total of 6 telephone calls within a 12-week period. Prior to the phone calls, participants from both groups will receive an individualized exercise prescription and 2 supervised exercise training sessions to get them started on an exercise program. All subjects will undergo comprehensive outcome assessment at baseline, week 12, week 24, and week 36. The secondary aim of this proposal is to determine the mediators between MI and improvement in self-report physical function. The proposed research is significant because our focus is the promotion of adherence to an exercise program, of adequate intensity, in order to maximize functioning and well-being for patients with FMS. The use of a predominantly home-based exercise program and telephone-delivered MI by a trained licensed practice nurse (LPN) could potentially make the proposed intervention more accessible to the greater majority of FMS patients. Furthermore, if proven efficacious, MI could readily be applied to other chronically painful conditions (e.g. chronic back pain).","[(0, 8, 'PHYSICAL', 'Exercise'), (15, 40, 'BEHAVIOURAL', 'Motivational Interviewing'), (45, 57, 'CONDITION', 'Fibromyalgia'), (60, 72, 'CONDITION', 'Fibromyalgia'), (74, 77, 'CONDITION', 'FMS'), (131, 135, 'CONDITION', 'pain'), (246, 249, 'CONDITION', 'FMS'), (387, 403, 'PHYSICAL', 'aerobic exercise'), (462, 466, 'CONDITION', 'pain'), (550, 558, 'PHYSICAL', 'exercise'), (610, 618, 'PHYSICAL', 'exercise'), (647, 655, 'PHYSICAL', 'exercise'), (730, 738, 'PHYSICAL', 'exercise'), (820, 836, 'PHYSICAL', 'aerobic exercise'), (1157, 1182, 'BEHAVIOURAL', 'motivational interviewing'), (1184, 1186, 'BEHAVIOURAL', 'MI'), (1201, 1209, 'PHYSICAL', 'exercise'), (1224, 1232, 'PHYSICAL', 'exercise'), (1311, 1314, 'CONDITION', 'FMS'), (1346, 1349, 'CONDITION', 'FMS'), (1391, 1393, 'BEHAVIOURAL', 'MI'), (1407, 1424, 'CONTROL', 'attention-control'), (1426, 1428, 'CONTROL', 'AC'), (1605, 1628, 'PHYSICAL', 'individualized exercise'), (1648, 1667, 'PHYSICAL', 'supervised exercise'), (1712, 1720, 'PHYSICAL', 'exercise'), (1906, 1908, 'BEHAVIOURAL', 'MI'), (2050, 2058, 'PHYSICAL', 'exercise'), (2157, 2160, 'CONDITION', 'FMS'), (2200, 2208, 'PHYSICAL', 'exercise'), (2241, 2243, 'BEHAVIOURAL', 'MI'), (2379, 2382, 'CONDITION', 'FMS'), (2429, 2431, 'BEHAVIOURAL', 'MI')]","[(0, 8), (15, 40), (45, 57), (60, 72), (74, 77), (131, 135), (246, 249), (387, 403), (462, 466), (550, 558), (610, 618), (647, 655), (730, 738), (820, 836), (1157, 1182), (1184, 1186), (1201, 1209), (1224, 1232), (1311, 1314), (1346, 1349), (1391, 1393), (1407, 1424), (1426, 1428), (1605, 1628), (1648, 1667), (1712, 1720), (1906, 1908), (2050, 2058), (2157, 2160), (2200, 2208), (2241, 2243), (2379, 2382), (2429, 2431)]","[(45, 57, 'CONDITION'), (60, 72, 'CONDITION'), (74, 77, 'CONDITION'), (131, 135, 'CONDITION'), (246, 249, 'CONDITION'), (462, 466, 'CONDITION'), (1311, 1314, 'CONDITION'), (1346, 1349, 'CONDITION'), (2157, 2160, 'CONDITION'), (2379, 2382, 'CONDITION')]","[(0, 8, 'PHYSICAL'), (15, 40, 'BEHAVIOURAL'), (387, 403, 'PHYSICAL'), (550, 558, 'PHYSICAL'), (610, 618, 'PHYSICAL'), (647, 655, 'PHYSICAL'), (730, 738, 'PHYSICAL'), (820, 836, 'PHYSICAL'), (1157, 1182, 'BEHAVIOURAL'), (1184, 1186, 'BEHAVIOURAL'), (1201, 1209, 'PHYSICAL'), (1224, 1232, 'PHYSICAL'), (1391, 1393, 'BEHAVIOURAL'), (1407, 1424, 'CONTROL'), (1426, 1428, 'CONTROL'), (1605, 1628, 'PHYSICAL'), (1648, 1667, 'PHYSICAL'), (1712, 1720, 'PHYSICAL'), (1906, 1908, 'BEHAVIOURAL'), (2050, 2058, 'PHYSICAL'), (2200, 2208, 'PHYSICAL'), (2241, 2243, 'BEHAVIOURAL'), (2429, 2431, 'BEHAVIOURAL')]"
16,NCT03152136,OfficialTitle+BriefSummary,"A Pilot Study to Evaluate the Safety and Initial Effectiveness of the Cala ONE Device to Repeatably Aid in the Symptomatic Relief of Essential Tremor | Prospective, multi-center, randomized, controlled study designed to evaluate safety and repeatable effectiveness. Subjects will be randomized 2:1:1 to transcutaneous afferent patterned stimulation (TAPS), sham, or 'no intervention', respectively. Subjects randomized to the TAPS and sham arms will be blinded to their randomization assignments for the first two weeks of participation (controlled phase). After the first two weeks, all subjects will be crossed over to TAPS (open-label phase) for 2 weeks. During study participation, all subjects are to remain on a stable dosage of medications prescribed for the treatment of essential tremor, if applicable.","[(70, 85, 'OTHER', 'Cala ONE Device'), (133, 149, 'CONDITION', 'Essential Tremor'), (303, 348, 'OTHER', 'transcutaneous afferent patterned stimulation'), (350, 354, 'OTHER', 'TAPS'), (357, 361, 'CONTROL', 'sham'), (367, 382, 'CONTROL', 'no intervention'), (426, 430, 'OTHER', 'TAPS'), (435, 439, 'CONTROL', 'sham'), (621, 625, 'OTHER', 'TAPS'), (779, 795, 'CONDITION', 'essential tremor')]","[(70, 85), (133, 149), (303, 348), (350, 354), (357, 361), (367, 382), (426, 430), (435, 439), (621, 625), (779, 795)]","[(133, 149, 'CONDITION'), (779, 795, 'CONDITION')]","[(70, 85, 'OTHER'), (303, 348, 'OTHER'), (350, 354, 'OTHER'), (357, 361, 'CONTROL'), (367, 382, 'CONTROL'), (426, 430, 'OTHER'), (435, 439, 'CONTROL'), (621, 625, 'OTHER')]"
17,NCT04524338,OfficialTitle+BriefSummary,"Longitudinal Study Examining At-Home Transcranial Direct Current Stimulation | Participants with dementia have reported improvements after receiving tDCS in a study at our lab. Although we make an effort to enroll such participants in further tDCS research studies, some participants are ineligible for further studies or simply unwilling to continue being a research participant. These same individuals, however, are interested in purchasing their own tDCS machine and have approached us for advice on how to purchase their own machine. Because these devices are commercially available, there is nothing theoretically stopping these participants from purchasing their own machine. Therefore, we have chosen to carry out a longitudinal study that will allow us to serve as an advisory role for participants who have decided to continue administering tDCS at home. We will recommend the tDCS related items that should be purchased, and train participants on how to properly administer tDCS. Monthly reports will also be collected, which will allow us to monitor the person's condition. We plan to monitor participants for at least two years. From these reports, we will be able determine to what extent tDCS is beneficial when done at home as a treatment for dementia symptoms.","[(29, 76, 'OTHER', 'At-Home Transcranial Direct Current Stimulation'), (97, 105, 'CONDITION', 'dementia'), (149, 153, 'OTHER', 'tDCS'), (243, 247, 'OTHER', 'tDCS'), (453, 457, 'OTHER', 'tDCS'), (850, 862, 'OTHER', 'tDCS at home'), (886, 890, 'OTHER', 'tDCS'), (984, 988, 'OTHER', 'tDCS'), (1202, 1206, 'OTHER', 'tDCS'), (1258, 1266, 'CONDITION', 'dementia')]","[(29, 76), (97, 105), (149, 153), (243, 247), (453, 457), (850, 862), (886, 890), (984, 988), (1202, 1206), (1258, 1266)]","[(97, 105, 'CONDITION'), (1258, 1266, 'CONDITION')]","[(29, 76, 'OTHER'), (149, 153, 'OTHER'), (243, 247, 'OTHER'), (453, 457, 'OTHER'), (850, 862, 'OTHER'), (886, 890, 'OTHER'), (984, 988, 'OTHER'), (1202, 1206, 'OTHER')]"
18,NCT02068391,OfficialTitle+BriefSummary,"Achieving Brain Benefits in Covert Stroke Through Aerobic Exercise | Silent ischemic, also known as ""covert stroke vascular disease"" (CSVD), contributes to neurological deficits that are caused by damage to small blood vessels in the brain. CSVD occurs six to ten times more often that an acute stroke. It is misleading to think, however, that CSVD is an inevitable part of ""getting old"" because people with CSVD are at high risk of developing an acute stroke or dementia. In fact, people with more CSVD lesion volume are more likely to develop day to day problems in planning, decision-making and speed of thinking. Unfortunately, there are no proven therapies designed to address CSVD. We propose to test whether aerobic exercise is an intervention that can combat CSVD because the disease is fundamentally a blood flow problem that may be improved by aerobic exercise. We will recruit CSVD adults with moderate to severe lesion burden and use magnetic resonance imaging (MRI) to study the brain in terms of structure, perfusion and function. Participants will be randomly assigned to either our established aerobic exercise program or a control stretching program. Both groups will take part in lab exercise sessions, which are designed to monitor progress and assess adherence to the program. The duration and intensity of their exercise will increase as participants progress. We will use activity log books, phone calls and extra ""booster"" exercise sessions, as needed, to maximize retention and adherence. We aim to show that aerobic exercise increases cerebral blood flow (CBF) in frontal-subcortical grey matter, supports regional tissue growth, and improves cognitive function in CSVD adults with substantial risk of acute stroke and dementia. A positive outcome of this research will provide strong support for additional clinical trials aimed at sustaining cognition and maintaining independent living.","[(28, 41, 'CONDITION', 'Covert Stroke'), (50, 66, 'PHYSICAL', 'Aerobic Exercise'), (101, 131, 'CONDITION', 'covert stroke vascular disease'), (134, 138, 'CONDITION', 'CSVD'), (241, 245, 'CONDITION', 'CSVD'), (289, 301, 'CONDITION', 'acute stroke'), (344, 348, 'CONDITION', 'CSVD'), (408, 412, 'CONDITION', 'CSVD'), (447, 459, 'CONDITION', 'acute stroke'), (499, 503, 'CONDITION', 'CSVD'), (682, 686, 'CONDITION', 'CSVD'), (715, 731, 'PHYSICAL', 'aerobic exercise'), (767, 771, 'CONDITION', 'CSVD'), (854, 870, 'PHYSICAL', 'aerobic exercise'), (888, 892, 'CONDITION', 'CSVD'), (1110, 1134, 'PHYSICAL', 'aerobic exercise program'), (1140, 1166, 'CONTROL', 'control stretching program'), (1333, 1341, 'PHYSICAL', 'exercise'), (1430, 1463, 'PHYSICAL', 'extra ""booster"" exercise sessions'), (1533, 1549, 'PHYSICAL', 'aerobic exercise'), (1690, 1694, 'CONDITION', 'CSVD'), (1727, 1739, 'CONDITION', 'acute stroke')]","[(28, 41), (50, 66), (101, 131), (134, 138), (241, 245), (289, 301), (344, 348), (408, 412), (447, 459), (499, 503), (682, 686), (715, 731), (767, 771), (854, 870), (888, 892), (1110, 1134), (1140, 1166), (1333, 1341), (1430, 1463), (1533, 1549), (1690, 1694), (1727, 1739)]","[(28, 41, 'CONDITION'), (101, 131, 'CONDITION'), (134, 138, 'CONDITION'), (241, 245, 'CONDITION'), (289, 301, 'CONDITION'), (344, 348, 'CONDITION'), (408, 412, 'CONDITION'), (447, 459, 'CONDITION'), (499, 503, 'CONDITION'), (682, 686, 'CONDITION'), (767, 771, 'CONDITION'), (888, 892, 'CONDITION'), (1690, 1694, 'CONDITION'), (1727, 1739, 'CONDITION')]","[(50, 66, 'PHYSICAL'), (715, 731, 'PHYSICAL'), (854, 870, 'PHYSICAL'), (1110, 1134, 'PHYSICAL'), (1140, 1166, 'CONTROL'), (1333, 1341, 'PHYSICAL'), (1430, 1463, 'PHYSICAL'), (1533, 1549, 'PHYSICAL')]"
19,NCT00827268,OfficialTitle+BriefSummary,"Multimodal Treatment of Phonological Alexia: Behavioral & fMRI Outcomes | This study offers 90-120 hours of 1:1 training to improve reading skills in adults who have poor reading skills following a stroke. Specifically, this study is designed to improve skill in sounding out words for reading and spelling. The overall time commitment for participation in this study is approximately 11-30 weeks.","[(24, 43, 'CONDITION', 'Phonological Alexia'), (108, 146, 'OTHER', '1:1 training to improve reading skills'), (198, 204, 'CONDITION', 'stroke')]","[(24, 43), (108, 146), (198, 204)]","[(24, 43, 'CONDITION'), (198, 204, 'CONDITION')]","[(108, 146, 'OTHER')]"
20,NCT05212194,OfficialTitle+BriefSummary,"The Relationship Between Post Dural Puncture Headache and Joint Laxity | Post-spinal headache is divided into 3 according to the severity scale. It is divided into 3 groups as mild, moderate and severe according to the presence of symptoms such as nausea, vomiting, and dizziness that prevent daily activity.

It has been reported that CSF leakage may be higher due to the weakness of the regional dural sac in primary connective tissue diseases with joint laxity and isolated joint hypermobility. Joint laxity is scored according to the level of motion in 5 different joints and a maximum of 9 points is obtained.

In this study, it was aimed to investigate whether joint laxity contributes to the development of post-spinal headache by questioning the correlation between joint laxity examination score and postspinal headache in patients with post-spinal headache.","[(25, 53, 'CONDITION', 'Post Dural Puncture Headache'), (58, 70, 'CONDITION', 'Joint Laxity'), (73, 93, 'CONDITION', 'Post-spinal headache'), (451, 463, 'CONDITION', 'joint laxity'), (477, 496, 'CONDITION', 'joint hypermobility'), (498, 510, 'CONDITION', 'Joint laxity'), (667, 679, 'CONDITION', 'joint laxity'), (714, 734, 'CONDITION', 'post-spinal headache'), (774, 786, 'CONDITION', 'joint laxity'), (809, 828, 'CONDITION', 'postspinal headache'), (846, 866, 'CONDITION', 'post-spinal headache')]","[(25, 53), (58, 70), (73, 93), (451, 463), (477, 496), (498, 510), (667, 679), (714, 734), (774, 786), (809, 828), (846, 866)]","[(25, 53, 'CONDITION'), (58, 70, 'CONDITION'), (73, 93, 'CONDITION'), (451, 463, 'CONDITION'), (477, 496, 'CONDITION'), (498, 510, 'CONDITION'), (667, 679, 'CONDITION'), (714, 734, 'CONDITION'), (774, 786, 'CONDITION'), (809, 828, 'CONDITION'), (846, 866, 'CONDITION')]",[]
21,NCT02798601,OfficialTitle+BriefSummary,Early Induced Hypernatremia for the Prevention and Management of Brain Edema in Patients With Severe Traumatic Brain Injury in a University Hospital | The purpose of this study is to estimate the effect of an early induced hypernatremia protocol (150-155 milliequivalent/L) versus normonatremia plus mannitol (135 - 145 milliequivalent/L) in terms of neurologic outcome in patients with severe traumatic brain injury managed at critical care unit.,"[(0, 27, 'OTHER', 'Early Induced Hypernatremia'), (65, 76, 'CONDITION', 'Brain Edema'), (94, 123, 'CONDITION', 'Severe Traumatic Brain Injury'), (209, 236, 'OTHER', 'early induced hypernatremia'), (281, 294, 'OTHER', 'normonatremia'), (300, 308, 'DRUG', 'mannitol'), (387, 416, 'CONDITION', 'severe traumatic brain injury')]","[(0, 27), (65, 76), (94, 123), (209, 236), (281, 294), (300, 308), (387, 416)]","[(65, 76, 'CONDITION'), (94, 123, 'CONDITION'), (387, 416, 'CONDITION')]","[(0, 27, 'OTHER'), (209, 236, 'OTHER'), (281, 294, 'OTHER'), (300, 308, 'DRUG')]"
22,NCT01407341,OfficialTitle+BriefSummary,ChronOS Stability Study: For Metastatic Cancer | This pilot clinical trial studies beta-tricalcium phosphate bone graft in treating patients undergoing surgery for metastatic spine cancer. A bone graft may help healing and bone growth in patients undergoing surgery for spine cancer,"[(29, 46, 'CONDITION', 'Metastatic Cancer'), (83, 108, 'DRUG', 'beta-tricalcium phosphate'), (109, 119, 'SURGICAL', 'bone graft'), (164, 187, 'CONDITION', 'metastatic spine cancer'), (191, 201, 'SURGICAL', 'bone graft'), (270, 282, 'CONDITION', 'spine cancer')]","[(29, 46), (83, 108), (109, 119), (164, 187), (191, 201), (270, 282)]","[(29, 46, 'CONDITION'), (164, 187, 'CONDITION'), (270, 282, 'CONDITION')]","[(83, 108, 'DRUG'), (109, 119, 'SURGICAL'), (191, 201, 'SURGICAL')]"
23,NCT03840265,OfficialTitle+BriefSummary,"Evaluation of Cerebrovascular Events in Patients With Occlusive Carotid Artery Disorders Based on Morphological and Hemodynamical Features | As of today, no suitable multiparametric predictive method is available to properly estimate stroke risk in patients with carotid artery stenosis. Carotid artery stenosis is one of the proven risk factors of stroke incidence, but the indication of its intervention is merely the grade of stenosis itself. The current international guidelines suggest intervention for asymptomatic patients only with potentially high risk plaques but pharmacological treatment is advised to low risk patients. Unfortunately there is no proven and widely accepted system to distinguish these two categories of patients with carotid artery stenosis.

In this project the following parameters will be assessed both in asymptomatic and symptomatic patients: 1, preoperative stroke risk prediction based on comparative analysis of CT angiography (CTA) results of plaque morphology and ultrasound (US) based plaque elastography analysis, 2) intracranial bloodflow will be measured by transcranial Doppler sonography(TCD), 3) presence recent of silent brain ischemia on diffusion weighted imaging (DWI) MR (magnetic resonance), 4) retinal perfusion measurement by optical coherence tomography angiography (OCT). The investigators aim to establish a clinically meaningful and more accurate (than stenosis grade) stroke risk prediction algorithm for asymptomatic carotid stenosis patients based on these parameters.","[(14, 36, 'CONDITION', 'Cerebrovascular Events'), (54, 88, 'CONDITION', 'Occlusive Carotid Artery Disorders'), (234, 240, 'CONDITION', 'stroke'), (263, 286, 'CONDITION', 'carotid artery stenosis'), (288, 311, 'CONDITION', 'Carotid artery stenosis'), (349, 355, 'CONDITION', 'stroke'), (746, 769, 'CONDITION', 'carotid artery stenosis'), (893, 899, 'CONDITION', 'stroke'), (1161, 1182, 'CONDITION', 'silent brain ischemia'), (1427, 1433, 'CONDITION', 'stroke'), (1464, 1493, 'CONDITION', 'asymptomatic carotid stenosis')]","[(14, 36), (54, 88), (234, 240), (263, 286), (288, 311), (349, 355), (746, 769), (893, 899), (1161, 1182), (1427, 1433), (1464, 1493)]","[(14, 36, 'CONDITION'), (54, 88, 'CONDITION'), (234, 240, 'CONDITION'), (263, 286, 'CONDITION'), (288, 311, 'CONDITION'), (349, 355, 'CONDITION'), (746, 769, 'CONDITION'), (893, 899, 'CONDITION'), (1161, 1182, 'CONDITION'), (1427, 1433, 'CONDITION'), (1464, 1493, 'CONDITION')]",[]
24,NCT02080806,OfficialTitle+BriefSummary,Effects of Mechanical Insufflation-exsufflation in Stroke Patients With Dysphagia - Pilot Study | Stroke patients with dysphagia have restrictive lung dysfunction and impaired cough response. This pilot study was performed to determine if Mechanical Insufflation Exsufflation (MIE) therapy can help recover impaired cough function.,"[(11, 47, 'OTHER', 'Mechanical Insufflation-exsufflation'), (51, 57, 'CONDITION', 'Stroke'), (72, 81, 'CONDITION', 'Dysphagia'), (98, 104, 'CONDITION', 'Stroke'), (119, 128, 'CONDITION', 'dysphagia'), (146, 162, 'CONDITION', 'lung dysfunction'), (167, 190, 'CONDITION', 'impaired cough response'), (239, 275, 'OTHER', 'Mechanical Insufflation Exsufflation'), (277, 280, 'OTHER', 'MIE'), (307, 330, 'CONDITION', 'impaired cough function')]","[(11, 47), (51, 57), (72, 81), (98, 104), (119, 128), (146, 162), (167, 190), (239, 275), (277, 280), (307, 330)]","[(51, 57, 'CONDITION'), (72, 81, 'CONDITION'), (98, 104, 'CONDITION'), (119, 128, 'CONDITION'), (146, 162, 'CONDITION'), (167, 190, 'CONDITION'), (307, 330, 'CONDITION')]","[(11, 47, 'OTHER'), (239, 275, 'OTHER'), (277, 280, 'OTHER')]"
25,NCT00599469,OfficialTitle+BriefSummary,Phase 1 Study to Determine the Efficacy of Using Far Infrared Radiation for the Treatment of Alzheimer's Disease. | Alzheimer's disease is a progressive and fatal brain disease. This study will investigate the use of far infrared radiation treatment for the disease.,"[(49, 71, 'RADIOTHERAPY', 'Far Infrared Radiation'), (93, 112, 'CONDITION', ""Alzheimer's Disease""), (116, 135, 'CONDITION', ""Alzheimer's disease""), (217, 239, 'RADIOTHERAPY', 'far infrared radiation')]","[(49, 71), (93, 112), (116, 135), (217, 239)]","[(93, 112, 'CONDITION'), (116, 135, 'CONDITION')]","[(49, 71, 'RADIOTHERAPY'), (217, 239, 'RADIOTHERAPY')]"
26,NCT00936286,OfficialTitle+BriefSummary,The Impact of Respiratory Muscle Training on the Therapy of Obstructive Sleep Apnea Syndrome (OSAS) Patients | The purpose of this study is to determine whether respiratory muscle training by means of normocapnic hyperpnea leads to clinical and polysomnographical improvements in patients with mild to intermediate sleep apnea syndrome.,"[(14, 41, 'PHYSICAL', 'Respiratory Muscle Training'), (60, 92, 'CONDITION', 'Obstructive Sleep Apnea Syndrome'), (94, 98, 'CONDITION', 'OSAS'), (161, 188, 'PHYSICAL', 'respiratory muscle training'), (201, 222, 'PHYSICAL', 'normocapnic hyperpnea'), (294, 335, 'CONDITION', 'mild to intermediate sleep apnea syndrome')]","[(14, 41), (60, 92), (94, 98), (161, 188), (201, 222), (294, 335)]","[(60, 92, 'CONDITION'), (94, 98, 'CONDITION'), (294, 335, 'CONDITION')]","[(14, 41, 'PHYSICAL'), (161, 188, 'PHYSICAL'), (201, 222, 'PHYSICAL')]"
27,NCT01933438,OfficialTitle+BriefSummary,Does Early Supination and External Rotation Repositioning in Children With Birth Related Brachial Plexus Injury Have Benefit? A Randomized Controlled Trial of the Sup-ER Protocol. | This study evaluates the ability of a supination and external rotation protocol to improve the arm function and anatomy of children with birth related brachial plexus injuries.,"[(5, 21, 'OTHER', 'Early Supination'), (26, 57, 'OTHER', 'External Rotation Repositioning'), (75, 111, 'CONDITION', 'Birth Related Brachial Plexus Injury'), (220, 230, 'OTHER', 'supination'), (235, 252, 'OTHER', 'external rotation'), (319, 357, 'CONDITION', 'birth related brachial plexus injuries')]","[(5, 21), (26, 57), (75, 111), (220, 230), (235, 252), (319, 357)]","[(75, 111, 'CONDITION'), (319, 357, 'CONDITION')]","[(5, 21, 'OTHER'), (26, 57, 'OTHER'), (220, 230, 'OTHER'), (235, 252, 'OTHER')]"
