,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
10,NCT05805696,OfficialTitle+BriefSummary,"Treatment and Mapping of Self-compassion, Perfectionism, Stress, Anxiety and Impostor Phenomenon in Patients With Different Dermatological Diseases and Pain | The aim of this study is to evaluate persons/patients with different skin diseases or pain to evaluate whether unhealthy perfectionism, stress, anxiety, impostor phenomenon (inability to realistically assess your competence and skills) and lack of self-compassion (a positive attitude towards ourselves), have impact on symptoms, handling, and treatment regarding some dermatological diseases/pain.","[(152, 156, 'CONDITION', 'Pain'), (245, 249, 'CONDITION', 'pain'), (552, 556, 'CONDITION', 'pain')]","[(152, 156), (245, 249), (552, 556)]","[(152, 156, 'CONDITION'), (245, 249, 'CONDITION'), (552, 556, 'CONDITION')]",[]
11,NCT03213002,OfficialTitle+BriefSummary,"Phase I/II Study of Oral Capecitabine and Temozolomide (CAPTEM) for Newly Diagnosed Glioblastoma (GBM) | The purpose of this study is to evaluate the safety and efficacy of administering the medication capecitabine along with temozolomide when you start your monthly regimen of oral temozolomide for the treatment of your newly diagnosed glioblastoma multiforme (GBM).

Capecitabine is an oral chemotherapy that is given to patients with other types of cancer. The study will evaluate whether the dosage of 1500 mg/m2 of capecitabine is tolerable after radiation, when taken along with temozolomide. It will also try to determine if the medication capecitabine helps patients respond to treatment for a longer period of time compared to just temozolomide alone, which is the standard of care.","[(25, 37, 'DRUG', 'Capecitabine'), (42, 54, 'DRUG', 'Temozolomide'), (56, 62, 'DRUG', 'CAPTEM'), (84, 96, 'CONDITION', 'Glioblastoma'), (98, 101, 'CONDITION', 'GBM'), (202, 214, 'DRUG', 'capecitabine'), (226, 238, 'DRUG', 'temozolomide'), (283, 295, 'DRUG', 'temozolomide'), (338, 361, 'CONDITION', 'glioblastoma multiforme'), (363, 366, 'CONDITION', 'GBM'), (370, 382, 'DRUG', 'Capecitabine'), (521, 533, 'DRUG', 'capecitabine'), (553, 562, 'RADIOTHERAPY', 'radiation'), (586, 598, 'DRUG', 'temozolomide'), (648, 660, 'DRUG', 'capecitabine'), (742, 754, 'DRUG', 'temozolomide')]","[(25, 37), (42, 54), (56, 62), (84, 96), (98, 101), (202, 214), (226, 238), (283, 295), (338, 361), (363, 366), (370, 382), (521, 533), (553, 562), (586, 598), (648, 660), (742, 754)]","[(84, 96, 'CONDITION'), (98, 101, 'CONDITION'), (338, 361, 'CONDITION'), (363, 366, 'CONDITION')]","[(25, 37, 'DRUG'), (42, 54, 'DRUG'), (56, 62, 'DRUG'), (202, 214, 'DRUG'), (226, 238, 'DRUG'), (283, 295, 'DRUG'), (370, 382, 'DRUG'), (521, 533, 'DRUG'), (553, 562, 'RADIOTHERAPY'), (586, 598, 'DRUG'), (648, 660, 'DRUG'), (742, 754, 'DRUG')]"
12,NCT01873547,OfficialTitle+BriefSummary,"Different Efficacy Between Rehabilitation Therapy and Umbilical Cord Derived Mesenchymal Stem Cells Transplantation in Patients With Chronic Spinal Cord Injury in China | The morbidity of spinal cord injury (SCI) is increasing year by year significantly in China. The methods to treat SCI patients in sequela stage update are poor. Though traditional rehabilitation therapy is the routine method to treat SCI in sequela stage, aiming to improve the neurological disorders of these patients, such as sensory disturbance, dyskinesia, autologous adjustment of blood pressure, dysfunction of urination, defecation and perspiration , etc. What's a pity, the efficacy of the rehabilitation therapy is unsatisfactory. Rehabilitation Therapy can prevent the process of muscle atrophy and joint stiffness. However, it can not repair the damaged nerve function. Studies show that mesenchymal stem cell transplantation can remarkably improve the neurological function of SCI in animals without any severe side effect.

In this study, 300 patients will be divided into three groups and the investigators will use mesenchymal stem cells derived from umbilical cord to treat 100 SCI patients. They will also follow up 100 patients who only receive rehabilitation and another 100 patients who accept neither stem cell therapy nor rehabilitation. On this basis, the investigators can compare the efficacy of these two treatments.","[(27, 49, 'PHYSICAL', 'Rehabilitation Therapy'), (54, 115, 'SURGICAL', 'Umbilical Cord Derived Mesenchymal Stem Cells Transplantation'), (133, 159, 'CONDITION', 'Chronic Spinal Cord Injury'), (188, 206, 'CONDITION', 'spinal cord injury'), (208, 211, 'CONDITION', 'SCI'), (285, 288, 'CONDITION', 'SCI'), (351, 373, 'PHYSICAL', 'rehabilitation therapy'), (405, 408, 'CONDITION', 'SCI'), (669, 691, 'PHYSICAL', 'rehabilitation therapy'), (711, 733, 'PHYSICAL', 'Rehabilitation Therapy'), (870, 907, 'SURGICAL', 'mesenchymal stem cell transplantation'), (960, 963, 'CONDITION', 'SCI'), (1101, 1151, 'SURGICAL', 'mesenchymal stem cells derived from umbilical cord'), (1165, 1168, 'CONDITION', 'SCI'), (1234, 1248, 'PHYSICAL', 'rehabilitation'), (1293, 1310, 'SURGICAL', 'stem cell therapy'), (1315, 1329, 'PHYSICAL', 'rehabilitation')]","[(27, 49), (54, 115), (133, 159), (188, 206), (208, 211), (285, 288), (351, 373), (405, 408), (669, 691), (711, 733), (870, 907), (960, 963), (1101, 1151), (1165, 1168), (1234, 1248), (1293, 1310), (1315, 1329)]","[(133, 159, 'CONDITION'), (188, 206, 'CONDITION'), (208, 211, 'CONDITION'), (285, 288, 'CONDITION'), (405, 408, 'CONDITION'), (960, 963, 'CONDITION'), (1165, 1168, 'CONDITION')]","[(27, 49, 'PHYSICAL'), (54, 115, 'SURGICAL'), (351, 373, 'PHYSICAL'), (669, 691, 'PHYSICAL'), (711, 733, 'PHYSICAL'), (870, 907, 'SURGICAL'), (1101, 1151, 'SURGICAL'), (1234, 1248, 'PHYSICAL'), (1293, 1310, 'SURGICAL'), (1315, 1329, 'PHYSICAL')]"
13,NCT03244527,OfficialTitle+BriefSummary,"Use of BCAA-rich Protein Supplements for Chronic Stroke Patients to Improve the Functional Performance | In the past few years, Branched Chain Amino Acid (BCAA) supplements have gradually used on different groups. From training athletes, maintaining functions of healthy elders to preventing disabilities of people that can't do intense exercises. BCAAs are now considered to be able to prevent muscle atrophy and strength loss, also possible to increase strength and muscle mass if combined with resistance exercises. Stroke patients have difficulties with moving, which led to multiple disabilities, are more likely to have sarcopenia and strength loss. Furthermore, reducing the will of moving or walking. Recently, studies showed that combined BCAAs with resistance exercises can effectively increase muscle mass, thus commonly used on training athletes.

Although aerobic exercises are proven to be more likely to improve walking ability of chronic stroke patients than traditional rehabilitation, BCAAs' effects are yet to be proven. Therefore, the aim of this study is to explore if BCAAs combined with moderate intensity exercises can prevent muscle atrophy, loss of strength and cardiopulmonary function.

This is a randomized control trial. Participants are randomly assigned to either experiment or control groups. Both group received aerobic exercise (30 min in a session, 3 days a week, and for 8 weeks). Experiment group received BCAA supplement immediately after the exercise while the control group receive sham product (vitamins). The outcome measurements (including muscle mass, functional measures, and quality of life) are performed before (0-wk) and after (8-wk) the interventions, also after interventions in 3 months and 6 months for follow up.","[(7, 11, 'DRUG', 'BCAA'), (41, 55, 'CONDITION', 'Chronic Stroke'), (128, 153, 'DRUG', 'Branched Chain Amino Acid'), (155, 159, 'DRUG', 'BCAA'), (348, 353, 'DRUG', 'BCAAs'), (519, 525, 'CONDITION', 'Stroke'), (748, 753, 'DRUG', 'BCAAs'), (946, 960, 'CONDITION', 'chronic stroke'), (1003, 1008, 'DRUG', 'BCAAs'), (1090, 1095, 'DRUG', 'BCAAs'), (1110, 1138, 'PHYSICAL', 'moderate intensity exercises'), (1346, 1362, 'PHYSICAL', 'aerobic exercise'), (1444, 1448, 'DRUG', 'BCAA')]","[(7, 11), (41, 55), (128, 153), (155, 159), (348, 353), (519, 525), (748, 753), (946, 960), (1003, 1008), (1090, 1095), (1110, 1138), (1346, 1362), (1444, 1448)]","[(41, 55, 'CONDITION'), (519, 525, 'CONDITION'), (946, 960, 'CONDITION')]","[(7, 11, 'DRUG'), (128, 153, 'DRUG'), (155, 159, 'DRUG'), (348, 353, 'DRUG'), (748, 753, 'DRUG'), (1003, 1008, 'DRUG'), (1090, 1095, 'DRUG'), (1110, 1138, 'PHYSICAL'), (1346, 1362, 'PHYSICAL'), (1444, 1448, 'DRUG')]"
14,NCT02490943,OfficialTitle+BriefSummary,A Pilot Study of Warm and Cold Compress to Reduce Injection Site Erythema Due to Peginterferon-beta-1a in Multiple Sclerosis | Peginterferon-beta-1a (PEG) is an approved treatment for relapsing forms of MS that may cause injection related erythema. This is a randomized controlled cross-over trial of superficial hot and cold modalities to reduce injection site erythema caused by PEG.,"[(17, 39, 'OTHER', 'Warm and Cold Compress'), (50, 73, 'CONDITION', 'Injection Site Erythema'), (106, 124, 'CONDITION', 'Multiple Sclerosis'), (184, 205, 'CONDITION', 'relapsing forms of MS'), (221, 247, 'CONDITION', 'injection related erythema'), (301, 336, 'OTHER', 'superficial hot and cold modalities'), (347, 370, 'CONDITION', 'injection site erythema')]","[(17, 39), (50, 73), (106, 124), (184, 205), (221, 247), (301, 336), (347, 370)]","[(50, 73, 'CONDITION'), (106, 124, 'CONDITION'), (184, 205, 'CONDITION'), (221, 247, 'CONDITION'), (347, 370, 'CONDITION')]","[(17, 39, 'OTHER'), (301, 336, 'OTHER')]"
15,NCT03410628,OfficialTitle+BriefSummary,Non-invasive Neurostimulation of the Vagus Nerve With the gammaCore Device for the Relief of Pain and Allodynia Associated With Migraine | The purpose of this feasibility study is to gather preliminary information on the safety and effectiveness of patient self-administration of a noninvasive neurostimulation of the vagus nerve using the GammaCore device for the treatment of pain and allodynia symptoms associated with acute migraine in adults.,"[(0, 74, 'OTHER', 'Non-invasive Neurostimulation of the Vagus Nerve With the gammaCore Device'), (102, 111, 'CONDITION', 'Allodynia'), (128, 136, 'CONDITION', 'Migraine'), (282, 356, 'OTHER', 'noninvasive neurostimulation of the vagus nerve using the GammaCore device'), (387, 396, 'CONDITION', 'allodynia'), (422, 436, 'CONDITION', 'acute migraine')]","[(0, 74), (102, 111), (128, 136), (282, 356), (387, 396), (422, 436)]","[(102, 111, 'CONDITION'), (128, 136, 'CONDITION'), (387, 396, 'CONDITION'), (422, 436, 'CONDITION')]","[(0, 74, 'OTHER'), (282, 356, 'OTHER')]"
16,NCT02885285,OfficialTitle+BriefSummary,"The Impact of Three Distinct Exercise Types on Fatigue, Anxiety, and Depression in Parkinson's Disease | The purpose of the study is to learn about the impact of exercise on fatigue, anxiety, and depression in Parkinson's disease. It is well established that exercise improves the motor symptoms of Parkinson's disease. However, it is not clear which types of exercise are most beneficial for specific non-motor symptoms.","[(29, 37, 'PHYSICAL', 'Exercise'), (47, 54, 'CONDITION', 'Fatigue'), (56, 63, 'CONDITION', 'Anxiety'), (69, 79, 'CONDITION', 'Depression'), (83, 102, 'CONDITION', ""Parkinson's Disease""), (162, 170, 'PHYSICAL', 'exercise'), (174, 181, 'CONDITION', 'fatigue'), (183, 190, 'CONDITION', 'anxiety'), (196, 206, 'CONDITION', 'depression'), (210, 229, 'CONDITION', ""Parkinson's disease""), (259, 267, 'PHYSICAL', 'exercise'), (299, 318, 'CONDITION', ""Parkinson's disease""), (360, 368, 'PHYSICAL', 'exercise')]","[(29, 37), (47, 54), (56, 63), (69, 79), (83, 102), (162, 170), (174, 181), (183, 190), (196, 206), (210, 229), (259, 267), (299, 318), (360, 368)]","[(47, 54, 'CONDITION'), (56, 63, 'CONDITION'), (69, 79, 'CONDITION'), (83, 102, 'CONDITION'), (174, 181, 'CONDITION'), (183, 190, 'CONDITION'), (196, 206, 'CONDITION'), (210, 229, 'CONDITION'), (299, 318, 'CONDITION')]","[(29, 37, 'PHYSICAL'), (162, 170, 'PHYSICAL'), (259, 267, 'PHYSICAL'), (360, 368, 'PHYSICAL')]"
17,NCT01283152,OfficialTitle+BriefSummary,"Randomized Controlled Trial Evaluating the Efficacy of Polyethylene Glycol 3350-electrolyte Solution (GoLYTELY®) in Patients With Hepatic Encephalopathy. | This study is being done to find out if the laxative polyethylene glycol (also known as GoLYTELY® or Miralax®) can treat your hepatic encephalopathy (confusion due to your liver disease and/or cirrhosis) better and/or more safely than lactulose (another laxative). In this study, the investigators will evaluate if polyethylene glycol (GoLYTELY®) is more effective than lactulose on neurocognition (memory and thinking skills) and determine if it decreases the hospital stay.","[(55, 100, 'DRUG', 'Polyethylene Glycol 3350-electrolyte Solution'), (102, 110, 'DRUG', 'GoLYTELY'), (130, 152, 'CONDITION', 'Hepatic Encephalopathy'), (209, 228, 'DRUG', 'polyethylene glycol'), (244, 252, 'DRUG', 'GoLYTELY'), (257, 264, 'DRUG', 'Miralax'), (282, 304, 'CONDITION', 'hepatic encephalopathy'), (391, 400, 'DRUG', 'lactulose'), (471, 490, 'DRUG', 'polyethylene glycol'), (492, 500, 'DRUG', 'GoLYTELY'), (526, 535, 'DRUG', 'lactulose')]","[(55, 100), (102, 110), (130, 152), (209, 228), (244, 252), (257, 264), (282, 304), (391, 400), (471, 490), (492, 500), (526, 535)]","[(130, 152, 'CONDITION'), (282, 304, 'CONDITION')]","[(55, 100, 'DRUG'), (102, 110, 'DRUG'), (209, 228, 'DRUG'), (244, 252, 'DRUG'), (257, 264, 'DRUG'), (391, 400, 'DRUG'), (471, 490, 'DRUG'), (492, 500, 'DRUG'), (526, 535, 'DRUG')]"
18,NCT03746392,OfficialTitle+BriefSummary,"Using the Electronic Health Record to Identify and Promote Goals-of-Care Communication | This two-year pilot study will test whether a one-page ""Jumpstart Form"" will affect goals-of-care discussions in the hospital. This form will be provided to clinicians and will include patient-specific information about preferences for goals-of-care communication and for care, as well as tips to improve this communication. Jumpstart forms will also be provided to patients or, if they are unable to communicate, their surrogates/family members. The information on the form will be obtained from questionnaires. The form is tailored to help patients and surrogates talk with clinicians about goals of care. This study is based on a successful application of Jumpstart Form in the outpatient clinic setting.","[(145, 159, 'BEHAVIOURAL', 'Jumpstart Form'), (414, 429, 'BEHAVIOURAL', 'Jumpstart forms'), (748, 762, 'BEHAVIOURAL', 'Jumpstart Form')]","[(145, 159), (414, 429), (748, 762)]",[],"[(145, 159, 'BEHAVIOURAL'), (414, 429, 'BEHAVIOURAL'), (748, 762, 'BEHAVIOURAL')]"
19,NCT01822938,OfficialTitle+BriefSummary,"Follow-up of Patients' Physical Activity in Post-hospitalization by Implementation of Systems of Active Monitoring. | Physical exercise has been identified as a major item of many affecting many chronic diseases and stroke rehabilitation. It contributes to an improvement in the quality of life and to a decrease in the current treatment side-effects and mortality. Stroke in association with an inactive lifestyle lead to a decrease in physical capability and causes problems in daily activities. The physical capacity and the tolerance for exercise fall simultaneously leading to vicious circle of less and less mobility. Therefore, physical activity for the health is a valid and relevant way to improve the quality of life and to recover functional capacity. The aim of the study is the assessment of the effects of a incentive program for physical activity on people following/with stroke.","[(86, 114, 'OTHER', 'Systems of Active Monitoring'), (216, 222, 'CONDITION', 'stroke'), (366, 372, 'CONDITION', 'Stroke'), (822, 861, 'OTHER', 'incentive program for physical activity'), (887, 893, 'CONDITION', 'stroke')]","[(86, 114), (216, 222), (366, 372), (822, 861), (887, 893)]","[(216, 222, 'CONDITION'), (366, 372, 'CONDITION'), (887, 893, 'CONDITION')]","[(86, 114, 'OTHER'), (822, 861, 'OTHER')]"
20,NCT01475383,OfficialTitle+BriefSummary,"A Phase 2 Multicenter, Randomized, Double-Blind, Placebo-Controlled, Cross-Over Study Of The Safety And Efficacy Of PF-03654746 In Adults With Tourette's Syndrome | The purpose of this study is to evaluate the safety and efficacy of an investigational compound designated PF-03654746 compared to placebo in the treatment of adults with Tourette's Syndrome. The study will also explore the pharmacokinetics of PF-03654746 in adults with Tourette's Syndrome.","[(49, 56, 'CONTROL', 'Placebo'), (116, 127, 'DRUG', 'PF-03654746'), (143, 162, 'CONDITION', ""Tourette's Syndrome""), (272, 283, 'DRUG', 'PF-03654746'), (296, 303, 'CONTROL', 'placebo'), (336, 355, 'CONDITION', ""Tourette's Syndrome""), (409, 420, 'DRUG', 'PF-03654746'), (436, 455, 'CONDITION', ""Tourette's Syndrome"")]","[(49, 56), (116, 127), (143, 162), (272, 283), (296, 303), (336, 355), (409, 420), (436, 455)]","[(143, 162, 'CONDITION'), (336, 355, 'CONDITION'), (436, 455, 'CONDITION')]","[(49, 56, 'CONTROL'), (116, 127, 'DRUG'), (272, 283, 'DRUG'), (296, 303, 'CONTROL'), (409, 420, 'DRUG')]"
21,NCT00221767,OfficialTitle+BriefSummary,"Prospective Comparative Multicenter Study on the Medico-economical Impact of the Brindley Technique in the Management of Neurogenic Bladder in Patients With Injured Spinal Cord | Bladder dysfunction is a major problem in patients with complete spinal cord lesions. For patients presenting incontinence or risk for kidney, two major conventional alternatives are possible : conservative therapies (muscarinic receptor antagonists, vanilloids drugs and botulinum toxin in association with catheterization) and surgical techniques intervening in the nervous and urinary system.

Among these last alternatives, the Brindley technique (anterior sacral root stimulation with posterior rhizotomy) is the only technique allowing for the restauration of bladder function, continence, and micturition. The purpose of the study is to compare the Brindley technique with the first conventional approach in France from a medical and economical point of view.","[(81, 99, 'SURGICAL', 'Brindley Technique'), (121, 139, 'CONDITION', 'Neurogenic Bladder'), (157, 176, 'CONDITION', 'Injured Spinal Cord'), (179, 198, 'CONDITION', 'Bladder dysfunction'), (235, 263, 'CONDITION', 'complete spinal cord lesions'), (611, 629, 'SURGICAL', 'Brindley technique'), (631, 688, 'SURGICAL', 'anterior sacral root stimulation with posterior rhizotomy'), (835, 853, 'SURGICAL', 'Brindley technique')]","[(81, 99), (121, 139), (157, 176), (179, 198), (235, 263), (611, 629), (631, 688), (835, 853)]","[(121, 139, 'CONDITION'), (157, 176, 'CONDITION'), (179, 198, 'CONDITION'), (235, 263, 'CONDITION')]","[(81, 99, 'SURGICAL'), (611, 629, 'SURGICAL'), (631, 688, 'SURGICAL'), (835, 853, 'SURGICAL')]"
22,NCT00723983,OfficialTitle+BriefSummary,"A Phase I, Open Label, Single-Dose, Four-Way Crossover Study Comparing the Pharmacokinetics of NP101 (Sumatriptan Iontophoretic Transdermal Patch) With an Oral Formulation of Imitrex® (50mg) in Migraine Subjects During an Acute Migraine Attack and During a Non-Migraine Period | To compare the pharmacokinetics of NP101 with a currently approved oral formulation of Imitrex® (50 mg) in migraine subjects both during an acute migraine attack and during a non-migraine period.","[(95, 100, 'DRUG', 'NP101'), (102, 113, 'DRUG', 'Sumatriptan'), (175, 182, 'DRUG', 'Imitrex'), (194, 202, 'CONDITION', 'Migraine'), (222, 243, 'CONDITION', 'Acute Migraine Attack'), (314, 319, 'DRUG', 'NP101'), (366, 373, 'DRUG', 'Imitrex'), (386, 394, 'CONDITION', 'migraine'), (419, 440, 'CONDITION', 'acute migraine attack')]","[(95, 100), (102, 113), (175, 182), (194, 202), (222, 243), (314, 319), (366, 373), (386, 394), (419, 440)]","[(194, 202, 'CONDITION'), (222, 243, 'CONDITION'), (386, 394, 'CONDITION'), (419, 440, 'CONDITION')]","[(95, 100, 'DRUG'), (102, 113, 'DRUG'), (175, 182, 'DRUG'), (314, 319, 'DRUG'), (366, 373, 'DRUG')]"
23,NCT04118907,OfficialTitle+BriefSummary,"Effects of Sound Stimulation, Somatosensory Stimulation, Vestibular Stimulation and the Combinations on Tinnitus Loudness and Tinnitus Related Distress in Patients | In this experiment, patients with chronic pure tone tinnitus were divided into three groups to receive auditory stimulation, somatosensory stimulation, vestibular stimulation and combined stimulation, in order to find an effective way to treat tinnitus","[(11, 28, 'OTHER', 'Sound Stimulation'), (30, 55, 'OTHER', 'Somatosensory Stimulation'), (57, 79, 'OTHER', 'Vestibular Stimulation'), (104, 112, 'CONDITION', 'Tinnitus'), (126, 134, 'CONDITION', 'Tinnitus'), (200, 226, 'CONDITION', 'chronic pure tone tinnitus'), (269, 289, 'OTHER', 'auditory stimulation'), (291, 316, 'OTHER', 'somatosensory stimulation'), (318, 340, 'OTHER', 'vestibular stimulation'), (345, 365, 'OTHER', 'combined stimulation'), (410, 418, 'CONDITION', 'tinnitus')]","[(11, 28), (30, 55), (57, 79), (104, 112), (126, 134), (200, 226), (269, 289), (291, 316), (318, 340), (345, 365), (410, 418)]","[(104, 112, 'CONDITION'), (126, 134, 'CONDITION'), (200, 226, 'CONDITION'), (410, 418, 'CONDITION')]","[(11, 28, 'OTHER'), (30, 55, 'OTHER'), (57, 79, 'OTHER'), (269, 289, 'OTHER'), (291, 316, 'OTHER'), (318, 340, 'OTHER'), (345, 365, 'OTHER')]"
24,NCT03790085,OfficialTitle+BriefSummary,"Identification of Multi-modal Bio-markers for Early Diagnosis and Treatment Prediction in Schizophrenia Individuals | This study aims to screen and validate multi-scale bio-markers for early diagnosis and medication monitoring for early schizophrenia, including the genetic, neurobiochemistry, neuroimaging and eletrophysiological measures. Based on the validated bio-markers, the present study further tries to build several prediction models for early differential diagnosis of schizophrenia from healthy controls and other mental diseases (such as the major depression and anxiety disorders), biological sub-typing and diagnosis of the schizophrenia sub-types, and early prediction of the medication effects.","[(90, 103, 'CONDITION', 'Schizophrenia'), (231, 250, 'CONDITION', 'early schizophrenia'), (480, 493, 'CONDITION', 'schizophrenia'), (639, 652, 'CONDITION', 'schizophrenia')]","[(90, 103), (231, 250), (480, 493), (639, 652)]","[(90, 103, 'CONDITION'), (231, 250, 'CONDITION'), (480, 493, 'CONDITION'), (639, 652, 'CONDITION')]",[]
25,NCT01344447,OfficialTitle+BriefSummary,"Multicenter, Open-label Study to Evaluate the Safety and Efficacy (by Blinded Reading) of Contrast-Enhanced Magnetic Resonance Angiography (MRA) After a Single Intravenous Injection of 0.1 mmol/kg Gadobutrol in Subjects With Known or Suspected Vascular Disease of the Supra-aortic Vessels | Subjects referred for a routine CTA (computed tomography angiography) or MRA (magnetic resonance angiography) will be invited to participate in the study and subjects will be involved in the study for between 2 and 12 days. Two to three visits to the study doctor will be required.

This study will compare the diagnostic results of Gadobutrol enhanced MRA images with MRA images taken without contrast agent using images from a CTA as the standard of reference, which may have been performed up to 60 days prior to enrolment. If a CTA has not been performed in this prior time period, a CTA is required for the study.

MRA and CTA images will be collected for an independent review (blinded read).","[(244, 288, 'CONDITION', 'Vascular Disease of the Supra-aortic Vessels')]","[(244, 288)]","[(244, 288, 'CONDITION')]",[]
26,NCT02757053,OfficialTitle+BriefSummary,Screening Brain MRI in High School Football: What is the Risk of Traumatic Brain Injury and Does the Guardian Cap Reduce the Incidence of Injury as Determined by Fluid-attenuated Inversion Recovery (FLAIR) and Susceptibility Weighted Imaging (SWI) Magnetic Resonance Imaging (MRI) Sequences | Screening Brain magnetic resonance imaging (MRI) with Fluid-attenuated Inversion Recovery (FLAIR) and Susceptibility Weighted Imaging (SWI) sequences will be performed pre and post season on high school football players. One set of players will wear the Guardian Cap on their five star rated helmets and the other will wear five star rated helmets only. The investigators will compare outcomes of ImPACT scores and MRI findings between the two groups to see if there is a statistical difference in reduction of injury and to establish what the baseline level of MRI findings related to injury from high school football is as well as what the baseline level of injury is prior to the start of the season.,"[(65, 87, 'CONDITION', 'Traumatic Brain Injury'), (101, 113, 'OTHER', 'Guardian Cap'), (547, 559, 'OTHER', 'Guardian Cap'), (617, 645, 'OTHER', 'five star rated helmets only')]","[(65, 87), (101, 113), (547, 559), (617, 645)]","[(65, 87, 'CONDITION')]","[(101, 113, 'OTHER'), (547, 559, 'OTHER'), (617, 645, 'OTHER')]"
27,NCT01866384,OfficialTitle+BriefSummary,"Safety and Tolerability of a Protocol of Targeted Temperature Management After Intracerebral Hemorrhage | Early hematoma growth (HG) after spontaneous intra-cerebral/intra-parenchymal hemorrhage (IPH) is common and associated with neurological deterioration and poor clinical outcome. Temperature modulation to hypothermia (Temperature, 32-34°C) has been associated with reduction or improvement of physiopathologic processes associated with inflammatory activation and degradation of blood-brain barrier after all types of brain injury. In this sense, we believe that the initiation of an ultra-early protocol of active temperature modulation or Targeted Temperature Management (TTM) to mild induced hypothermia (MIH, 32-34°C) may be associated with good safety and tolerability profile, less HG and cerebral edema after IPH by modulation of systemic and local inflammatory responses, so we hypothesize that TTM to MIH will be a safe/tolerable and effective therapy to limit HG and cerebral edema after IPH.","[(41, 72, 'OTHER', 'Targeted Temperature Management'), (79, 103, 'CONDITION', 'Intracerebral Hemorrhage'), (106, 127, 'CONDITION', 'Early hematoma growth'), (129, 131, 'CONDITION', 'HG'), (139, 194, 'CONDITION', 'spontaneous intra-cerebral/intra-parenchymal hemorrhage'), (196, 199, 'CONDITION', 'IPH'), (285, 307, 'OTHER', 'Temperature modulation'), (311, 322, 'OTHER', 'hypothermia'), (647, 678, 'OTHER', 'Targeted Temperature Management'), (680, 683, 'OTHER', 'TTM'), (688, 712, 'OTHER', 'mild induced hypothermia'), (714, 717, 'OTHER', 'MIH'), (794, 796, 'CONDITION', 'HG'), (801, 815, 'CONDITION', 'cerebral edema'), (822, 825, 'CONDITION', 'IPH'), (909, 912, 'OTHER', 'TTM'), (916, 919, 'OTHER', 'MIH'), (976, 978, 'CONDITION', 'HG'), (983, 997, 'CONDITION', 'cerebral edema'), (1004, 1007, 'CONDITION', 'IPH')]","[(41, 72), (79, 103), (106, 127), (129, 131), (139, 194), (196, 199), (285, 307), (311, 322), (647, 678), (680, 683), (688, 712), (714, 717), (794, 796), (801, 815), (822, 825), (909, 912), (916, 919), (976, 978), (983, 997), (1004, 1007)]","[(79, 103, 'CONDITION'), (106, 127, 'CONDITION'), (129, 131, 'CONDITION'), (139, 194, 'CONDITION'), (196, 199, 'CONDITION'), (794, 796, 'CONDITION'), (801, 815, 'CONDITION'), (822, 825, 'CONDITION'), (976, 978, 'CONDITION'), (983, 997, 'CONDITION'), (1004, 1007, 'CONDITION')]","[(41, 72, 'OTHER'), (285, 307, 'OTHER'), (311, 322, 'OTHER'), (647, 678, 'OTHER'), (680, 683, 'OTHER'), (688, 712, 'OTHER'), (714, 717, 'OTHER'), (909, 912, 'OTHER'), (916, 919, 'OTHER')]"
